feature_id	feature_mz	feature_rt	feature_spectrum_entropy	feature_pred_tax_cla_01kin_val	feature_pred_tax_cla_01kin_score	feature_pred_tax_cla_02sup_val	feature_pred_tax_cla_02sup_score	feature_pred_tax_cla_03cla_val	feature_pred_tax_cla_03cla_score	feature_pred_tax_cla_04dirpar_val	feature_pred_tax_cla_04dirpar_score	feature_pred_tax_npc_01pat_val	feature_pred_tax_npc_01pat_score	feature_pred_tax_npc_02sup_val	feature_pred_tax_npc_02sup_score	feature_pred_tax_npc_03cla_val	feature_pred_tax_npc_03cla_score	component_id	candidate_spectrum_entropy	candidate_structure_molecular_formula	candidate_count_sirius_peaks_explained	candidate_score_sirius_intensity	candidate_score_sirius_isotope	candidate_score_sirius_sirius	candidate_score_sirius_tree	candidate_score_sirius_zodiac	candidate_score_sirius_confidence	candidate_score_sirius_csi	candidate_library	candidate_count_similarity_peaks_matched	candidate_score_similarity	candidate_structure_exact_mass	candidate_structure_xlogp	candidate_structure_inchikey_no_stereo	candidate_structure_smiles_no_stereo	candidate_structure_tax_cla_chemontid	candidate_structure_tax_cla_01kin	candidate_structure_tax_cla_02sup	candidate_structure_tax_cla_03cla	candidate_structure_tax_cla_04dirpar	candidate_structure_tax_npc_01pat	candidate_structure_tax_npc_02sup	candidate_structure_tax_npc_03cla	candidate_structure_organism_occurrence_closest	candidate_structure_organism_occurrence_reference	candidate_structure_error_mz	candidate_structure_error_rt	rank_initial	rank_final	score_initial	score_biological	score_chemical	score_final
172	409.112331356228	2.6615334	4.20239754758003	Organic compounds	0.460003401122603	Benzenoids	0.460003401122603	Organooxygen compounds	0.43008485393507	Naphthols and derivatives	0.230001700561301	Shikimates and Phenylpropanoids	0.460003401122603	dummy	0.412660233399161	dummy	0.412660233399161	32	3.2709657293175|4.43655645594386|3.99535013205782	C19H20O10|C17H20N4O6S|C19H20O10	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	348|84|169	0.154397130012512|0.00820662174373865|0.133220016956329	408.10565|408.11036|408.10565	0.1845|1.8059|-0.7451	AEVPZPZLCJZOJP|LVWXLDIUXWCXAE|BZYKNVLTMWYEFA	COc1cc2c(oc3cccc(O)c32)c(OC2OC(CO)C(O)C(O)C2O)c1O|CC1(COc2ccc(S(=O)(=O)N3CCCC3)cc2)Cn2cc([N+](=O)[O-])nc2O1|O=C(c1ccc(O)cc1)c1c(O)cc(O)c(C2OC(CO)C(O)C(O)C2O)c1O	0004165|0000031|0004165	Organic compounds|Organic compounds|Organic compounds	Organic oxygen compounds|Benzenoids|Organic oxygen compounds	Organooxygen compounds|Benzene and substituted derivatives|Organooxygen compounds	Phenolic glycosides|Benzenesulfonamides|Phenolic glycosides	Shikimates and Phenylpropanoids|Alkaloids|Polyketides	Xanthones|notClassified|Phloroglucinols	Plant xanthones|notClassified|Acyl phloroglucinols	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1248/CPB.56.439|10.1021/NP050028U|10.1016/J.PHYTOCHEM.2010.11.025	0.000622839999891767|0.00533136000001377|0.000622839999891767	||	4|31|6	1|2|3	0.154397130012512|0.00820662174373865|0.133220016956329	0.4|0.4|0.4	0.5|0.75|0.333	0.334748993287454|0.327560365406071|0.29994020585231
173	191.10689739542946	2.6625473	3.38510815043306	Organic compounds	0.359662336032359	Lipids and lipid-like molecules	0.359662336032359	Benzene and substituted derivatives	0.466396677572759	Benzoic acids	0.466396677572759	Fatty acids	0.359662336032359	Phenolic acids (C6-C1)	0.466396677572759	Simple phenolic acids	0.466396677572759	9	3.38419146110099|3.15237444383272|3.12714424904994	C12H14O2|C12H14O2|C12H14O2	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	22|27|19	0.265791088342667|0.299095273017883|0.251130074262619	190.09938|190.09938|190.09938	2.8935|2.2414|1.9126	RWMKYKAUOZVIIN|GKUKTHQBDFSPNV|POFUIXIUNQEQNM	CCC=CCc1ccccc1C(=O)O|CC=CC=CC#CC=CCOC(C)=O|CC=CC#CC#CCCCOC(C)=O	0002565|0001722|0001722	Organic compounds|Organic compounds|Organic compounds	Benzenoids|Lipids and lipid-like molecules|Lipids and lipid-like molecules	Benzene and substituted derivatives|Fatty Acyls|Fatty Acyls	Benzoic acids|Fatty alcohol esters|Fatty alcohol esters	Shikimates and Phenylpropanoids|Fatty acids|Fatty acids	Phenolic acids (C6-C1)|Fatty esters|Fatty esters	Simple phenolic acids|Wax monoesters|Wax diesters $ Wax monoesters	Ranunculaceae|Magnoliopsida|Magnoliopsida	10.1021/JF990354D|10.1016/S0031-9422(00)82737-5 $ 10.1002/CBER.19650980207|10.1002/CBER.19660990231	-0.00024431200000663|-0.00024431200000663|-0.00024431200000663	||	12|4|17	1|2|3	0.265791088342667|0.299095273017883|0.251130074262619	0.6|0.4|0.4	1|0.75|0.75	0.555063495914022|0.424523249164119|0.408534849579031
174	935.2439665198417	2.6733167	2.09061555751034	Organic compounds	0.479530433360555	Phenylpropanoids and polyketides	0.479530433360555	Flavonoids	0.479530433360555	Flavonoid-7-O-glycosides	0.580334610727226	Shikimates and Phenylpropanoids	0.479530433360555	Flavonoids	0.479530433360555	Flavonols	0.716709431980838	3	4.73863825868238|4.60259368477433|4.69469861979088	C42H46O24|C42H46O24|C42H46O24	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	414|631|419	0.255260437726975|0.225139617919922|0.206845656037331	934.2379|934.2379|934.2379	-2.5385|-2.5385|-2.5385	BNYDLXBTNLOWPZ|TZPMVVDDEWYHIB|MWAUOMXEJMQMFW	CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(COC(=O)C=Cc5ccc(O)c(O)c5)C(O)C(O)C4OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O|CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(COC(=O)C=Cc5ccc(O)c(O)c5)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O|CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(OC2OC(COC(=O)C=Cc3ccc(O)c(O)c3)C(O)C(O)C2O)C(O)C1O	0003678|0003533|0003533	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Flavonoids|Flavonoids|Flavonoids	Flavonoid 3-O-p-coumaroyl glycosides|Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavonols|Flavonols	Ranunculaceae|Ranunculaceae|Ranunculaceae	10.1007/BF00630642|10.1016/J.FITOTE.2006.05.018 $ 10.1055/S-2001-11994 $ 10.1007/BF00630642|10.1055/S-2006-957694	0.00117835200035188|0.00117835200035188|0.00117835200035188	||	2|4|6	1|2|3	0.255260437726975|0.225139617919922|0.206845656037331	0.6|0.6|0.6	1|1|1	0.551553279042125|0.541513005773107|0.53541501847891
175	905.2348585718468	2.68275	2.70634996780379	Organic compounds	0.479530433360555	Phenylpropanoids and polyketides	0.359647825020416	Flavonoids	0.359647825020416	Flavonoid-7-O-glycosides	0.290167305363613	Shikimates and Phenylpropanoids	0.479530433360555	Flavonoids	0.359647825020416	Flavonols	0.358354715990419	3	|4.61219200112741|4.51599418466282	C41H44O23|C41H44O23|C41H44O23	||	||	||	||	||	||	||	||	[1M+(H)1]1+|ISDB|ISDB	|379|1062	|0.28839299082756|0.248560041189194	904.22734|904.22734|904.22734	-2.6326|-1.8994|-1.8994	VZEXGWGJXZJLPY|BHZKXYVGAILXRA|SVVBJHNIZHTFRE	O=C(C=Cc1ccc(O)cc1)OC1C(OC2C(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)OC(CO)C(O)C2O)OCC(O)C1O|CC1OC(OC2C(Oc3c(-c4ccc(O)c(O)c4)oc4cc(OC5OC(CO)C(O)C(O)C5O)cc(O)c4c3=O)OCC(O)C2O)C(O)C(O)C1OC(=O)C=Cc1ccc(O)c(O)c1|CC1OC(Oc2cc(O)c3c(=O)c(OC4OCC(O)C(O)C4OC4OC(CO)C(O)C(OC(=O)C=Cc5ccc(O)c(O)c5)C4O)c(-c4ccc(O)c(O)c4)oc3c2)C(O)C(O)C1O	0003533|0003533|0003533	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Flavonoids|Flavonoids|Flavonoids	Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides|Flavonoid-7-O-glycosides	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Flavonoids|Flavonoids|Flavonoids	Flavonols|Flavonols|Flavonols	Ranunculaceae|Magnoliopsida|Magnoliopsida	10.1016/S0031-9422(00)89580-1|10.1021/NP000614H|10.1002/CHIN.200431181	-0.000238571846807645|-0.000286331999859613|-0.000286332000086986	||	6|3|5	1|2|3	0|0.28839299082756|0.248560041189194	0.6|0.4|0.4	1|1|1	0.466466466466466|0.462497363308886|0.449219713429431
176	175.14881279980875	2.6913457	3.53561673638765	Organic compounds	0.470023909250514	Benzenoids	0.470023909250514	Tetralins	0.470023909250514	Tetralins	0.470023909250514	Terpenoids	0.470023909250514	Sesquiterpenoids	0.470023909250514	Cadinane sesquiterpenoids	0.470023909250514	8	2.82625631301671|3.2604377555426|3.24978899017907	C13H18|C13H18|C13H18	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	49|46|41	0.575164914131165|0.540481150150299|0.515650629997253	174.14085|174.14085|174.14085	3.74324|3.74324|3.52724	PGZQTASRDRGQAJ|OIIJXQMSEYQDDI|SOVJMXNIZUPIFE	Cc1cc(C)c2c(c1)CCCC2C|Cc1ccc(C)c2c1CCCC2C|Cc1cc2c(cc1C)C(C)(C)CC2	0000048|0000048|0000027	Organic compounds|Organic compounds|Organic compounds	Benzenoids|Benzenoids|Benzenoids	Tetralins|Tetralins|Indanes	Tetralins|Tetralins|Indanes	Terpenoids|Terpenoids|Terpenoids	Sesquiterpenoids|Sesquiterpenoids|Sesquiterpenoids	Cadinane sesquiterpenoids|Cadinane sesquiterpenoids|Himachalane sesquiterpenoids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/J.CHROMA.2004.03.057|10.1016/J.CHROMA.2004.03.057|10.1016/J.CHROMA.2004.03.057	-0.000673424000012801|-0.000673424000012801|-0.000673424000012801	||	1|2|5	1|2|3	0.575164914131165|0.540481150150299|0.515650629997253	0.4|0.4|0.4	1|1|1	0.558088004410088|0.546526749749799|0.538249909698784
177	251.13953659940793	2.6940334	2.12115338024613	Organic compounds	0.28514380024082	Phenylpropanoids and polyketides	0.28514380024082	Cinnamic acids and derivatives	0.28514380024082	Hydroxycinnamic acids and derivatives	0.28514380024082	Alkaloids	0.28514380024082	Ornithine alkaloids	0.28514380024082	Polyamines	0.28514380024082	115	4.09354881307323|3.96301603177261|3.91653613274398	C13H18N2O3|C18H18O|C18H18O	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	25|12|14	0.112687043845654|0.056598287075758|0.0413453131914139	250.13174|250.13577|250.13577	0.9661|4.41764|4.41764	KTZNZCYTXQYEHT|NJPVIGLWQLAGIV|DOVVPEXQMTVYAG	NCCCCNC(=O)C=Cc1ccc(O)c(O)c1|C=Cc1cc2c(cc1C)-c1ccc(O)c(C)c1CC2|C=Cc1cc(C)cc2c1-c1ccc(O)c(C)c1CC2	0001391|0000223|0000223	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Benzenoids|Benzenoids	Cinnamic acids and derivatives|Phenanthrenes and derivatives|Phenanthrenes and derivatives	Hydroxycinnamic acids and derivatives|Hydrophenanthrenes|Hydrophenanthrenes	Alkaloids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Ornithine alkaloids|Phenanthrenoids|Phenanthrenoids	Polyamines|Phenanthrenes|Phenanthrenes	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/0031-9422(95)00866-7 $ 10.1021/JF501330H $ 10.1021/ACS.JAFC.6B05179 $ 10.1016/0031-9422(90)85363-K $ 10.1016/S0031-9422(00)84339-3 $ 10.1080/00021369.1970.10859716|10.1016/0031-9422(88)80714-3 $ 10.1007/BF02033657 $ 10.1016/S0040-4020(01)90169-3|10.1016/0031-9422(88)80714-3 $ 10.1016/S0031-9422(02)00152-8 $ 10.1016/S0040-4039(02)00308-8	-0.000481564000011758|0.00354119600001468|0.00354119600001468	||	4|9|11	1|2|3	0.112687043845654|0.056598287075758|0.0413453131914139	0.4|0.4|0.4	1|0.25|0.25	0.403928714314918|0.260607837433661|0.255523512805546
178	195.0651639141721	2.6991334	2.97442242931903	Organic compounds	0.348799142874733	Phenylpropanoids and polyketides	0.174399571437366	Coumarins and derivatives	0.174399571437366	Coumarins and derivatives	0.174399571437366	Shikimates and Phenylpropanoids	0.348799142874733	notClassified	0.3411164745277	notClassified	0.3411164745277	3	3.27493022318059|3.4654526504094|3.41535077405282	C10H10O4|C10H10O4|C10H10O4	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	46|46|34	0.499965131282806|0.428550571203232|0.387308120727539	194.05791|194.05791|194.05791	1.4986|1.4986|1.284	KSEBMYQBYZTDHS|QURCVMIEKCOAJU|OCNYGKNIVPVPPX	COc1cc(C=CC(=O)O)ccc1O|COc1ccc(C=CC(=O)O)cc1O|COC(=O)C=Cc1ccc(O)c(O)c1	0002503|0002503|0000059	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Cinnamic acids and derivatives|Cinnamic acids and derivatives|Cinnamic acids and derivatives	Hydroxycinnamic acids|Hydroxycinnamic acids|Coumaric acids and derivatives	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)|Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives|Cinnamic acids and derivatives|Cinnamic acids and derivatives	Clematis|Clematis|Clematis	10.1002/HLCA.200690079 $ 10.3390/MOLECULES14114433|10.3390/MOLECULES14114433|10.3390/MOLECULES14114433	-1.52000000070984e-05|-1.52000000070984e-05|-1.52000000070984e-05	||	1|2|4	1|2|3	0.499965131282806|0.428550571203232|0.387308120727539	0.8|0.8|0.8	0.75|0.75|0.75	0.69168006878596|0.667875215426102|0.654127731934205
179	312.18129733021965	2.7015333	3.32406915383842	Organic compounds	0.0905080589444554	Organoheterocyclic compounds	0.252625907432525	Pyrrolizidines	0.252625907432525	Pyrrolizidines	0.252625907432525	Alkaloids	0.252625907432525	Ornithine alkaloids	0.252625907432525	Pyrrolizidine alkaloids	0.252625907432525	3	4.04443107087216|3.63022851161535|2.30887511753021	C16H25NO5|C16H25NO5|C16H25NO5	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	149|218|20	0.0313434861600399|0.0224629342556|0.00673010991886258	311.17327|311.17327|311.17327	1.2318|1.0235|0.5724	NMRSHEVQVPUILM|HGOLJZZEGFBRMR|HUXORIJETCKEAL	CCC(=O)OC(C(=O)OCC1CCN2CCC(O)C12)=C(C)C|CC=C(C)C(=O)OC1CC2C(O)C(OC(=O)CC)C(C1)N2C|CC1C(=O)OCC2CCN3CCC(OC(=O)C(C)C1(C)O)C23	0000220|0000492|0000220	Organic compounds|Organic compounds|Organic compounds	Organoheterocyclic compounds|Alkaloids and derivatives|Organoheterocyclic compounds	Pyrrolizidines|Tropane alkaloids|Pyrrolizidines	Pyrrolizidines|Tropane alkaloids|Pyrrolizidines	Alkaloids|Alkaloids|Alkaloids	Ornithine alkaloids|Ornithine alkaloids|Ornithine alkaloids	Pyrrolizidine alkaloids|Tropane alkaloids|Pyrrolizidine alkaloids	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.3987/COM-91-5760|10.1016/J.FITOTE.2010.09.010|10.1016/0031-9422(79)83042-3	-0.000751100000002225|-0.000751099999945382|-0.000751100000002225	||	5|7|10	1|2|3	0.0313434861600399|0.0224629342556|0.00673010991886258	0.4|0.4|0.4	1|1|1	0.37681419508638|0.373854011118233|0.368609736339321
180	207.06586833188467	2.7052083	4.24742139439705	Organic compounds	0.674708900617666	Phenylpropanoids and polyketides	0.674708900617666	Coumarins and derivatives	0.674708900617666	Phthalides	0.410873369938758	Shikimates and Phenylpropanoids	0.674708900617666	Coumarins	0.674708900617666	Simple coumarins	0.674708900617666	3	|3.65009463578316|3.29067579174815	C12H12O5|C11H10O4|C11H10O4	||	||	||	||	||	||	||	||	[1M+(H)1]1+ - CH2O|ISDB|MassBank - 2023.11	|36|60	|0.261430680751801|0.214002937078476	236.06847|206.05791|206.05791	1.82422|1.81562|1.8102	QHQVOSUMKVHHMB|XGCHWRRIHYVQRO|GUAFOGOEJLSQBT	COc1c(O)cc2oc(=O)cc(OC)c2c1C|COc1cc(=O)oc2ccc(O)c(C)c12|COc1cc2ccc(=O)oc2cc1OC	0002909|0002908|0000145	Organic compounds|Organic compounds|Organic compounds	Phenylpropanoids and polyketides|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Coumarins and derivatives|Coumarins and derivatives|Coumarins and derivatives	7-hydroxycoumarins|Hydroxycoumarins|Coumarins and derivatives	Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Coumarins|Coumarins|Coumarins	Simple coumarins|Simple coumarins|Simple coumarins	Clematis|Ranunculaceae|Ranunculaceae	10.3390/MOLECULES14114433|10.1016/J.BMCL.2004.05.015|10.1055/S-2005-873169 $ 10.1007/S10600-009-9408-9	-0.000678331884671479|-0.000715200000001914|-0.000714700000003177	||	79|17|27	1|2|3	0|0.261430680751801|0.214002937078476	0.8|0.6|0.6	1|1|1	0.566566566566566|0.553610026717067|0.537800778825958
181	209.15404576723392	2.7082732	3.98712801961738	Organic compounds	0.425099761760822	Lipids and lipid-like molecules	0.425099761760822	Prenol lipids	0.425099761760822	Sesquiterpenoids	0.425099761760822	Terpenoids	0.425099761760822	Apocarotenoids	0.425099761760822	Apocarotenoids(ε-)	0.425099761760822	116	4.00383969287751|3.96905204857058|3.85878742980182	C13H20O2|C13H20O2|C13H20O2	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	49|51|36	0.462787091732025|0.442368596792221|0.432645171880722	208.14633|208.14633|208.14633	2.4849|2.629|2.8694	MDCGEAGEQVMWPE|LICNQDPDQQOXCU|AXQMCYYCOKLZPP	CC1=CC(=O)CC(C)(C)C1C=CC(C)O|CC(=O)C=CC1=C(C)C(O)CCC1(C)C|CC1=CC(=O)CC(C)(C)C12CCC(C)O2	0001550|0001550|0004325	Organic compounds|Organic compounds|Organic compounds	Lipids and lipid-like molecules|Lipids and lipid-like molecules|Organic oxygen compounds	Prenol lipids|Prenol lipids|Organooxygen compounds	Sesquiterpenoids|Sesquiterpenoids|Cyclohexenones	Terpenoids|Terpenoids|Terpenoids	Apocarotenoids|Apocarotenoids|Apocarotenoids	Apocarotenoids(ε-)|Apocarotenoids (β-) $ Megastigmanes|Apocarotenoids(ε-) $ Megastigmanes	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1016/S0925-5214(02)00250-8 $ 10.1016/J.CHROMA.2004.03.057 $ 10.1021/JF00004A032 $ 10.1016/S0021-9673(01)01150-5 $ 10.1016/J.PHYTOCHEM.2005.11.023 $ 10.1021/JF00014A016 $ 10.1021/JF801792N $ 10.3109/08958378.2013.878005 $ 10.1021/NP070089N $ 10.1021/JF00022A034 $ 10.1021/JF00041A004 $ 10.1021/NP0605236 $ 10.1002/JCCS.200400035 $ 10.1021/NP049857Q $ 10.1016/J.PHYTOCHEM.2003.11.018 $ 10.1016/J.TET.2008.09.054 $ 10.1016/S0031-9422(00)81745-8 $ 10.1016/S0031-9422(00)80386-6 $ 10.1016/S0305-1978(02)00182-5|10.1055/S-2006-962665 $ 10.1021/NP020188V $ 10.1002/JLAC.199419941015 $ 10.1021/JF00093A043|10.1002/HLCA.19720550603	-0.000394120000009934|-0.000394120000009934|-0.000394120000009934	||	2|5|6	1|2|3	0.462787091732025|0.442368596792221|0.432645171880722	0.4|0.4|0.4	1|1|1	0.520628730277041|0.513822565297107|0.51058142365994
182	313.1439234441706	2.72075	4.21823552931846	Organic compounds	0.275133847716261	Phenylpropanoids and polyketides	0.275133847716261	Naphthopyrans	0.311043513701761	Naphthopyranones	0.311043513701761	Shikimates and Phenylpropanoids	0.275133847716261	Diarylheptanoids	0.275133847716261	Linear diarylheptanoids	0.275133847716261	3	4.39222520735338|3.67586450749109|3.7796956457863	C19H20O4|C19H20O4|C19H20O4	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	31|28|35	0.0273250658065081|0.0876471325755119|0.0780791714787483	312.13616|312.13616|312.13616	3.7555|3.0639|2.7593	LAXIYINGQJWPCG|CWFOAVBXINFPCW|MTQJJHUHPBYQBX	CC12CC=C3C(=O)OC(c4ccoc4)CC3(C)C1CC=CC2=O|O=C(C=Cc1ccc(O)cc1)CC(O)CCc1ccc(O)cc1|O=C(C=CC(O)Cc1ccc(O)cc1)CCc1ccc(O)cc1	0001641|0000356|0002651	Organic compounds|Organic compounds|Organic compounds	Organoheterocyclic compounds|Phenylpropanoids and polyketides|Phenylpropanoids and polyketides	Naphthopyrans|Diarylheptanoids|Diarylheptanoids	Naphthopyranones|Curcuminoids|Linear diarylheptanoids	Terpenoids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Diterpenoids|Diarylheptanoids|Diarylheptanoids	notClassified|Linear diarylheptanoids|Linear diarylheptanoids	Ranunculales|Magnoliopsida|Magnoliopsida	10.1016/J.BMC.2008.09.023|10.1016/J.BMCL.2013.04.073|10.1248/CPB.44.1033	-0.000464880000038193|-0.000464879999981349|-0.000464879999981349	||	65|3|5	1|2|3	0.0273250658065081|0.0876471325755119|0.0780791714787483	0.5|0.4|0.4	1|1|1	0.425524771685252|0.39558207722487|0.392392756859282
183	330.1709193664601	2.720411	4.11139242947454	Organic compounds	0.0854104977338111	Organoheterocyclic compounds	0.372097640997078	Anthracenes	0.298011173059245	Benzylisoquinolines	0.248065093998052	Alkaloids	0.372097640997078	Polycyclic aromatic polyketides	0.298011173059245	Phenanthrenes	0.202011647833591	3	4.19136933349604|4.15431985767207|3.98664305213964	C19H23NO4|C19H23NO4|C19H23NO4	||	||	||	||	||	||	||	||	ISDB|ISDB|ISDB	21|30|22	0.148229762911797|0.180052056908607|0.161890894174576	329.16271|329.16271|329.16271	2.8867|2.8867|2.9763	BHLYRWXGMIUIHG|HZRFPHXHCRIHFX|PLFGRBPWZRSCHW	COc1ccc(CC2c3cc(O)c(OC)cc3CCN2C)cc1O|COc1ccc(CC2c3cc(OC)c(O)cc3CCN2C)cc1O|COc1ccc(CN2CCc3cc(OC)c(OC)cc3C2)cc1O	0000054|0000054|0000054	Organic compounds|Organic compounds|Organic compounds	Organoheterocyclic compounds|Organoheterocyclic compounds|Organoheterocyclic compounds	Isoquinolines and derivatives|Isoquinolines and derivatives|Isoquinolines and derivatives	Benzylisoquinolines|Benzylisoquinolines|Benzylisoquinolines	Alkaloids|Alkaloids|Alkaloids	Tyrosine alkaloids|Tyrosine alkaloids|Tyrosine alkaloids	Isoquinoline alkaloids $ Tetrahydroisoquinoline alkaloids|Isoquinoline alkaloids $ Tetrahydroisoquinoline alkaloids|Isoquinoline alkaloids	Clematis|Ranunculales|Ranunculales	10.1007/S12272-009-1111-7|10.1248/CPB.45.470 $ 10.1021/NP960381N|10.1016/S0031-9422(00)97046-8	-0.000915784000028452|-0.000915784000028452|-0.000915784000028452	||	8|1|4	1|2|3	0.148229762911797|0.180052056908607|0.161890894174576	0.8|0.5|0.5	1|1|1	0.615976487537165|0.476433768719285|0.470380047807942
184	377.1456982982969	2.724665	3.67441777476833	Organic compounds	0.492580280512893	Organoheterocyclic compounds	0.492580280512893	Pteridines and derivatives	0.492580280512893	Flavins	0.492580280512893	Alkaloids	0.492580280512893	Pseudoalkaloids	0.492580280512893	pteridine alkaloids	0.492580280512893	117	1.01372114037236|3.21126068661945|3.6469908129869	C17H20N4O6|C23H20O5|C23H20O5	||	||	||	||	||	||	||	||	MassBank - 2023.11|ISDB|ISDB	4|57|27	0.631589710712433|0.00875494256615639|0.00720391236245632	376.13828|376.13107|376.13107	-1.31126|5.0202|5.0202	AUNGANRZJHBGPY|DQRASXJVUGKWKG|BELWAPDLROYTBA	Cc1cc2nc3c(O)nc(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C|CC1(C)C=Cc2cc3c(=O)c4ccc5c(c4oc3c(O)c2O1)OC(C)(C)C=C5|CC1(C)C=Cc2c(cc(O)c3c(=O)c4c5c(ccc4oc23)OC(C)(C)C=C5)O1	0001249|0003521|0003521	Organic compounds|Organic compounds|Organic compounds	Organoheterocyclic compounds|Organoheterocyclic compounds|Organoheterocyclic compounds	Pteridines and derivatives|Benzopyrans|Benzopyrans	Flavins|Pyranoxanthones|Pyranoxanthones	Alkaloids|Shikimates and Phenylpropanoids|Shikimates and Phenylpropanoids	Pseudoalkaloids|Xanthones|Xanthones	pteridine alkaloids|Plant xanthones|Plant xanthones	Magnoliopsida|Magnoliopsida|Magnoliopsida	10.1007/S00299-017-2236-7 $ 10.1016/S0895-3988(08)60012-4 $ 10.3390/MOLECULES25092099 $ 10.1016/J.DIB.2020.106469 $ 10.3390/METABO4030599 $ 10.1016/S2221-1691(12)60050-1 $ 10.1002/PRAC.19923340405 $ 10.1007/BF02854349 $ 10.3136/NSKKK.48.606 $ 10.1016/S0031-9422(00)00013-3 $ 10.1016/J.JEP.2016.03.006|10.3390/MOLECULES16075647 $ 10.3390/MOLECULES16097249|10.1021/NP500364X $ 10.1021/NP5002797 $ 10.3987/R-1983-02-0213 $ 10.1016/0031-9422(89)80058-5 $ 10.1055/S-2007-969682	0.00038000000000693|-0.00735026000006656|-0.00735026000006656	||	1|49|50	1|2|3	0.631589710712433|0.00875494256615639|0.00720391236245632	0.4|0.4|0.4	1|0.75|0.75	0.576896269937177|0.327743139013544|0.327226128945644
