row ID,row m/z,row retention time,1685365277_ALC_dbgi_001139_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001140_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001141_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001143_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001144_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001145_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001146_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001147_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001148_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001149_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001150_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001151_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001152_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001153_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001156_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001157_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001158_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001159_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001160_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001161_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001162_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001163_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001166_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001169_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001173_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001174_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001175_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001176_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001177_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001178_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001182_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001183_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001184_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001185_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001186_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001187_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001188_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_BK00_neg.mzML Peak area,1685365277_ALC_dbgi_QC00_neg.mzML Peak area,1685365277_ALC_dbgi_QC01_neg.mzML Peak area,1685365277_ALC_dbgi_QC02_neg.mzML Peak area,1685365277_ALC_dbgi_QC03_neg_20230530152214.mzML Peak area,1685365277_ALC_dbgi_QC04_neg.mzML Peak area,1685365277_ALC_dbgi_QC05_neg.mzML Peak area,1685365277_ALC_dbgi_QC06_neg.mzML Peak area,
4809,891.2239382483231,2.463066308333333,0,0,322766.98161707923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133939.2490748802,0,0,0,0,0,10822.948384113206,0,0,0,0,877876.4229925408,0,0,0,0,57076.609920503484,0,6079529.548662326,6241543.010045777,7308357.093758125,2997898.204606111,6532018.5361178685,5887102.176864199,6386168.398007854,
442,541.2483499414282,3.0617475625000004,3164522.0395330912,0,1.422460379176381E7,0,1.2075200869279437E7,0,1232033.5145323132,0,1.9214799579162877E7,0,2.3761322335550435E7,0,0,0,0,5152.291329281252,0,0,1528696.7894758366,0,0,0,5462477.931143525,5727966.223754611,1777610.921117067,0,5822043.917665769,0,9935407.4502652,0,0,43912.084873240485,3646688.953480893,1125086.077483284,0,0,731211.667580321,0,0,3390255.0090022027,3263735.0594634716,3117061.399689036,2556276.7863194216,3277942.5314048035,2730495.2885659384,3236797.101491333,
712,409.0473119137915,1.532575125,2080272.5544683787,793027.2609269038,468078.09924386727,448064.4326486127,91325.05177160165,107011.5237051504,562562.5418060445,4330756.994763374,5313059.692279794,0,0,587839.7277648275,1038904.3349944211,677538.069795107,440045.662987605,214108.96320191072,0,694212.6682271251,112250.93811721269,323054.60566877446,59438.22753009687,1896741.0883613925,113414.0939664143,557306.4825342066,1586539.9442853036,826007.8712538761,532455.473012989,1141075.2758743865,232879.43409196901,0,23726.518985672163,61536.19743351607,1194118.680718194,1443222.915267349,95894.76038555885,0,636145.5125978213,1461112.5005479218,0,607427.0704417276,381911.7547666179,511679.1375429141,328260.0445898202,502269.2714811569,438016.88286895235,501916.37552019197,
4501,497.0872787354275,3.587009240740741,4212718.481506502,0,0,0,19638.365934304933,5527.601482753384,0,0,155592.93912348966,394695.36436443677,0,32691.733365519773,229308.8129743251,0,60995.45945832432,0,0,22042.035491929797,0,0,3468.713113919047,0,2129311.999244272,3528584.634676274,4230986.579502171,0,0,2722031.209629643,4007905.5122312387,0,90227.62594788891,0,313943.06067683443,1.3614999529188799E7,68235.84659776193,48368.20962527385,0,0,0,2205690.3819149304,2227352.229100212,2357989.0331149898,1744768.648711867,1924365.7404367682,2237803.2553772414,1794697.7580756345,
4347,743.2438679779558,2.2827691615384613,0,0,0,0,0,0,3247436.216493138,0,0,0,167035.0522023724,0,0,0,0,0,0,0,1481954.1277537602,0,0,0,2076802.102375494,0,0,0,0,0,5123658.801662228,0,0,0,0,2283658.913502004,0,0,2161992.0196410827,0,0,253212.9546784681,209631.16220615926,499109.32016901503,0,167204.55248383683,221656.7749864443,279278.7648441992,
2808,496.1343364515271,1.8705338,0,0,0,0,0,5238914.904587048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21375.621579081668,0,0,0,0,0,0,0,0,0,0,0,
2405,587.0697630396212,2.6857919666666668,0,201687.9384902103,0,529744.2291042436,0,31904.811322030622,0,666199.812689653,0,0,0,107849.2403976928,0,169277.0540553305,71178.54749449571,557805.0338277377,0,0,0,909975.04308671,238407.31844734267,0,0,0,0,0,0,505881.335975041,0,3523515.710565808,0,656584.8045813177,0,0,157512.21275057766,199285.6042582595,0,0,0,44962.03615396927,41097.63904607944,49130.797373602356,0,30643.215893553963,36189.02207980015,27449.361959045007,
837,399.0707909573228,1.8508770078947372,501333.0716451934,35471.36448235616,13259.403462574173,111258.11215567953,12462.79018558015,158572.70958293494,0,206335.55596064113,272702.86864092294,180930.45732733325,0,51872.416315247785,726036.9067259936,45142.272295605595,18193.041118792946,6931805.029791757,137140.2561929298,8469.627047481488,36186.10034717845,2662717.5736495354,371930.213389869,0,14371.93450212901,16652.487612058776,40308.123493547355,81516.09702523898,0,409662.41337610554,21571.582303584957,0,64733.409132949455,4645961.797125327,125134.01605226939,93961.4527536562,0,64147.91929019592,22796.371226560546,0,0,729541.7931740785,703762.5787493093,830876.461007682,280442.77665906947,656897.0351084527,704172.6065309067,671260.2898156412,
838,233.15411061255833,7.401713173913044,781077.1142728596,805119.5714368118,892242.8942887262,1048140.7145662394,1057766.5567402279,771207.6730631829,819512.4009320611,752401.6499334511,893056.2781380035,808521.838931005,770199.940035005,611176.227610419,723003.3340597164,669357.4182433638,686567.2926144714,526218.9505293865,560826.0173188875,845237.6845003586,849451.1506572501,785301.495591842,737475.568351383,542656.0470464982,739742.8396070738,906436.9077342366,790457.0348389474,662941.369342565,865423.981398709,548967.1491165528,713402.2005864679,713737.848964359,742081.2224665743,587050.6598869863,811541.4213474424,674200.6802413313,592452.5683780079,758406.700159979,718927.6670018819,714210.8505680646,553795.8062018907,980489.4593677153,952757.1846627207,1080756.2448069954,991134.4823268997,1002335.6254472419,1120397.335634554,1143011.6689009217,
3309,504.1894976230182,4.208639766666667,0,0,0,0,0,0,0,0,1.6473443902586091E7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11576.644715668992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110972.22998718476,152176.40520215718,162671.61137433848,107737.97599084006,146484.6339956944,128662.2684064752,142681.18881424837,
4713,583.1310815700326,3.741471915384615,0,0,0,0,0,0,44493.9787738945,0,68693.76697525872,19307.30803894925,0,0,0,0,0,0,0,0,234049.47199860832,0,0,0,0,0,0,0,0,0,5562437.686208218,0,0,0,0,0,0,0,109231.29590352566,0,0,133354.34505383394,111069.40055130428,131172.71868692047,84950.75946554312,115953.93588991238,97023.38353297752,93221.8396103553,
789,565.0292041466655,3.1588799756097563,524422.2216782757,69830.3916862702,2.378044102971423E7,128467.7935901875,2.9868727176483884E7,428452.813544376,2709519.9198964783,977067.997380106,2.2891606516061682E7,343397.58289850893,1.1581891538786326E7,131214.77175144892,1853733.684865405,13661.877508132322,37395.794208884705,17209.589633256128,0,2.4135378452528417E7,1020063.3155180964,17585.506178566444,0,35353.50977778521,1.1515264540796287E7,1.9893492884652328E7,7226020.662235729,266671.4934160041,1.6260633390401997E7,5376802.056771502,1.964014311434829E7,34389.83898992651,2061637.8641627135,80621.14488251704,4107762.2004770096,6533559.275821034,0,0,2362720.6996833114,17396.20163632888,0,9749340.844254073,8211790.575164574,8808934.844316967,784431.8340817878,9070374.459159616,8217019.504131048,8433180.91542248,
3020,437.2383175801909,4.96971668,19877.210078229502,16148.682997810567,127927.45171126438,4383.303359484364,0,165861.94968959905,159968.1620425556,6134.786578189642,97055.70072620604,6578.526990656961,0,0,4946.468801515018,0,0,3766.7800554895484,0,80048.22348252579,235201.2763357011,0,86616.07343473128,7738.273851521239,6750.828339695993,15227.104491463157,0,7743.356150831587,40269.32050821752,2049.7918798827573,150829.57031023872,0,35586.14066925099,12582.170733813871,517667.4161860889,99232.83898523543,0,56934.49563770178,694513.0416945327,2890.0640998081335,0,63933.05730213663,61915.19478351348,67567.4422126439,41836.35863928657,70027.58779385847,58801.60515539694,65196.41824399947,
790,452.2795441337349,7.838013602173912,685002.4135443433,4592345.936566806,1458602.0059527282,1726373.1121825997,1812422.134834415,6502120.646181625,2655493.2766802274,2775640.8104073093,946820.9408625663,7467856.320385436,529391.5287707247,982520.4265613125,1756765.7494267016,1030453.755989817,2735082.7733579488,9131283.455711002,780631.8557838561,1537336.0909478406,1150327.120554074,2641121.4359016246,5993486.104062605,800052.4009687207,651249.6985023351,1702106.2823604539,239877.7062418766,1069087.3290988219,1780169.4035187482,1981156.9237200548,901107.4230220281,4907409.9137415625,989281.0344681212,1.8950142250339538E7,392853.2431213674,697255.4277736333,2060258.316122335,3473420.2074887645,1083352.8100247018,1572768.5478802775,12039.629425416522,3118645.8428553105,3231162.5616945555,3020251.8122443887,1733454.4007797595,2444185.707961847,2605472.8647271967,2779231.1541170245,
2866,227.12839196704996,3.048302484210526,0,30448.703549390622,0,28020.473181422127,0,2568944.796645953,0,0,0,154731.06090191042,0,103664.72075191277,40997.10942026333,0,290891.89190956036,217338.88342304804,44865.56693939952,71347.5675074646,0,93591.70582253637,0,29305.477161527346,0,0,0,0,69695.32989856883,28355.894165010457,0,0,47936.23983667446,170583.01917647413,0,0,17825.529998625032,49459.67101350087,0,68643.81101103696,0,0,0,0,0,0,0,0,
2943,463.18069792388445,2.6119563846153846,0,0,0,193645.04568896312,0,1548052.9195362325,0,72015.83641368113,103458.19102298465,2304907.0973744765,0,8201.81266352936,138538.50427847967,22240.505397248857,0,0,50479.48197488687,0,0,72691.68570992061,285486.49074107077,0,16778.1972777129,0,0,6400.559473854409,0,11669.399998403442,34885.007024766506,2395050.396442071,1071449.7884926447,0,0,0,178384.30613547444,201121.04330763925,0,0,0,132113.7080265977,85656.25721615464,80099.16467568828,29151.945569719115,40870.58523996028,147266.17747952318,171127.22919072394,
558,367.0894843252707,3.2242176500000004,1643123.2039897644,0,0,12441.475188433698,84587.69492543965,0,0,0,191627.64558794504,0,0,0,0,0,0,0,6852.703015221815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41097.05741060007,214593.84135330268,0,0,0,0,0,0,12834.697637630754,0,0,0,0,0,
2193,133.02699489833438,1.9466372311111106,3049020.9757883637,2.4453127564997826E7,2444565.47253868,2.959539234387872E7,1027674.1176757205,3.3188119752571583E7,1144886.5510267112,1.7607986700794447E7,918842.2207156395,252018.4730509866,143931.14829644276,3.502515540218923E7,6047713.994444066,1.0167517757604148E7,2.191283349854459E7,4.754865102042074E7,250044.8530888708,108778.539874825,783305.3696486434,4.402074433619478E7,5.5394925201838925E7,1.6606903439873653E7,1122183.4045881077,1839385.4811665998,1165889.1374380342,4629719.555070714,3062637.586438615,3.2864998629903775E7,595034.242619551,1007338.8150440449,612060.2899183139,5.544201712089413E7,677639.0749938184,1529516.552127401,3.210305003875137E7,5.2983590415022425E7,1293509.6507002264,2.271790816760571E7,0,2.5535327573508795E7,2.5930027491426174E7,2.7022576791748937E7,2983052.0927343243,1.997011417572541E7,2.407764818265366E7,2.233492014344537E7,
904,187.0961222167625,4.10522576521739,404731.9818737743,522774.74888534396,825348.9702051003,1166569.3775803444,559122.9558710912,998752.0938075382,710349.7135542537,692584.497019206,954379.3494753031,4981595.51112876,656548.6120724337,2.236441229855487E7,494139.91932795884,487006.8212038515,7963791.591702132,2089313.805984966,1110303.655262101,1273274.1840437863,922321.9296400591,1184350.9230098624,726376.6633832216,1036071.0322690401,562859.8293923312,3108640.6990914983,1472038.7950734654,617538.1129638447,470400.5551972219,285545.69615355134,1356014.417505774,1828096.2774364671,3014252.8706407244,1769097.527049326,1313068.709816742,704045.4232483879,710688.4875990276,964808.1230190941,699046.4812805217,866863.7727948343,357524.9823209769,2362197.792642639,2423039.7920969855,2356746.600155733,2327044.8159602406,2336603.9093663823,2453440.374663544,2426954.628972895,
3789,705.1727373419037,4.1346287,0,0,0,0,0,0,0,0,0,0,0,926284.2913824312,0,0,151239.30134981376,0,56942.47588724368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22414.719568845445,0,0,0,0,6056.936794203743,0,7909.032508787342,10867.547487774122,8732.30066692965,0,0,7978.496587359176,19649.030725007913,
3097,528.1145083139232,3.4018832947368423,0,0,0,0,63985.11815526564,0,4249506.32904852,0,316537.78499388107,12916.075424414066,85616.88020381439,0,0,0,0,0,0,0,5493540.916936036,0,0,0,154860.0917080546,0,0,0,20076.740274867116,0,1712273.561242869,0,0,135906.12583174187,0,0,0,184742.7769447491,5520142.88808232,0,0,493780.83380541974,498267.56788495876,503503.65287940815,241454.6809424292,380539.27664908115,478352.19496884523,363142.31251115917,
2251,515.1644190856517,4.391629844444444,0,0,0,1.0301482506478073E7,10353.951287467124,1408433.1182845084,0,893723.5835725974,13636.059499283518,0,34213.336262566954,70203.44882988273,0,0,290361.17808289727,0,0,0,0,0,1873068.4484479197,0,0,0,0,0,0,0,0,0,0,0,0,0,2924222.1750322203,3878335.772988177,0,0,0,897035.5087053345,889495.8033080678,964503.0006471017,501451.2581251554,795083.4265411457,676334.5292808231,761833.1445804585,
3270,785.2140238391559,2.4893347720000003,50372.87864249938,0,0,110388.17220492031,0,592932.6147664448,0,956413.4730059204,69343.68818071211,38610.80589637415,0,47282.09974950843,175986.1839555006,0,62015.25971214842,0,0,0,0,0,161108.50536292774,350406.9087520385,243285.5162252955,0,0,0,0,9691.609551600444,0,7961011.935184664,19454.80745433972,0,475317.53047051164,0,0,483603.35477186984,0,892596.9626099947,0,771212.332017425,1028671.2532539857,964441.6450571214,663406.3620948716,854869.0175044959,691859.9289471019,1012392.2199967497,
3578,385.1141353240193,3.067285554545455,322978.4400261526,0,0,0,0,43743.26914404233,0,12694.688068154119,0,3139629.967156053,0,0,17323.53560116665,0,0,0,1950192.0616204746,0,14883.880886982648,2901.744927043926,0,3376.775521757893,0,0,0,0,0,0,0,777765.1695043064,1997397.6647505243,3725.540982861411,13942.560455273631,0,0,0,132839.15767870346,0,5395.197643477271,256342.25688642793,285285.908494686,299738.52331980865,107115.81654857949,98343.50324426888,83386.17118242515,151131.23387364869,
559,345.0833758496659,1.4634882800000002,3084907.8986831717,792123.1303327958,2118941.8364009066,5824122.14647603,6015212.673468651,2155739.682536719,2364558.727926611,869829.4870879232,8356616.566619163,4119019.48669822,3495843.7415463515,1886279.858628939,207118.73993265224,3738200.7432720973,3306747.6656700433,1163317.9507220504,980042.3991318743,2107387.15981274,2390457.184018911,152910.38784222666,398814.2653256133,1185408.5822034841,1.1613385305529602E7,7343369.855543531,1832100.7131138039,689127.4712649831,2789922.514793085,696858.8838549965,348198.7204502343,8435978.622358222,2529224.8039924004,1175970.794732437,1.4644127095718319E7,5191924.703259163,1043867.3594226794,480668.29382470314,2053075.6104114093,945183.3876519372,0,2554069.1678648693,2494467.761412359,2237717.7020654855,2637807.2200329583,2897252.2675570673,2550744.8801027015,2526209.416649531,
4097,635.1476667076148,1.8062499125000002,0,0,23049.195579211297,0,0,0,0,0,54054.33130495331,0,0,0,0,22202.62999583207,0,5701722.972374216,0,0,0,3062396.19971682,0,0,0,16124.06274553122,0,0,0,0,0,0,0,4083162.973061972,0,0,0,0,0,0,0,0,0,0,10816.011622752108,0,0,0,
4328,471.2601686065099,6.542850392307693,0,1857.5754313857565,0,0,0,27444.90964305216,0,0,0,6651.160909752559,0,19959.14179537311,0,0,1680.9151060057395,0,0,582212.3384188825,0,0,0,0,0,0,58093.57542083098,0,0,0,0,1590.6218791201193,0,0,0,0,0,0,0,0,0,19906.41999373191,10713.215540859159,7129.035411750352,4054.8349005615905,0,0,23677.813766091618,
808,297.0468729117174,1.4043013386363639,2398692.3300433233,55902.00895940571,6391059.889122188,1.567159171548389E7,6038528.6669063885,431973.79687619617,1.5886105946926504E7,2.3662731877853256E7,5582206.712887984,953933.8116245156,3551581.9471161095,1.878489959799947E7,1.511690098174149E7,0,1.8565910786638357E7,8496636.152750067,713893.9081736607,67327.6132625101,5239992.072666739,197142.29373383336,2539469.3214844414,1.4710367321505751E7,4270588.790476852,5153024.6724530365,1371355.115278102,7667265.484722845,7755479.309995386,3.2215331996590447E7,2719444.6186445397,5392587.657728624,322797.3146551994,8229431.128104398,1.3546208555119878E7,2264631.640490988,6652060.419541407,744130.195485481,2196473.1796217817,5528048.213555179,0,8700562.843106456,9342422.526989765,9676667.297394957,8547748.685991919,9935651.094064591,9796496.539780922,9699262.376787404,
867,495.2448430999831,3.0507836571428575,286270.2698528974,0,2376256.700109427,0,1851341.042249796,0,0,111509.18403485138,3139361.158191925,12807.548415439665,3501614.516971503,0,0,0,0,41701.46320043238,63692.68843427613,63073.054887563376,76988.43589471813,45875.21315151701,0,7472.93372367189,392593.7118075425,603255.6360696784,412274.25831124355,0,925445.528467318,0,1041988.8571772918,0,0,85955.89599157621,369555.61158276733,0,0,0,0,11024.953755866953,0,409796.07333365065,437856.52693648,341432.5346243345,84728.67881864146,293625.5513491608,130236.26689980575,301311.25957032456,
