ATTRIBUTE_genus	ATTRIBUTE_localisation	ATTRIBUTE_species	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:BK	GNPSGROUP:Clematis	GNPSGROUP:Clematis alpina	GNPSGROUP:Clematis chinensis	GNPSGROUP:Clematis flammula	GNPSGROUP:Clematis heracleifolia	GNPSGROUP:Clematis koreana	GNPSGROUP:Clematis recta	GNPSGROUP:Clematis tangutica	GNPSGROUP:Clematis terniflora	GNPSGROUP:Clematis vitalba	GNPSGROUP:Clematis viticella	GNPSGROUP:jbn	GNPSGROUP:jbuf	GNPSGROUP:nan	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Clematis	jbn,jbuf	Clematis recta,Clematis chinensis,Clematis alpina,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5706.147764705883	3161.132	12889.244	0.0	0.0	0.0	5851.579333333334	0.0	0.0	0.0	44187.89	2577.8488	10175.146285714285	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"11","main.cluster index_upperinput":"11"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=126&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5088	0.5088	0	N/A	N/A	97004.512	4	11	126	 	4	265.0156	1	265.0156	97004.512
Clematis	jbn,jbuf	Clematis recta,Clematis chinensis	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1656.4681176470588	0.0	5287.6565	0.0	0.0	0.0	5861.548333333333	0.0	0.0	0.0	0.0	1057.5313	2512.092142857143	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"12","main.cluster index_upperinput":"12"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5095	0.5095	0	N/A	N/A	28159.958	2	12	-1	 	2	398.9062	1	398.9062	28159.958
Clematis	jbn	Clematis flammula	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	659.6373529411765	0.0	0.0	11213.835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1121.3835	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"13","main.cluster index_upperinput":"13"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=417&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5100	0.5100	0	N/A	N/A	11213.835	1	13	417	 	1	234.9617	1	234.9617	11213.835
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	471.7830588235294	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8020.312	0.0	1145.758857142857	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"14","main.cluster index_upperinput":"14"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5112	0.5112	0	N/A	N/A	8020.312	1	14	-1	 	1	244.9987	1	244.9987	8020.312
Clematis	jbuf	Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	824.8225882352941	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14021.984	0.0	2003.1405714285715	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"15","main.cluster index_upperinput":"15"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=393&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5112	0.5112	0	N/A	N/A	14021.984	1	15	393	 	1	286.9589	1	286.9589	14021.984
Clematis	jbn,jbuf	Clematis recta,Clematis heracleifolia,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1668.2998823529413	0.0	0.0	0.0	10211.1875	0.0	2860.7431666666666	0.0	4783.8405	0.0	0.0	1814.99105	1458.7410714285713	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"16","main.cluster index_upperinput":"16"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5126	0.5126	0	N/A	N/A	28361.097999999998	3	16	80	 	3	385.9019	1	385.9019	28361.097999999998
Clematis	jbuf	Clematis heracleifolia	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	535.5357058823529	0.0	0.0	0.0	9104.107	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1300.5867142857144	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"17","main.cluster index_upperinput":"17"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=417&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5129	0.5129	0	N/A	N/A	9104.107	1	17	417	 	1	312.9201	1	312.9201	9104.107
Clematis	jbn,jbuf	Clematis recta,Clematis heracleifolia	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1908.8642352941179	0.0	0.0	0.0	17999.701	0.0	4816.997	0.0	0.0	0.0	0.0	1445.0991000000001	2571.3858571428573	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"18","main.cluster index_upperinput":"18"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5131	0.5131	0	N/A	N/A	32450.692000000003	2	18	80	 	2	369.9245	1	369.9245	32450.692000000003
Clematis	jbn	Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	810.3016470588236	0.0	0.0	0.0	0.0	0.0	4591.709333333333	0.0	0.0	0.0	0.0	1377.5128	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"19","main.cluster index_upperinput":"19"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=126&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5133	0.5133	0	N/A	N/A	13775.128	1	19	126	 	1	243.0007	1	243.0007	13775.128
Clematis	jbn	Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	410.3078235294118	0.0	0.0	0.0	0.0	0.0	2325.0776666666666	0.0	0.0	0.0	0.0	697.5233000000001	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"20","main.cluster index_upperinput":"20"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5133	0.5133	0	N/A	N/A	6975.233	1	20	80	 	1	362.8857	1	362.8857	6975.233
Clematis	jbn,jbuf	Clematis recta,Clematis chinensis	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2895.895470588235	0.0	8804.7675	0.0	0.0	0.0	10540.229333333333	0.0	0.0	0.0	0.0	2886.0797000000002	2909.918	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"21","main.cluster index_upperinput":"21"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5144	0.5144	0	N/A	N/A	49230.223	3	21	80	 	3	442.8786	1	442.8786	49230.223
Clematis	jbuf	Clematis recta,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1322.0562352941176	0.0	0.0	0.0	0.0	0.0	4309.6230000000005	0.0	0.0	0.0	9546.087	0.0	3210.708	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"22","main.cluster index_upperinput":"22"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5150	0.5150	0	N/A	N/A	22474.956	2	22	-1	 	2	182.9627	1	182.9627	22474.956
Clematis	jbuf	Clematis recta,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1759.3222352941175	0.0	0.0	0.0	0.0	0.0	4503.399333333334	0.0	0.0	0.0	16398.28	0.0	4272.639714285714	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"23","main.cluster index_upperinput":"23"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=393&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5150	0.5150	0	N/A	N/A	29908.478	2	23	393	 	2	268.9484	1	268.9484	29908.478
Clematis	jbn,jbuf	Clematis recta,Clematis heracleifolia,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1648.616588235294	0.0	0.0	0.0	10474.326	0.0	2729.637	0.0	4681.6225	0.0	0.0	1755.2156	1496.3322857142855	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"24","main.cluster index_upperinput":"24"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5153	0.5153	0	N/A	N/A	28026.482000000004	3	24	80	 	3	474.8331	1	474.8331	28026.482000000004
Clematis	jbn,jbuf	Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2797.212647058823	0.0	0.0	0.0	0.0	0.0	15850.871666666666	0.0	0.0	0.0	0.0	2367.5582	3411.0047142857143	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"25","main.cluster index_upperinput":"25"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5161	0.5161	0	N/A	N/A	47552.615	2	25	80	 	2	328.8981	1	328.8981	47552.615
Clematis	jbn	Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	882.7223529411765	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7503.14	0.0	0.0	1500.6280000000002	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"26","main.cluster index_upperinput":"26"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5199	0.5199	0	N/A	N/A	15006.28	1	26	80	 	1	346.9088	1	346.9088	15006.28
Clematis	jbn	Clematis flammula	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2488.1647058823532	0.0	0.0	42298.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4229.88	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"27","main.cluster index_upperinput":"27"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5231	0.5231	0	N/A	N/A	42298.8	1	27	80	 	1	214.9180	1	214.9180	42298.8
Clematis	jbn	Clematis flammula	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	981.4591176470589	0.0	0.0	16684.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1668.4805000000001	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"28","main.cluster index_upperinput":"28"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=80&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5231	0.5231	0	N/A	N/A	16684.805	1	28	80	 	1	232.9287	1	232.9287	16684.805
Clematis	jbuf	Clematis alpina	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	877.9905294117647	4975.279666666666	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2132.262714285714	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"29","main.cluster index_upperinput":"29"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5279	0.5279	0	N/A	N/A	14925.839	1	29	-1	 	1	350.8847	1	350.8847	14925.839
Clematis	jbn	Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1025.8576470588237	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8719.79	0.0	0.0	1743.958	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"30","main.cluster index_upperinput":"30"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5308	0.5308	0	N/A	N/A	17439.58	1	30	-1	 	1	298.8792	1	298.8792	17439.58
Clematis	jbuf	Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3754.041588235294	0.0	0.0	0.0	0.0	0.0	21272.902333333335	0.0	0.0	0.0	0.0	0.0	9116.958142857144	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"31","main.cluster index_upperinput":"31"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5511	0.5511	0	N/A	N/A	63818.707	1	31	-1	 	1	131.5427	1	131.5427	63818.707
Clematis	jbn,jbuf	Clematis recta,Clematis chinensis,Clematis alpina,Clematis heracleifolia,Clematis tangutica,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128357.02529411764	65923.81666666667	194482.525	0.0	169976.3	0.0	191514.05333333334	376659.12	237077.675	0.0	0.0	172315.967	65558.53714285714	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"32","main.cluster index_upperinput":"32"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=437&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5521	0.5521	0	N/A	N/A	2182069.43	10	32	437	 	10	265.0234	1	265.0234	2182069.43
Clematis	jbn,jbuf	Clematis recta,Clematis chinensis,Clematis flammula,Clematis tangutica,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39288.919117647056	0.0	47470.915	65323.965	0.0	0.0	68900.25666666667	167165.95	66889.555	0.0	0.0	59263.8975	10753.235714285713	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"33","main.cluster index_upperinput":"33"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5541	0.5541	0	N/A	N/A	667911.625	6	33	-1	 	6	278.0624	2	139.5312	667911.625
Clematis	jbn,jbuf	Clematis recta,Clematis alpina,Clematis flammula,Clematis terniflora,Clematis viticella	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53463.8694117647	50098.52	0.0	101276.88	0.0	0.0	134716.99666666664	0.0	57794.575	0.0	137573.2	32350.426	83625.93142857142	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"34","main.cluster index_upperinput":"34"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=24&task=e78fedabd7e442a5ab29e97450b8647a&show=true	N/A	N/A	N/A	 	0.5569	0.5569	0	N/A	N/A	908885.78	8	34	24	 	8	383.1109	2	192.0555	908885.78
Clematis	jbn,jbuf	Clematis recta,Clematis chinensis,Clematis heracleifolia,Clematis terniflora	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83401.05117647059	0.0	360376.22	0.0	197128.2	0.0	124224.13333333335	0.0	63632.415	0.0	0.0	84801.727	81400.08571428571	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"35","main.cluster index_upperinput":"35"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5574	0.5574	0	N/A	N/A	1417817.87	4	35	-1	 	4	236.0798	1	236.0798	1417817.87
Clematis	jbn	Clematis tangutica	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5368.094705882353	0.0	0.0	0.0	0.0	0.0	0.0	91257.61	0.0	0.0	0.0	9125.761	0.0	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=e78fedabd7e442a5ab29e97450b8647a&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"36","main.cluster index_upperinput":"36"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5586	0.5586	0	N/A	N/A	91257.61	1	36	-1	 	1	130.5259	1	130.5259	91257.61
