row ID,row m/z,row retention time,1685365277_ALC_01_neg.mzML Peak area,1685365277_ALC_02_neg.mzML Peak area,1685365277_ALC_dbgi_001139_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001140_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001141_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001143_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001144_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001145_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001146_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001147_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001148_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001149_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001150_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001152_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001153_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001156_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001157_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001158_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001159_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001160_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001161_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001162_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001163_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001166_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001169_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001173_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001174_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001175_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001176_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001177_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001178_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001182_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001183_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001184_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001185_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001186_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001187_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001188_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_BK00_neg.mzML Peak area,1685365277_ALC_dbgi_QC00_neg.mzML Peak area,1685365277_ALC_dbgi_QC01_neg.mzML Peak area,1685365277_ALC_dbgi_QC02_neg.mzML Peak area,1685365277_ALC_dbgi_QC03_neg_20230530152214.mzML Peak area,1685365277_ALC_dbgi_QC04_neg.mzML Peak area,1685365277_ALC_dbgi_QC05_neg.mzML Peak area,1685365277_ALC_dbgi_QC06_neg.mzML Peak area,1687161692_PMA_ALC_11_neg.mzML Peak area,1687161692_PMA_ALC_12_neg.mzML Peak area,1687161692_PMA_ALC_13_neg.mzML Peak area,1687161692_PMA_ALC_14_neg.mzML Peak area,1687161692_PMA_BK_ALC_01_neg.mzML Peak area,
1948,515.1654597811759,0.6842382577777777,0,238324.27257002838,393449.93285550975,496588.99905416265,3815368.4053369868,1297678.9326153395,1076911.3436819713,1.9187177722045626E7,788281.3049893734,7195838.389859515,193249.6830899992,130725.97533614497,0,1.076315150799027E7,4545583.533046207,4103687.0126689216,5042945.712619036,235223.30721906127,513075.1271283999,1845411.8504767078,1.4916605689118521E7,6.514955716445136E7,216353.13955188694,3733489.5004869164,87641.49040869094,896677.6229061504,1539485.9914068072,2435898.240436263,4928010.270884508,1345371.528940406,0,59871.84827138896,5301863.74354086,595978.1429743075,1.3829120469826946E7,1.9493745063001323E7,1.1754474617310998E8,526745.1530829805,684271.9582389606,0,1.1805045020483337E7,1.2802193207849722E7,1.2365811785702286E7,1.1188751007138412E7,1.187326884839906E7,1.1829973866206162E7,1.1067926280109012E7,0,684487.7981848014,694503.566827225,0,0,
3379,639.0831344330757,1.91160544,269886.9704944116,0,0,0,0,1546137.659375392,0,2809125.0146898045,0,0,0,0,0,2042983.9590942243,0,1030344.4037864045,3379528.3010199326,0,0,0,2106847.1304317107,7219110.232606599,0,0,0,0,0,0,1128746.6151279137,0,0,0,3674776.4010361396,0,0,1652830.6208902723,7513716.620351625,0,0,0,436044.64093753183,606958.9706356628,530575.3554714506,0,531194.7061377441,608184.7684458301,543681.1932710409,0,231173.08547423495,121488.43342359303,0,0,
1471,146.96004560374027,0.5146213678846154,2846886.8979336596,7551678.638845819,8864985.161173616,5736155.494055285,3726336.4473172026,6535927.283044628,4387985.220602257,1.7392393425152957E7,5821058.707221652,1.1892956359318672E7,6531486.5058155665,7266610.728406917,4806251.732574023,5419947.250062639,3929803.0125567503,5036057.466593644,1061636.415178087,3830830.8110192274,878440.6406972738,2347395.24073398,3839236.3836796437,3374149.58054296,4634115.3531163875,3066476.2169948416,7663890.470697195,1567006.161712625,6935485.491462945,3467814.180420776,995111.2298631101,2558883.930596073,5610321.461763674,8627957.876038048,1253197.8399788262,7621744.489776485,6234630.84235876,5935998.423290208,7586459.810947377,4554248.857806282,3212397.596856815,569875.184482686,5726244.660469527,5547648.964193797,5681167.456235379,5038027.8945857445,5360938.825498705,6246081.274693488,4448429.131327434,7248741.791755728,4273126.902542786,3342690.59745682,2125753.638908611,379675.1776151881,
5050,1080.4378012825116,4.267638183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,53773.137445251086,0,1.0081556025002448E7,42150.80531541596,5396.3071641785755,0,0,0,25202.28891188831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,747111.7087435927,616421.6137430703,715337.6736746407,477770.68052877224,724079.8132411148,708052.4945589146,612394.8977806381,0,0,0,0,0,
4492,918.3967092677804,4.282792194117648,7731.161668061795,0,7082.954109966418,0,0,0,0,0,0,12655.447638064528,0,0,0,0,0,2494805.76004355,3349.043165390612,0,0,0,0,3.6289445994947925E7,26703.935709529866,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0417933147397425E7,79160.21430271587,18239.507021167163,0,5335708.057648364,4819270.122313101,4709084.374056021,3266731.6309201764,5054028.376530642,4711939.567674218,4962030.550882867,0,0,0,0,0,
4015,715.1557084690984,3.6236786625,0,0,0,0,0,93222.11179938263,0,0,0,699663.5126449195,0,321942.79674820596,0,0,0,0,0,0,0,0,0,0,0,0,44244.78000725617,0,0,0,0,0,5431.602773737761,1014721.2188851793,0,0,0,9300.098704672824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129784.96971427689,0,
835,321.1543426772468,2.9006601312499996,440244.65382603894,1370255.4377568495,2740552.6388337417,53367.339405732455,1258149.9121726728,489246.8261590835,1011501.3732759401,130283.12326322173,4886167.595957294,201929.2286301373,718634.8121255154,217539.19694183164,1506677.4504799072,121635.3882307514,0,0,364976.90685789625,147303.9524325103,750717.9266342447,4714265.417776339,36038.040888213865,494734.51053180516,42036.99647070714,1338594.7080945105,2443846.701268365,395542.6021420651,57864.47784113985,697165.0045565896,33016.37958688492,1213840.6754924303,1254586.8921836677,402327.1096464036,341388.92223409173,2095457.6030001051,1205239.6220254982,1517499.2201224992,191532.45062205452,4205938.01385825,72739.59920043313,0,1176900.1255665657,1121301.7171739056,1145957.8156615223,959246.1657248561,968490.0747333274,980836.6648125078,1091606.0885841243,1155248.2687366842,71227.48173861935,19802.84138834189,588211.7997500225,0,
3399,164.94171721152847,0.5644689902777777,16528.15610861463,19151.44450877298,57334.625725786085,0,127028.45299091045,1474883.1690791296,176223.56140522967,2714056.7588967737,26341.333477524862,30304.82915789067,1549609.7624907314,0,18955.25657008776,0,27853.21372707907,0,80364.37141272615,59095.7597151629,262867.77860970295,467267.19251431886,0,0,0,51075.02801133153,242655.07227887624,189533.47636413277,0,434670.119556792,747401.3575110638,234213.74254097318,0,0,17514.66093013169,428761.4621125894,55970.87376868734,0,12432.080244183304,283164.5457463217,22310.145321820444,0,55721.05712602768,37146.647131466874,49834.870148215254,93150.17434627123,77726.0565435173,102898.91724836716,93005.84946286186,0,0,0,33640.30824774364,0,
1153,885.4984588888498,11.00475067346939,169348.44174439422,135982.96134259235,70617.51097274573,110092.32044572242,16714.367753554296,429186.9418898358,169058.1604008694,730050.2100593145,191373.73024898604,1424717.3272103993,208792.3708827529,48271.881269415615,30839.724716204568,200827.500636274,190706.28316004976,137507.19821596026,395177.88085476286,99954.1412648431,55712.06352785034,107346.1677950101,424509.16653205303,1354112.663330881,205585.92558832094,123933.24299172321,38072.68257685581,69355.60670056521,179917.20755941333,62400.20117396591,1423749.5804369824,82618.96151329002,33920.40560951588,14018.58920126994,223338.6746201359,190160.99053781366,161410.23592104955,1446193.106077488,1214989.9879614795,160278.63032592754,149881.62875108854,0,637031.1870606887,676768.2931900615,553444.5687014136,577118.002720067,436777.45713012794,581027.2490574663,286152.2384774988,0,1080243.9137110366,463364.28652968945,0,3480.603543457141,
4651,537.2360252644712,8.637920308333333,0,0,0,0,0,0,0,0,0,0,0,97655.4674975419,0,0,0,0,0,1413747.7227054015,0,0,0,0,0,0,0,0,0,0,0,0,215860.38594936806,6679.73064257823,0,0,0,0,0,0,0,0,33740.28310225298,34167.948005826016,36261.74990269512,8820.487282159707,31548.830057003855,35901.48368096203,48640.261492613594,0,0,0,2143248.33085833,0,
3697,451.1769748569926,10.645158102040817,20323.8959051656,34819.09119414505,55362.0475103324,14117.956512949395,40398.637097342486,25590.70832768544,113129.92255195539,8798.166564580832,7316.254362729376,9142.453102441046,9797.772577661784,9893.962015179866,83851.02356729016,8772.925151982156,16498.803970458357,14810.89091882803,6955.0577568755,56394.69675590268,20818.677901349125,22445.105936631982,0,0,14259.62667310587,51678.768674268314,13646.73868967282,563837.4548074108,27465.342703915612,24011.46025623091,21027.12303808611,17362.879727299493,410651.1037349948,11001.62791706449,6490.28849337865,0,19813.734892323817,25337.479343658142,10148.077919664014,13956.79484044942,62480.590941857205,44007.59095478166,100161.94896368665,84755.90429917995,67973.03124776318,1285454.625584214,30924.05112697196,40685.77298460889,24159.51502533556,1191752.0423719955,81146.83845887825,74151.73840214114,285234.5371554825,55155.176310059804,
3598,655.0220128301037,4.976956285000001,0,0,0,0,30607.55036948155,0,1103736.5719327691,8561.52611157834,410143.330062657,0,0,0,341727.34627803985,3657.0922561537527,0,0,0,0,193260.23807846406,158316.20820870236,0,0,0,0,210139.77819262052,0,0,5522.0562619542525,0,0,0,0,0,489261.2544690125,355553.43881519703,0,0,251959.76391556888,0,0,108204.84284804539,114491.47724180894,124957.07240105614,58861.49120234182,97175.42460027704,86184.44479347955,106136.54619863571,0,0,0,0,0,
3121,139.00195969147157,3.121505888461539,342426.6473740181,1.3392112164578428E7,310248.09885640437,399392.9909578238,1273766.1178448899,284757.1278059943,1547374.4628887558,288312.37287598295,716085.5950702847,390561.49350725336,696123.7043674337,440826.7522533503,906388.172314056,427116.1549514899,471789.54249406577,362833.4810392851,381870.55443377316,417997.77077006263,453849.96478214127,865019.2077138397,387477.26463725325,520738.494355958,365681.2019061221,1129613.7433089658,511846.6657863377,5351033.804210912,427542.3788809812,1727112.8237306722,333930.4162020632,1124218.8717765957,324423.78978172387,548539.2228599754,426174.1680506009,281127.355221045,607873.6922895112,290676.97201168357,655463.1556225419,464347.3079041393,363910.40426865267,177719.32254630854,592963.3033055619,632113.3555162639,678406.3378031126,735335.1072630697,613241.176271904,684855.4800082624,589448.1489851011,3215906.434862932,255032.40622709892,232990.666852453,116958.44475353311,73915.30805524385,
2962,463.15456832181684,3.087549923255814,143636.36640215316,1295840.1670726729,57286.46958499115,0,2766897.762254605,1066732.492080847,2587964.0418514605,1043218.638968251,1734838.9285693644,4202379.452075695,737706.7885800864,449985.8536133918,3607972.6797030633,0,3845.1315436230916,0,60813.32880119298,6360.410437140928,1275688.1389865594,1839567.8721761953,10528.447713489177,0,25148.085821561064,2747622.3564697006,1975895.9035394788,1171844.0055500634,220691.5800480025,1703336.5087252746,220222.00963387557,3776873.332978951,229794.45873530087,820999.8529925629,276861.0047516978,912534.6938436475,3883861.3330463176,0,0,1108320.8220598185,43048.611431274694,0,495584.05196053465,420447.90556593967,478030.1381337205,1101241.0262931408,869917.3395550656,758765.5851267691,618265.28767481,0,163856.65773056098,5558730.434450176,3348569.278858972,0,
3419,817.4352658151769,6.322245514285714,0,0,0,0,0,962056.5053381264,0,42193.23979725563,0,65150.41104636137,0,0,0,14821.388211830705,0,0,0,0,98342.47016223654,0,0,631574.2859134683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421015.4417815201,0,0,0,107803.61025573549,101160.64007306666,107142.97669227293,49745.039656513625,102129.83741403608,86687.37693186325,73652.23106504943,0,0,0,0,0,
419,241.0115481097416,0.8554542489583333,7598357.185097791,1916787.9756199957,1604092.5616797016,286012.89432693535,851820.867226301,1.3521889941158917E7,2069041.5137690085,2.09844186939565E7,2707871.9541592193,2899574.3473791913,1736469.851973574,1.149732489054825E7,2330336.558153733,36936.898482697085,0,94671.39635170586,1.0282659629384154E7,3.0963408767308794E7,1.0797426863320732E7,1000961.7966237379,577487.3481920114,1.1990340453122253E7,0,1806412.765227474,1.2365336968427865E7,973252.4874724819,91858.181030411,1570216.9137187847,4327371.346305095,782093.8857009172,1383517.566436686,1.6896000583054878E7,9753450.372637117,3656182.021343161,453726.9711262172,8189007.1879141405,2.551578191379574E7,2414985.5311235576,189319.09541512045,0,3219444.3584938347,3550402.4284553155,4902135.860356628,6937278.244178775,3816128.583240417,4033986.7764688996,4919209.75376394,989509.3856233968,1.030401018582292E7,1.7340767369283613E7,9098069.911309393,0,
3280,795.4580964134868,6.323219195652174,0,0,0,1544.1378897071015,6596.700176011282,1.0328760463835628E8,29213.979639521247,2341181.8062883127,0,3201877.6268933862,0,0,0,745762.0858460916,0,54142.813141156425,0,0,5997737.568695416,0,12908.533249523398,5.76179183945159E7,0,0,0,2919.2626424295736,0,3971.499946743085,0,0,0,0,0,0,0,145551.47807669133,3.1728376143553495E7,7930.648316942732,0,0,6541096.823195583,6358702.695779984,6713764.803669752,3404222.892329285,6390102.835262116,6086955.963879514,6013788.451082325,0,0,0,0,0,
101,545.153541533202,2.3087621977777775,1.5027705728681374E7,5317084.810289748,3.429583284471931E7,272303.44398621167,1.2622913296844352E7,0,1.1443405152810136E7,36597.9970748554,1.1099660363333186E7,95665.48218105645,1.4053821165816946E7,0,1104295.473877914,1431185.0152339463,168184.43352687205,707429.7517484765,0,1908201.3535963271,4667317.053384745,2.609782380486461E7,126105.77537650891,265948.8957206352,55432.547397328875,2.2711527592088785E7,1.4141026084224934E7,4.272942654824518E7,135214.85891315597,1.619168763268883E7,654045.7757290569,1.9898670356160358E7,0,178494.6860585379,0,3.0479745965957038E7,1.8820670029602967E7,62472.03117091413,253851.3479114264,1.545969788495099E7,123128.05773200332,0,5858912.191863764,5647567.344241229,5926035.409314307,3726131.441193445,5959091.535946828,6173596.805233346,5665723.461948302,1.807587605175523E7,2809384.315434468,3349505.955964538,392970.8936286451,0,
4631,451.0636974920043,1.933430253125,0,966117.3500707808,1.167649413529162E7,0,4352536.041624926,0,6649488.284731893,0,1397438.0494906746,727916.7431085628,6688886.350576975,0,314589.2236819473,1789226.7417747069,0,1254960.0138383755,0,2906892.6359267537,474456.0241802195,2499428.790928269,0,0,0,6540688.649951146,3387016.1450875783,6524881.387650372,0,5992528.098021652,0,2819287.4807656882,0,0,0,2014116.072168701,6679842.199744215,0,0,4737882.644047442,0,0,2122270.3026304943,3091036.4452088173,2883951.9325828487,1326528.0909069874,2341906.2721514436,2228534.0449709627,2678863.2392988037,1608902.8229143862,93386.09147103509,120967.83869687706,755229.7352355698,0,
199,399.11389515026394,0.7440762322222222,3.1617752206490885E7,2245357.0783813535,2037816.6240918008,7812535.801648137,1214626.7382755831,1072545.9539461832,1491425.1713191667,0,1584682.8995753,5893208.792556149,1660541.6031339753,0,0,1.4562599234934017E7,1.0553801470373709E7,3924703.6703898683,1.2963339671958E8,5413232.278080556,2818809.8595831203,2477181.382680282,3.209938559655698E7,0,2.8753267743116017E7,3006735.0307796225,3166259.477899792,6567033.009648999,1.4880689677150454E7,2195518.6599606024,1.9817944202266045E7,5668434.681946347,147738.7069387551,105180.77748915929,1.47178752597523E8,2728178.9671667684,5879343.696990471,4908561.077445683,0,2061979.4974755754,1.4424839103729578E7,0,1.4459236906246534E7,1.4768494746044038E7,1.4769914391245691E7,1.5469728782289032E7,1.5114718362136342E7,1.5050786121383065E7,1.4396598256693916E7,1086364.0676722985,2.4695757479745805E7,6042360.74374159,404974.3988790959,0,
4870,289.07159028372786,3.2183501951219515,161203.32085866202,238608.03239955957,878338.4208020905,11465.962779000423,353829.1512409226,0,343849.655729569,0,49736.03451801571,10145.839543028422,404831.44648011617,0,402396.33299394284,31963.162400287998,62950.231228118246,51344.91083412904,19535.119399774656,0,1788769.8551756574,178765.16457897134,20346.523995085085,0,59083.74572598169,2346082.910901573,3114258.6132480586,1284018.8424638356,5699.85482619746,662046.8401507186,5310.3814712898875,1223948.9437259948,0,122622.55901249131,56326.278628773885,4535110.4297341,2434810.9091662234,0,0,322515.4941375104,54815.55018162134,0,390815.78214668547,352019.0540520523,445622.7681990818,317619.4662874188,422343.37227793754,435583.5416976263,445789.7549778715,76718.5489047401,1447108.0444800463,0,108389.99705879344,0,
3359,356.1204742865909,2.3622796421052628,10561.075459775153,0,0,0,0,3952657.6533710756,69992.75622747706,2949990.2531297305,158434.2581926902,0,0,0,159560.93808087776,0,0,0,20393.901340312266,0,0,72588.67488040749,23737.15449128897,121279.48617427667,0,0,0,0,0,0,34755.843631514406,0,0,0,67466.87519939133,0,0,128244.42818697191,132289.52469572972,0,0,0,19990.928356276905,30658.23823940661,28392.843661593455,0,40693.96449442911,87938.06896579746,0,0,0,0,0,0,
