row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,
41,205.0973259362154,2.0335128,,,,52,3,[M+NH4]+,,2,41;40,187.06348,169.1389,0,352598.16,212542.14,726793.25,0,242962.6,193050.45,115568.42,359135.16,334333.06,
42,132.04456589940054,2.0361266,,,,,,,,,,,0,583.5271,2104.025,0,0,4555.1035,328393.97,0,0,0,1027.1218,
43,329.13491198170306,2.035504,,,,,,,,,,,0,207.13606,421.7851,0,0,798.1333,40581.984,0,0,0,0,
44,334.0897265744604,2.035504,,,,,,,,,,,0,221.04362,503.4322,0,0,821.70544,45052.87,0,0,0,0,
45,547.1915403644043,2.0393267,,,,,,,,,,,0,0,74429.586,88176.95,166601.28,0,0,0,0,67701.06,93091.42,
46,707.1798194982979,2.0458808,,,,35,,,,,,,0,113487.17,0,188044.67,65430.246,39738.94,0,195701.22,85768.766,0,88659.914,
47,481.1822035968285,2.0469167,,,,,,,,,,,0,18989.184,95141.17,0,0,0,0,0,9231.0625,0,0,
48,135.04418909238225,2.046968,,,,,,,,,,,31.275652,0,0,0,67999.69,0,0,0,78901.88,18392.049,100559.23,
49,846.2890125619215,2.0471187,,,,,,,,,,,0,53646.63,0,0,0,0,0,0,4764.439,0,0,
50,181.04971383911146,2.0480149,,,,35,,,,,,,59.612694,5163519.5,2661159.8,6247719.0,2313055.0,1990719.9,681691.94,8656731.0,3210731.8,2059518.2,3285707.2,
51,381.05852405875146,2.0485463,,,,35,4,[M+K]+,,3,55;56;51,342.0954,0,201825.08,219201.25,625426.94,524341.8,561879.06,43399.105,383047.97,306735.62,339015.25,381744.16,
52,388.1604579248689,2.0478094,,,,35,,,,,,,10.075487,293903.44,190528.48,710179.94,268909.25,353515.4,0,725389.06,334492.12,204986.9,389448.6,
53,360.1293105659345,2.048657,,,,35,4,[M+NH4]+,,3,53;55;56,342.0954,0,2700026.5,1535789.6,3787736.8,400698.7,513898.0,0,4567677.5,1698167.1,1170585.2,1708804.6,
54,702.2243152713752,2.0492632,,,,35,4,[2M+NH4]+,,2,54;55,342.0954,0,143100.0,57787.902,169539.38,27750.615,0,0,305184.06,124164.19,25085.924,102117.74,
55,343.1027675611134,2.0495105,,,,35,4,[M+H]+,,5,53;54;56;51;55,342.0954,0,1466924.2,652866.56,1684496.4,625108.8,839827.94,140266.1,2175356.5,840163.44,556350.44,917812.25,
56,365.0846490319791,2.0499938,,,,35,4,[M+Na]+,,4,53;55;51;56,342.0954,146.29468,386912.25,250102.12,693983.4,295592.34,378838.06,104633.41,623403.06,353354.25,346267.44,404030.4,
57,723.1528838749333,2.049291,,,,35,,,,,,,0,0,0,0,22102.453,11854.916,212.96751,0,0,6579.6797,0,
58,163.039059424198,2.0522268,,,,,,,,,,,26.588833,4103911.5,0,0,2798628.2,628485.94,0,0,3099590.8,1870616.0,4147614.2,
59,641.1695658961246,2.0583963,,,,,,,,,,,0,72223.47,0,4690.576,0,0,0,0,0,0,0,
60,284.20701552703014,2.0616517,,,,50,,,,,,,67805.055,0,0,0,0,12587.202,14479.42,0,0,3552.9243,2066.0894,
61,256.17568574233593,2.0630035,,,,50,,,,,,,80938.83,16029.535,0,0,0,10158.893,21360.516,0,0,4650.2324,3400.998,
62,388.0888234793376,2.0651574,,,,,,,,,,,0,62673.297,0,0,0,0,0,125746.7,0,0,0,
63,285.0974412253193,2.0663464,,,,,,,,,,,0,44042.445,0,49209.195,0,0,0,28486.273,0,0,0,
64,413.20196923573064,2.0690298,,,,,,,,,,,0,588.0985,9792.599,0,0,0,0,0,0,0,0,
65,326.0869552062125,2.0777254,,,,,,,,,,,0,0,0,0,130500.45,0,0,0,0,0,0,
66,357.16582666994924,2.0791297,,,,,,,,,,,0,0,808.73364,0,0,2103.8464,147817.16,0,0,0,525.6622,
67,321.0009134234332,2.0823724,,,,,,,,,,,0,0,0,0,70543.91,94042.27,0,0,0,0,0,
68,281.029457624975,2.0848868,,,,69,7,[M+H]+,,1,71,280.02218,0,0,0,0,62570.17,40808.16,62364.254,0,0,0,0,
69,283.0453594561916,2.0884674,,,,,,,,,,,0,0,0,0,0,50278.918,16487.43,0,0,0,0,
70,305.0272684189259,2.0884674,,,,,,,,,,,0,0,0,0,0,47087.664,16016.85,0,0,0,0,
71,298.05599233167965,2.0886834,,,,69,7,[M+NH4]+,,2,71;68,280.02218,0,0,0,0,199239.4,126820.4,190461.72,0,99850.305,0,0,
72,536.1979793147901,2.0894234,,,,,,,,,,,0,0,1885.7692,0,0,0,0,0,9941.473,0,0,
73,318.1549676374148,2.095987,,,,87,,,,,,,39.6927,0,0,19923.598,2385.474,11534.676,75275.39,18716.148,20913.3,33695.367,602919.94,
74,517.1560977169618,2.0959544,,,,,,,,,,,0,8735.854,0,18132.01,0,0,0,0,0,0,0,
75,334.03238934698885,2.0993063,,,,,,,,,,,0,0,0,0,9051.291,0,0,0,0,0,0,
76,193.04984617423554,2.1018538,,,,,,,,,,,0,0,205.70569,37060.953,0,0,496.8633,1087.7969,209.71121,0,0,
77,211.060185452989,2.1038451,,,,,,,,,,,0,0,0,44285.914,0,0,0,1167.0476,0,0,0,
78,229.15478146629744,2.1014261,,,,,,,,,,,12.834396,0,0,0,0,0,2740.4814,0,0,0,597408.5,
79,323.1094442531801,2.104744,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,51722.867,
80,339.0840578123193,2.1033926,,,,,,,,,,,0,0,145.1048,0,0,0,0,0,0,4581.258,99355.59,
81,296.0767578870644,2.106202,,,,,,,,,,,0,0,0,0,179187.6,121843.05,134376.17,0,0,15202.911,0,
82,346.1861813134539,2.1084929,,,,87,,,,,,,0,0,0,0,0,2139.4202,14217.791,0,0,0,122965.74,
83,448.19488218330383,2.123575,,,,,,,,,,,0,0,20942.805,0,0,0,496.20868,171.02254,0,0,0,
84,325.09247671202206,2.128862,,,,,,,,,,,0,1775074.6,0,0,0,1144449.4,0,249334.92,91074.68,0,0,
85,383.13151648842796,2.1346867,,,,,,,,,,,0,12587.417,1837.7896,0,0,0,0,0,1045.6364,1083.4573,142.00449,
86,340.16102734904314,2.1344066,,,,,,,,,,,0,0,0,0,2484.834,0,0,100518.14,0,0,0,
87,368.1924876387586,2.134401,,,,,,,,,,,0,662.62573,0,0,1676.0116,0,0,75938.25,0,0,0,
88,759.2008148436995,2.1363323,,,,,,,,,,,0,0,0,0,0,0,0,247295.88,0,0,0,
89,300.0722052510625,2.140121,,,,,,,,,,,0,0,832953.2,0,0,105484.97,114257.67,0,0,0,0,
90,302.1236669611569,2.1457088,,,,,,,,,,,0,20689.13,20768.41,0,24042.658,13859.868,5679.3115,0,13410.979,7189.99,7199.7393,
91,602.2302331428441,2.1551094,,,,,,,,,,,0,8147.2715,0,0,0,0,0,0,441.01422,0,0,
92,266.13754804760845,2.1586251,,,,,,,,,,,0,0,0,0,0,73.6165,0,0,0,0,88284.61,
93,307.1684199104348,2.162264,,,,,,,,,,,0,0,0,0,0,42473.727,10709.344,0,0,0,12025.213,
94,312.2168899787729,2.1657767,,,,,,,,,,,0,0,0,0,724308.2,0,0,0,0,0,0,
95,276.2074135824199,2.1668437,,,,,,,,,,,0,0,125806.8,0,0,0,0,0,0,0,0,
96,413.14176347513137,2.167683,,,,,,,,,,,0,879.05206,1302.2361,0,10895.643,1394.1594,7345.3384,0,2274.38,975.1486,1401.8568,
97,330.1883393398091,2.1712413,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,13189.487,
98,382.1134549530627,2.1775687,,,,,,,,,,,0,12019.445,1553.8087,0,0,0,0,0,2129.6025,2126.4602,0,
99,968.268265175419,2.1773856,,,,,,,,,,,0,39267.97,0,0,0,0,0,0,0,0,0,
100,198.07683414763034,2.178528,,,,,,,,,,,0,0,0,7340.7812,0,0,0,21385.42,0,0,0,
101,358.11408088354153,2.178528,,,,,,,,,,,0,0,0,20511.363,0,0,0,108306.09,0,0,0,
102,370.151039908237,2.1899934,,,,,,,,,,,0,0,9831.047,0,0,0,0,0,0,0,0,
103,444.17156282436537,2.192106,,,,,,,,,,,0,0,0,0,0,0,5029.063,0,0,0,0,
104,386.1449846772506,2.1938255,,,,,,,,,,,0,0,0,77325.3,29427.93,0,0,75266.16,37336.457,11505.613,0,
105,365.1235077115284,2.193476,,,,,,,,,,,0,0,0,0,0,60654.58,859.0816,0,0,0,0,
106,212.1644168267597,2.199885,,,,,,,,,,,0,0,0,0,300873.03,0,0,0,0,0,0,
107,374.18168579529686,2.2004125,,,,,,,,,,,0,0,0,0,27749.908,0,0,10493.388,0,0,0,
108,326.09555221299655,2.1979947,,,,,,,,,,,0,283399.12,0,0,0,2965.1287,0,0,0,0,0,
109,465.10380594452965,2.2011435,,,,,,,,,,,0,610604.1,0,0,0,0,0,0,0,0,0,
110,641.1347204955277,2.206885,,,,,,,,,,,0,0,31824.1,34431.11,0,0,0,204021.3,0,0,247522.22,
111,504.1710701174601,2.2083664,,,,,,,,,,,0,0,0,0,0,0,7948.3525,0,872.6199,0,0,
112,257.18627163397565,2.2079122,,,,,,,,,,,0,0,2148.684,0,0,0,0,0,10869.665,152.43297,0,
113,266.17485986227246,2.2108848,,,,,,,,,,,0,0,0,0,22565.543,0,0,0,0,0,0,
114,346.1497433592274,2.2126348,,,,,,,,,,,0,0,0,0,131177.28,0,0,0,0,20095.676,0,
115,367.07850413162976,2.2108848,,,,,,,,,,,0,0,0,0,15258.664,0,0,0,0,0,0,
116,184.09709483539103,2.2130237,,,,,,,,,,,26.993586,0,0,644.4136,2341.7327,11446.364,0,207.4867,0,2701.2075,561.9271,
117,207.1017162210802,2.2129383,,,,,,,,,,,10.022472,0,0,23700.514,0,0,52965.664,0,0,0,0,
118,334.1286919612176,2.2182033,,,,,,,,,,,0,0,0,0,0,0,12592.218,0,1358.6932,0,189.07086,
119,477.1605879487003,2.2189457,,,,,,,,,,,0,0,0,0,0,0,25889.895,0,0,0,0,
120,314.088126450373,2.2221599,,,,,,,,,,,0,0,0,30400.365,0,0,0,255.74188,0,0,0,
121,282.13347391288085,2.2272222,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,20917.62,
122,288.18097324517925,2.2299323,,,,,,,,,,,40.295715,157.78252,403.56476,0,0,0,86302.09,0,1164.4792,0,0,
123,328.06674864603485,2.2317042,,,,,,,,,,,0,3668.081,70090.266,0,0,0,17106.895,0,147675.19,0,0,
124,506.1869385257353,2.2313972,,,,,,,,,,,0,0,0,120815.45,0,0,0,0,610.1455,0,0,
125,313.05562249651837,2.2338722,,,,,,,,,,,0,0,0,0,55364.348,0,0,0,0,202.11896,0,
126,314.2324327500958,2.236816,,,,,,,,,,,9.099698,0,0,0,3099665.0,0,0,0,0,0,0,
127,303.0534174472128,2.2331307,,,,,,,,,,,0,0,3402.233,0,0,0,0,0,0,0,0,
128,392.15560319368257,2.232301,,,,,,,,,,,0,66845.234,4412.247,0,0,0,0,0,5009.829,0,0,
129,397.1120765232072,2.2338495,,,,,,,,,,,0,34111.55,683.6002,0,0,0,0,0,0,101.95575,0,
130,139.03923365872865,2.234742,,,,,,,,,,,11.474421,37149.844,0,24396.416,16513.38,0,0,20852.912,0,20834.205,0,
131,335.0374824257222,2.2367115,,,,,,,,,,,0,0,4410.1904,0,88901.03,16644.12,25942.293,0,92013.72,0,22587.258,
132,231.17053492753425,2.2388375,,,,,,,,,,,9.117905,0,0,0,0,0,2961.124,0,0,259.36096,220950.73,
133,318.1188449666169,2.2409964,,,,,,,,,,,0,21809.973,1126.3828,0,5979.221,0,20055.748,11040.139,3749.3916,0,0,
134,302.08734554851594,2.2403677,,,,,,,,,,,0,23400.14,1978270.2,0,87894.22,0,0,0,19508.32,0,0,
135,330.08232859792304,2.2416062,,,,,,,,,,,0,1950.3159,7150.579,0,0,0,38350.094,0,157551.16,0,54061.6,
136,474.2328643188307,2.2424948,,,,,,,,,,,0,0,0,0,30116.262,0,0,0,0,0,0,
137,393.05867692939506,2.2424612,,,,,,,,,,,0,0,0,246714.83,0,0,0,43008.156,310.95337,0,0,
138,726.2258874216376,2.2432468,,,,41,8,[2M+NH4]+,,2,138;155,354.09588,0,0,643.46,55545.246,0,0,0,48860.152,0,0,0,
139,179.03420932173603,2.243418,,,,,,,,,,,0,3522.9072,215563.94,2008.4014,0,1049.2349,0,2375.058,3390.4563,0,0,
140,307.04309091763525,2.2429616,,,,,,,,,,,0,0,83337.78,0,3269.9033,0,0,0,0,0,0,
141,323.0168424596103,2.2429616,,,,,,,,,,,0,0,59505.32,0,3004.3696,0,0,0,0,0,0,
142,559.1108448831019,2.2431557,,,,,,,,,,,0,0,0,27253.27,0,0,0,46705.254,0,0,0,
143,310.09241864433176,2.2465866,,,,,,,,,,,0,1151.2057,0,0,19940.973,14816.961,14005.847,0,0,3392.0415,5235.5127,
144,375.092661847677,2.25272,,,,91,,,,,,,0,261.77203,146328.56,0,1624869.1,6423.665,114675.734,0,11213.873,1804734.9,0,
145,397.0741805490229,2.2535377,,,,,,,,,,,0,0,9307.105,0,152954.66,451.27875,12297.7705,0,584.6549,0,0,
146,413.0477762767068,2.2524111,,,,,,,,,,,0,0,0,0,89840.266,0,1480.0007,0,230.99384,0,0,
147,147.04416044664998,2.2539756,,,,,,,,,,,10.930809,946.27734,78295.56,0,8400.193,96409.47,49822.324,0,15145.24,0,0,
148,420.150642984536,2.2540896,,,,91,,,,,,,0,0,4899.501,0,136193.9,447.14264,7864.508,0,1585.2098,132142.69,0,
149,627.1566333664287,2.255775,,,,,,,,,,,0,127703.85,593640.9,0,65893.56,5984.0894,7387.3877,298595.72,10275.293,0,255466.34,
150,400.16129238690814,2.261158,,,,41,,,,,,,0,384346.1,551756.8,1376898.9,0,703.40466,0,1059826.6,0,0,0,
151,773.2147382910391,2.259722,,,,,,,,,,,0,169356.84,155065.2,52453.875,37620.633,0,10514.219,33542.188,31858.117,0,0,
152,606.2042228802537,2.266162,,,,,,,,,,,0,38819.754,0,0,0,0,0,0,0,0,0,
153,356.09736036260733,2.2725809,,,,,,,,,,,0,0,0,0,20662.309,10493.013,0,0,33500.87,0,48157.613,
154,846.2671178138702,2.2740347,,,,,,,,,,,0,0,0,0,0,0,22225.541,0,0,0,0,
155,355.10296711913264,2.2745454,,,,41,8,[M+H]+,,3,165;138;155,354.09588,482.55652,4867323.0,5314037.0,1.1679487E7,577168.75,0,79117.74,1.0508365E7,257921.1,203877.92,0,
156,595.187141620805,2.2761664,,,,,,,,,,,0,0,15617.055,0,199460.58,0,883.307,0,0,93.61772,0,
157,617.1693240360933,2.2746387,,,,,,,,,,,0,0,0,0,52525.195,0,229.84424,0,0,0,0,
158,640.2457475392723,2.275324,,,,,,,,,,,0,0,877.75366,0,49390.152,0,0,0,0,0,0,
159,743.2058557751674,2.2761042,,,,,,,,,,,0,0,0,0,0,0,0,156608.53,0,0,0,
160,731.1800085370875,2.2757833,,,,,,,,,,,0,36483.105,20208.9,0,1713.2192,0,0,0,0,0,0,
161,362.1449777105729,2.2901871,,,,,,,,,,,0,0,0,0,32316.031,0,8015.577,0,0,173.91702,0,
162,597.1477177875528,2.2868688,,,,,,,,,,,0,0,0,0,0,0,0,256684.48,0,0,0,
163,510.124728906503,2.2893925,,,,,,,,,,,0,0,0,0,13834.703,84706.06,1453.499,0,344.49554,7800.2695,0,
164,369.1661761929294,2.2917886,,,,,,,,,,,0,0,28844.418,0,90128.07,0,0,0,0,0,0,
165,377.08512072166985,2.2922764,,,,41,8,[M+Na]+,,2,165;155,354.09588,0,142193.61,192753.77,391385.97,0,0,0,295588.03,18451.645,0,0,
166,208.09709154362434,2.2966273,,,,,,,,,,,0,0,0,0,0,0,24204.117,0,5587.6157,82.09179,1577.3811,
167,506.0938088412927,2.298247,,,,,,,,,,,0,0,0,0,6102.3687,8954.942,709.2432,0,164.16682,70302.125,0,
168,633.1439193675179,2.3028316,,,,,,,,,,,0,0,0,0,23944.264,0,0,15360.767,0,0,0,
169,935.2451284751405,2.3090577,,,,,,,,,,,0,540113.5,0,0,0,84.31654,0,0,0,0,0,
170,279.13768557744277,2.3098445,,,,,,,,,,,0,890.8374,0,0,4616.08,6745.027,11500.44,1712.2146,4554.987,2921.779,0,
171,951.2417206367021,2.3183076,,,,5,,,,,,,0,674828.56,0,0,0,0,0,511217.22,0,0,519823.16,
172,293.1496179498698,2.3196695,,,,,,,,,,,0,1367.0197,4539.333,0,2504.6345,29686.754,35434.664,161.62918,5362.0103,1875.3502,0,
173,568.2982239873133,2.3279731,,,,,,,,,,,0,0,0,0,0,0,0,26400.945,0,16548.627,0,
174,360.1295116419707,2.3286033,,,,,,,,,,,0,143331.19,189938.03,0,0,67744.67,344930.78,0,82613.49,103558.125,104978.16,
175,197.08077601398023,2.328824,,,,,,,,,,,65.11902,5923.9204,0,0,18950.617,812.5514,0,0,0,1937.4674,1516.4915,
176,450.27004599288074,2.3302953,,,,72,,,,,,,0,17966.77,0,0,629.42224,0,31463.93,0,0,0,0,
177,165.05514444175265,2.330539,,,,,,,,,,,0,0,0,192070.7,0,0,0,28223.691,0,443.61414,0,
178,327.10829458737453,2.3308854,,,,,,,,,,,0,0,0,41412.605,0,0,0,6433.906,0,0,0,
179,365.1385921532454,2.3344502,,,,,,,,,,,0,0,0,0,0,7024.0044,0,0,219.31857,0,0,
180,450.1978172413959,2.3324502,,,,,,,,,,,0,533.7404,0,0,0,9009.6455,0,0,0,0,0,
181,422.23888911417015,2.334201,,,,72,,,,,,,0,106364.28,0,0,0,3444.0332,88956.375,0,58535.043,0,16545.172,
182,556.2399148925468,2.3348014,,,,,,,,,,,0,0,0,21425.223,49881.246,3082.2305,0,18933.477,20209.717,5487.23,0,
183,225.1486720106224,2.3400726,,,,,,,,,,,9.303692,0,5826.328,462.62317,906.94965,1479.916,29019.336,0,0,534.9919,4967.5967,
184,427.19427008585143,2.3404982,,,,,,,,,,,0,0,1691.8411,379.53156,0,617.55457,12034.621,0,0,410.75708,2443.296,
185,476.14075545466324,2.33943,,,,,,,,,,,0,10417.107,1645.8379,0,0,61.59105,241.06528,0,0,0,7801.2734,
186,718.2926934656501,2.3530943,,,,,,,,,,,0,1267.6433,18605.146,0,1600.7922,137.50778,497.57855,0,4087.0327,0,0,
187,1037.2429894098616,2.355028,,,,,,,,,,,0,13534.783,0,0,0,0,0,0,0,0,0,
188,295.1391579371026,2.3645334,,,,,,,,,,,0,1509.7656,2429.1238,0,14160.891,5081.617,19138.148,0,9312.855,6912.3745,5677.3574,
189,317.1209274817687,2.3645334,,,,,,,,,,,0,2489.265,3898.0825,0,19472.281,6733.4653,28466.246,0,13051.228,10869.346,11588.654,
190,518.1504238710963,2.363497,,,,,,,,,,,0,0,0,0,0,0,20651.848,0,0,0,0,
191,340.1967724500955,2.3640332,,,,49,,,,,,,0,1770.9023,4088.101,0,26561.246,12857.965,40467.074,0,21194.717,6793.983,23445.3,
192,494.16671242934666,2.363763,,,,,,,,,,,0,9445.97,192.40982,0,0,0,13035.195,0,0,0,0,
193,349.08937177643264,2.3650577,,,,,,,,,,,28.647697,0,24716.162,137680.27,0,0,0,0,0,0,5505.8135,
194,476.22866518083026,2.3662398,,,,,,,,,,,0,0,0,45033.2,0,0,0,0,0,0,0,
195,372.16568393563034,2.3705335,,,,,,,,,,,8.506863,0,29863.389,167867.55,0,77239.33,0,0,0,23666.502,0,
196,365.06380860168855,2.372215,,,,,,,,,,,0,20175.719,17879.484,0,46495.78,0,6992.2812,15525.742,14716.95,28047.773,0,
197,344.13431559630334,2.371721,,,,,,,,,,,311.87552,376778.16,204586.55,470683.7,487378.62,296382.5,128894.91,244903.48,144800.08,281619.8,100047.41,
198,312.1653758497145,2.3729362,,,,49,,,,,,,10.270698,0,0,83549.3,232013.23,33973.125,125127.01,0,104471.3,81059.3,0,
199,399.17664612160314,2.3745484,,,,,,,,,,,0,0,39721.086,0,170568.42,0,0,0,0,0,0,
200,328.2120198654877,2.3747294,,,,,,,,,,,0,0,0,0,14923.401,0,0,0,0,0,0,
201,421.15769869902516,2.3753643,,,,,,,,,,,0,0,9543.396,0,53851.15,0,0,0,0,0,142.9032,
202,437.13220427039437,2.3745484,,,,,,,,,,,0,0,2736.5684,0,29378.615,0,0,0,0,0,0,
203,444.2341357140541,2.3745484,,,,,,,,,,,0,0,3517.3823,0,29818.68,0,0,0,0,0,0,
204,450.15487003852513,2.3768895,,,,5,,,,,,,0,0,0,0,0,0,0,27262.043,0,0,38154.46,
205,391.2006972173562,2.3769963,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,85567.69,
206,618.203158692724,2.3775768,,,,,,,,,,,0,18161.178,0,0,0,0,0,0,288.72794,0,0,
207,374.227689494689,2.3885527,,,,,,,,,,,0,0,0,0,0,0,0,0,257.09274,0,26021.328,
208,255.12247100594348,2.3884695,,,,,,,,,,,22.922388,146.7503,861.79224,0,880.4647,6363.0176,1988.5481,0,1304.294,144.18394,1126.2646,
209,399.16563126700464,2.3879707,,,,,,,,,,,0,235.94106,0,0,0,12545.65,3007.4526,0,2484.562,0,1774.3683,
210,434.20243532188135,2.3873136,,,,,,,,,,,0,1293.7559,7016.0703,0,8324.045,61036.5,17139.492,0,11761.09,0,9892.009,
211,439.1577939316879,2.3873136,,,,,,,,,,,0,1631.9105,8600.91,0,7047.439,56752.914,15715.609,0,12864.485,0,5868.67,
212,455.1314288030647,2.387385,,,,,,,,,,,0,0,1485.7068,0,0,22921.195,1703.5728,0,2485.8267,0,1374.2618,
