row ID,row m/z,row retention time,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_QC00.mzML Peak area,1685365277_ALC_dbgi_QC01.mzML Peak area,1685365277_ALC_dbgi_QC02.mzML Peak area,1685365277_ALC_dbgi_QC03.mzML Peak area,1685365277_ALC_dbgi_QC04.mzML Peak area,1685365277_ALC_dbgi_QC05.mzML Peak area,1685365277_ALC_dbgi_QC06.mzML Peak area,
1627,551.1035743946235,3.2311476640000008,0,6813.708083519581,5147727.817992576,0,62464.374642327246,0,0,61654.41210820347,0,0,0,67841.46627446184,1.1144577660761245E7,7481.371386307679,15236.53633490653,0,0,2.998431943596414E7,0,0,6642.0197166284215,0,108858.79381338137,156536.8852914881,35760.21092672961,0,1462308.4325844808,1779687.0595315495,0,0,0,0,10972.372295899946,0,543910.8035036004,1754231.617099882,0,0,0,1779712.1234876085,1715876.4042625187,1900642.2416121713,1697025.7320221853,1581416.6531939139,1459028.1844115583,1445507.6955820557,
4319,627.1548633631313,2.5184390166666657,0,0,0,0,0,14771.296313396098,0,157333.56171724293,0,100188.51023414683,0,19231.915473915462,5949.930298447187,96694.24538561582,0,121290.78287356532,1053601.9490172784,0,0,50780.21954422236,0,80457.9075634402,217620.5411132823,0,0,8409.853523235299,0,11263.51451667041,0,2039893.5801903699,44820.27129587387,85982.5071032403,0,0,0,0,0,107507.42826534409,0,132147.83466679617,186499.93257278315,149132.11673455033,107596.13149175938,114934.34192766224,124192.12835572846,95876.48969062473,
1386,611.2452570957578,4.1926373382352935,22561.17593535765,177766.64311946504,0,4069.7292781480046,0,0,210841.17824891,0,259226.2478617626,2392.5822120015005,0,35101.021247840494,0,65031.508419286525,5520.707520533426,71206.53043872319,93069.2065656376,409703.6910716549,96804.82972509257,16828.262367335825,40796.217031689324,0,22568.281384116275,724115.4784956044,662791.4874625376,3027.507167058013,0,14911.803992031366,7824.119060097541,0,0,50103.882366153535,563445.714635032,0,39086.532946423606,40330.11604097715,88979.14031234324,1358.4309697822937,0,123679.11310953174,100900.63450988095,100776.85861060726,118023.18815629082,105807.74482845492,110849.72697572561,96204.9932781736,
5003,420.259403237406,3.2598742300000003,39155.61862464767,36144.022390204125,0,84497.54131954286,0,41875.245035370106,0,36833.48819495229,28032.797135689012,0,0,5894.5311416615805,7037.334387735484,15822.691857008733,25916.04531737994,6277.855982304101,3259.1642988604376,0,0,14100.74056143884,32627.604275844576,6927.132794219338,0,0,0,12118.455957799799,0,22872.68458318078,0,552749.3977015726,0,17591.86859237411,28464.492819696905,0,0,16797.30077801946,24459.535620501563,895.416280083955,0,16956.067148249665,29237.25507117291,19042.012850319494,39511.58860987555,31180.053417802315,11900.81898836426,28051.225693233326,
1466,447.220417420455,4.383201587179487,322414.58395358094,60820.38854391797,492675.5392144548,2669.7286381546346,465503.2175540216,291093.96546062443,108983.41539556382,18927.549312858377,696534.0155288307,33294.93924348148,506084.1620012745,3939944.136842632,0,442904.7618085218,388655.38030021795,0,7224.012112413583,1477.70699176605,137507.38082802296,7017.411843408156,302156.6681640578,39734.59617120536,75895.8370651869,0,0,32859.522728031545,291536.08233588777,0,298291.54405574035,11576.162193792064,44753.72425614898,0,59215.868999067345,76366.54852444655,204122.25207324434,103188.81295080803,91905.26255326223,29823.356902640666,0,476535.5497664391,506921.7291707596,500619.67102074705,435426.6641922153,390005.8650151396,401930.6194780407,387089.4118429433,
4842,347.16247247630054,7.155965049999999,0,0,0,0,1714.576052140285,0,0,0,0,0,1394.9144720742893,0,0,0,0,0,0,1820.5651729515037,0,0,0,0,2728.4217868503238,267366.43849479593,22928.116687683294,0,8569.803317111388,0,3261.711427242771,896.5979316035035,0,0,0,0,0,0,0,0,0,2370.7290873046195,0,0,0,0,3844.8701168830507,2038.1142893480364,
744,316.2846911892435,6.422374013043475,406898.3690922094,3668391.1938975076,1.4633787313669125E7,3295092.670781736,1402529.1045248692,4803660.676930232,650022.3709894792,8480336.79990737,4300428.047817253,5365697.924965861,719352.5953454347,3831282.527706849,8196515.767320673,1.4703295434264796E7,4687548.574446322,2.7466052656207286E7,4831978.7731423285,1456508.228769708,800661.79734936,6231652.265239372,2402760.626759378,2965281.9444500087,628929.7477131255,6043874.22361883,206761.72035871752,792275.5448802726,2990443.3351894035,1.288118634015834E7,837778.2644444263,7812872.443124796,2648647.505182719,3.6879774887941256E7,1253932.8695690383,522214.3372533589,4343984.773336127,1591862.632472023,761538.6587186186,2635303.391050408,48400.89089843309,6158033.354205403,6278524.253555118,5950590.537619409,5721720.343297811,5177871.0208659,5341439.613913066,4990185.324502478,
2652,446.2028552354848,4.627986106249999,0,0,0,0,1678525.0027353659,0,53724.88940343168,0,1514093.926261022,0,840013.0659791748,0,0,0,1808.2805982480395,0,0,0,22596.196244288287,0,0,0,122623.003667568,0,900001.6892396595,0,0,0,0,0,0,0,0,8715.366436281965,0,0,0,0,0,192488.13337898356,222119.88256109133,195153.4133800563,182729.6289541193,185956.55074398074,183137.22892494634,173923.48028622544,
1788,339.1957140022069,2.2072229375000005,162828.75121092275,0,2290303.7430257876,34210.35011943719,156452.1109366063,18642.925025077064,21714.859564125083,23949.079769004016,517800.7715756011,8075.916984729514,108722.04982758407,0,0,13312.637816004077,0,0,0,1412383.6548257328,0,0,0,0,51594.22494532665,909017.0312160203,526077.522949198,0,1127570.8020907552,23025.99287393569,171569.86798737771,107843.1584626791,31172.159534079856,8025.911614415027,851404.0261931203,178702.034420397,63053.845435182266,0,13208.088194561135,0,0,232269.2076307393,221758.236656432,242620.55359974634,240190.9628373231,186945.3959647279,231902.67710564172,196062.92815332848,
1506,256.13328327117495,3.2371820857142857,0,0,3.489919101890368E7,14007.488161426983,1.2063590047059659E7,0,3065326.060620939,0,1.4097713856882727E7,0,5008805.768558259,0,0,0,0,0,0,1293028.3794763377,2110128.2992742267,0,0,0,7338069.855258586,4796588.938092876,2.7495618308727905E7,796.386954039559,2.0257620021387536E7,0,3456727.2642791434,0,0,0,0,0,0,0,0,0,0,5295624.52131887,5385595.048048705,5343049.034917035,5047779.995137146,4641659.284165863,4434634.210987634,4451956.526374151,
422,352.1392499682324,2.5639307463414633,2106939.8833389836,473536.7433082739,5286424.126508076,13532.659215310146,2450275.0201626117,7591.004499792438,455869.82187477377,755460.439468144,1816754.8135240325,50673.93324776314,2953353.3065828388,1094683.0822297463,40704.913199140836,472245.2497985012,1473736.2553868021,5675.744354540067,10167.831932015637,2083419.1143171168,309400.99806743575,11513.668062247492,0,884031.674581224,2407429.376269349,1014869.3940467961,479752.4046669401,435376.3142401136,1342898.2433542495,0,518095.5342506957,0,0,33726.71539326689,776149.3588897856,1885627.1446026645,4310.509087875017,3714.2615262743075,102812.30203781395,622801.4282882253,0,588287.7692879976,979398.2647442957,598346.8298061864,715429.5931289108,653961.751068658,610815.8546390424,671161.6419848015,
5023,220.06061967670112,2.5267960875,0,0,0,0,0,0,0,0,0,885164.0551281666,0,0,4483.33169132827,23481.041505096524,0,0,19712.64886560938,0,0,1880.8724478076597,0,0,0,0,0,0,0,64417.67595642489,0,201828.27158701606,1184345.6059904567,0,0,0,35208.334055352454,0,0,0,0,40170.93428208924,39713.408338611494,44758.19191113296,54000.63925299054,25538.02008757008,33980.45609104718,29719.926148471342,
4882,331.15358135003396,3.5843055354838707,0,30213.617547140435,0,3169.552266070351,0,0,332012.4495272082,9410.628042870067,109117.92563344988,0,0,18438.557115383992,0,243868.0882931483,11152.859734803165,87293.46541826909,100769.09171980317,47546.23425810949,137382.17729980155,28393.615376914728,5000.56371751829,183731.0484758439,11338.721018308344,14143.598924273309,1581696.1660610442,104022.71124331643,0,6361.748735068096,0,0,0,51514.57057674604,72175.88541892955,0,12658.126000684711,0,0,121941.59926493005,0,83737.02061008016,101811.24671766718,111084.83031320968,87788.70720528485,55969.07210949192,101367.2544754861,65291.61423012763,
4701,832.3241936350383,4.43606285,0,0,0,0,10277.967815020582,0,0,0,0,0,13435.398192690765,0,0,0,0,0,0,0,0,0,0,0,713458.9189277377,13663.47340582,0,0,0,0,0,0,0,0,0,0,0,0,3752.538938086056,0,0,11647.519460496798,20002.245263212313,0,12608.81042949611,5627.279335693093,0,18365.60542495289,
4962,736.3384373491522,4.184237018181817,0,0,0,0,0,0,0,0,27391.258214633333,0,53436.74796657951,0,0,0,0,0,0,109380.77515832976,0,0,0,0,0,0,0,0,0,0,1958875.9090749144,0,0,0,0,0,0,0,0,0,0,62861.06788885085,54055.786313112236,60929.1565237957,46712.240518084196,60323.38732580545,40420.97459315626,44361.968579705885,
5083,617.2212406579106,3.97697695,0,0,0,0,0,16957.852665389302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,497898.91027300665,0,0,0,0,9473.454949666844,0,0,0,0,2971.901888688021,0,
2712,494.2962595286221,4.387112995121952,839004.9840674666,19254.950313603804,81723.01698244692,0,562408.2123380007,96944.96921281438,228260.6507284489,0,650359.4063425116,1070747.9585036035,1849063.0351396173,25484.591797787874,92652.64765752459,18042.299541015658,39016.14076521067,9948.652557331201,62175.41540284878,116226.53573067991,487562.16625786864,80866.56624469689,4762.269938632437,3736.840494345627,2027806.9212506707,240471.7999456683,166663.09231745696,17118.514551436652,45468.19020219478,65888.93662976411,686979.1064383567,0,2662989.2955046566,31321.71383529769,658772.6279997192,342414.2732217124,198532.52655563582,6177.646232348168,425410.6545657638,0,0,300519.6734323938,335343.21342533844,348660.727230937,463876.5891150308,444454.0135291292,382809.0505848579,430371.9892917418,
5103,247.16701573331866,0.6843562866666667,0,0,0,0,0,0,0,0,0,0,0,30561.735757150647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1980702.2114852162,0,0,0,0,0,86847.16506365863,0,
1868,337.1761627049268,4.024695861111112,0,0,1596406.4349228418,0,48266.69279095379,0,41958.44752342563,0,192114.5496771334,0,137128.24885374066,0,0,0,0,0,0,0,24088.345356715177,0,0,0,122690.1317273015,39493.31557254662,95542.70861356107,0,151776.79133939036,0,21923.005442872643,0,0,0,0,0,0,0,0,0,0,57220.40464553016,57188.111856018084,48978.70637714336,84629.42874375636,80325.7041688856,67429.44296997534,72407.47858863273,
1446,287.1621262629674,6.458005754761904,22276.7699516044,144961.08971046726,71848.36043766368,85217.36403668718,111768.6961233231,152233.17662573289,22078.053887813243,73598.31917541695,13899.845541482751,0,96091.64376909776,38487.801408801766,152844.21753419924,53522.573115035055,56790.90187933125,115186.95972217493,0,127093.02836108212,45249.91271768613,187586.27912795573,123032.26186933806,1920.326304401068,95651.02284728875,1514221.5419765285,208237.2688001963,51186.559622877015,132213.41546157395,761.9552555199191,113995.41486786447,0,628.6834405106199,34275.29523516484,45578.246638041725,6180.098209564372,45039.549034584146,76855.3854417979,15611.97387789993,57749.02517015733,0,147935.44505392198,158834.47748437693,149919.09598390255,129791.25419705051,130985.63625457145,132235.12401835242,150210.6929843098,
4199,617.1482350055135,2.8552211588235297,0,0,0,0,0,150806.25005308096,0,0,0,0,0,147339.0312807277,99083.49335996251,0,75179.94462703094,372356.421122384,7003143.058238157,0,0,0,0,750165.6707630809,0,0,0,156039.2739712041,0,0,0,0,0,351607.6077716863,0,0,0,0,0,1255831.8926707946,0,434220.8228778653,341932.7442192149,319547.6091090365,346948.07675622246,440024.82570761675,320019.2307001541,267276.41257872595,
745,307.2056324867686,6.00805050888889,877098.0008448875,1091266.8016454666,1600348.125688413,1905413.598542581,1231269.2515045947,944651.1654063883,1534328.3176477917,1384909.3367998598,461036.97970392316,317773.5666391957,1038940.5414259575,2073577.9616418495,191364.64174891,362473.9429750077,1225923.595368837,1711468.5801079557,1089886.1615375616,809167.7116486276,1045670.3984110707,1119613.3567631466,405343.83997431706,1074488.367996019,611384.255314477,523280.40924354864,382021.5503753555,1004805.6681685435,1790732.2541597912,419808.1177907192,1551526.668324245,1256412.0745258087,185164.09338635337,2227297.9533526814,1553703.4864609002,1498726.33609621,1500106.2358775889,1101121.7730757466,1467741.2141848558,1833751.1516822206,0,1324245.2578943418,1316010.7730551702,1267010.8315312238,1264563.1159071876,2215764.5936086737,2113171.2090713764,2062117.3181277835,
4922,392.1916874137479,1.8492880281250001,245785.1389538735,0,213549.76854432636,33250.293754640654,85908.36120503342,16626.253663441592,303889.6569318972,0,288295.4126469241,314216.6136014519,155644.5158803368,0,92710.62289905461,0,80651.31780072648,0,282393.2056663836,46729.66311186015,594050.5021522325,0,0,0,88529.23575380002,1106135.6362797655,0,0,341187.2076175773,61194.98487975266,309981.0003461416,9577.297961355483,285834.88214104116,0,1417829.9548368622,417079.90096157754,0,8827.433870706915,386355.4283004686,0,0,85736.17306303096,105397.34470064109,169549.49186333295,135296.89612978723,92184.44757595257,125517.97305351065,124610.35515487262,
1647,595.1662789843402,2.6778045769230774,18056.53169232412,0,3843510.222819758,0,161488.5256894452,0,0,228998.2364270416,1936475.404032732,0,173504.80807446013,0,7209022.741590816,0,9902329.58288493,0,29580.84862739653,66603.05008647635,0,24621.072105718617,0,2.485731890091318E7,72250.77371872345,0,0,0,1016955.2862179995,87363.44560618795,456846.20997196855,1.7525944200785708E7,0,0,72125.50084600826,0,0,0,0,2.8324219951857466E7,0,4849340.255307541,4685817.152207721,4436647.079636131,4409059.78314173,3181481.398672824,3972935.0974456617,3187244.7733673616,
4219,597.1441834790561,2.9419475523809524,0,0,0,0,0,5660.618215933787,0,42853.60101247509,0,1899674.589849524,0,0,5571.0582465688985,0,0,81913.3671156265,0,2770941.4121664423,0,0,0,5614382.438438399,0,7500734.689464725,0,7.300081214710616E7,0,0,0,32302.087468746064,6601711.070656196,22011.45303622572,5264735.750744608,0,0,0,0,3491750.827371893,0,3897923.520786543,3919124.529728713,3482405.821756065,4250603.266110231,3635357.9057913283,3554071.383023344,3301368.57377504,
1165,135.11696346574576,3.586532413043478,2408893.4540462187,1249788.6703833814,814551.6963901538,1804208.2439471274,1148065.1725101809,809318.5563401552,428172.8923797713,1011965.3976815734,2063803.5298109099,3875057.5658617863,1452424.6462656204,432021.4538121063,679579.2627818189,1941020.7680778294,896585.3969563274,420658.0880372808,2302995.168365101,1999339.9555741588,854709.2275902916,720108.8152563676,408786.55623960035,89177.87223087918,810993.5861627122,1388969.9076050895,1446511.94308651,222931.07316982487,1434559.8506290806,218738.31044714327,1336412.0785836908,432718.4991964035,4734728.881447173,742174.071984091,1743864.1987979885,1187048.8673855802,201927.6273854476,472649.0590501057,1637426.9121162884,181316.81048239034,18539.01064357582,1678662.5242515756,1423579.148237464,1503779.87987902,1384808.2693312878,1462503.3389776042,1368757.2071618552,1436162.0797011096,
1566,272.14913840468694,3.1439638377777777,40671.46107127733,68022.0543198441,1.5789101766632607E7,36881.13343487367,1.7397243656442404E7,220513.69054192328,1.892957122385772E7,112914.40617401332,1.1061812169667419E7,0,1.311491049768245E7,163482.93739836296,16834.588385166484,61153.098217041435,59667.32949512854,84057.26660174923,122053.21203398329,2713591.9909860166,2.6314239060637947E7,190819.47522830844,93376.52948145983,113076.46447215432,1.7286286140049458E7,7903323.455349031,1.9592731090560734E7,165562.29104001122,2.3411637754023112E7,70182.64142142197,1.5920660835027307E7,66944.24539239831,7213.815152266145,89762.68836295157,63515.86609563627,1214132.0692724513,70123.98393803212,27662.100669717678,933514.8893222575,54019.486554275994,26456.537188391245,1.679432060909367E7,1.5639068584736336E7,1.7132116301551968E7,2.009266371845163E7,2.0948585202008817E7,2.106090065198969E7,1.8646139567188166E7,
1707,620.3630707300919,7.255874861363634,65525.44104065714,34114.13851321903,3692288.754785199,20795.769140137203,3688184.413200656,27545.08361179015,1309669.5383194229,35285.45501789951,3031610.088749372,75944.3359916136,3083061.8463890553,493347.1830652215,320020.73883723206,21398.9654632674,34863.596371328895,864315.4480912564,236514.73563731165,741753.9935090307,705585.6150667715,16518.265601956817,444368.03067904623,68281.77552337213,3378309.3134746277,2174586.74219688,535795.1690459714,29307.06052948204,434827.2240670765,140437.08194876916,255575.89055052065,396741.4550588425,0,2464636.8501242874,69629.93980891666,42625.159479989925,15876.547146382369,28252.904578526206,9636.011425197485,30585.27870545127,0,805965.8718369241,784348.7151286866,824811.5311302785,757257.8503732062,764905.660732642,685658.5475506885,659832.3562852415,
4299,376.30591115727503,4.724025835714286,0,0,48781.09770550666,0,0,0,0,0,0,0,0,0,0,0,0,0,1305581.862337657,0,0,0,0,0,18754.078487529867,0,0,0,73215.660114934,0,0,54772.240142897754,541.3245536176953,0,0,0,0,0,715.7988938892383,0,0,9983.450397097142,14091.778231167344,8060.055028848469,14818.26176546489,15150.6163730755,21626.280687778104,14897.238086963847,
