row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1687161692_PMA_BK_ALC_01_20230619131304.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,Unnamed: 32
75,202.97046057857062,0.5093223,,,,112.0,,,,,,,7893.585999999999,10655.114,0.0,8238.303,13140.812,0.0,38714.664,13562.898000000001,4257.505999999999,25440.03,0.0,0.0,7633.135,19517.275,9846.023000000001,10270.778,15008.221000000001,0.0,11733.258999999998,
76,328.89798668708875,0.50943834,,,,112.0,,,,,,,21920.129,3913.5240000000003,68954.86,43870.742,42811.977,42564.78,160399.4,58763.765999999996,38837.125,37044.844,0.0,0.0,57662.848,0.0,30534.943,51287.254,29732.713,0.0,17994.914,
77,198.94016516984107,0.50946283,,,,112.0,,,,,,,59153.25,22762.908,148492.84,97379.95,112740.77,83985.19,414664.28,129923.72,79283.766,130217.555,0.0,0.0,120338.21,29683.166,81969.58,122020.875,85908.82,15872.226999999999,65329.15,
79,201.97408152722664,0.509488,,,,112.0,,,,,,,8114.204000000001,11117.962,4481.442,7619.846,13631.891000000001,0.0,38048.78,12897.586000000001,0.0,27204.42,0.0,0.0,7741.9883,18564.389,10021.526,9019.263,12865.511999999999,0.0,11805.358999999999,
80,126.98984358174489,0.50954634,,,,112.0,,,,,,,0.0,0.0,39367.68,14904.786,0.0,0.0,55054.055,0.0,0.0,0.0,0.0,0.0,20840.045,0.0,0.0,18509.566000000003,0.0,0.0,0.0,
83,362.88575114091003,0.50956607,,,,112.0,,,,,,,0.0,0.0,40924.36,0.0,0.0,0.0,41487.555,9646.363000000001,10202.690999999999,0.0,0.0,0.0,17461.32,0.0,4318.6924,13329.952,0.0,0.0,0.0,
86,241.96385107707403,0.50969076,,,,112.0,,,,,,,18338.453,0.0,48247.3,33321.023,39313.25,32461.975,146678.92,46955.297,25846.697,42902.074,0.0,0.0,38425.937999999995,0.0,25228.13,38529.3,26579.147999999997,0.0,21182.229,
89,216.95079570176568,0.50982493,,,,112.0,,,,,,,120095.44,46495.86,264171.97,190452.83,215380.28,176885.39,773173.1,254176.42,151949.45,240474.03,0.0,0.0,217053.94,59735.023,155191.5,224350.55,165288.75,34822.742,126847.46,
90,239.9667040132797,0.50982493,,,,112.0,,,,,,,148949.66,63084.523,362054.66,255232.53,284763.94,236067.12,1080858.9,352832.03,202181.33,314180.3,0.0,0.0,281760.0,76870.08,205299.8,292962.7,215062.56,42373.46,160536.77,
91,143.99696378952498,0.509847,,,,112.0,,,,,,,17218.527,0.0,68722.44,30114.516,24866.112999999998,31927.686,88191.24,32045.865,29460.637000000002,24797.312,0.0,0.0,42372.723,0.0,19796.25,36744.875,19472.566000000003,0.0,15741.016000000001,
92,280.99339454851133,0.50984985,,,,112.0,,,,,,,9651.368,0.0,22946.943,16006.27,16612.77,16681.058999999997,66042.16,22603.424,12880.956,20216.504,0.0,0.0,17040.33,0.0,10930.111,17196.193,13886.007,0.0,9256.962,
93,442.8782889552121,0.50983715,,,,112.0,,,,,,,14962.889,0.0,18547.34,28623.281000000003,28269.865,24634.137000000002,77709.46,36309.96,18798.861,30542.652000000002,0.0,0.0,25332.676,0.0,20704.297,27947.647999999997,20561.043,0.0,13820.49,
94,217.9518364473031,0.50992584,,,,112.0,,,,,,,14381.293,0.0,36868.223,26003.994,28521.586,23414.83,105914.4,34545.82,20755.365,30805.014,0.0,0.0,29811.36,7456.5815,20425.234,30297.336,22272.757999999998,0.0,16282.018,
96,240.9681502948769,0.51007086,,,,112.0,,,,,,,21982.088,0.0,57548.234000000004,38726.09,46718.414000000004,36262.797,172759.92,55929.047,31785.525,49927.535,0.0,0.0,43139.64,11109.878999999999,30619.8,48023.715,32744.16,0.0,24934.775,
98,268.9480085114792,0.51020396,,,,112.0,,,,,,,0.0,15014.624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22327.85,0.0,0.0,0.0,27084.75,0.0,0.0,11140.688999999998,0.0,12393.148000000001,
99,257.9772352720282,0.5102287999999999,,,,112.0,,,,,,,52624.023,22414.41,99259.52,78306.91,84649.06,75168.375,272533.66,103494.586,63540.76,92998.53,0.0,0.0,85234.83,25843.975,64403.953,89046.05,69262.05,0.0,53402.793,
100,244.9984470043792,0.5103442,,,,112.0,2.0,[M+NH4]+,,2.0,163;100,226.9646,0.0,6739.015,0.0,0.0,0.0,0.0,17076.582,0.0,0.0,12687.344,0.0,0.0,0.0,11511.49,0.0,4952.1055,0.0,0.0,7217.2007,
103,346.90870894103597,0.5104348,,,,112.0,,,,,,,11858.241000000002,0.0,30260.2,24201.611,21405.41,25779.736,72277.99,29685.865,19949.201,17165.42,0.0,0.0,26903.707000000002,0.0,0.0,26716.105,15538.107,0.0,9552.917,
105,474.8332012788264,0.51091695,,,,112.0,,,,,,,0.0,0.0,59074.2,9969.854,0.0,14430.266000000001,53457.945,10632.208999999999,11791.236,0.0,0.0,0.0,20878.433999999997,0.0,0.0,16447.947,0.0,0.0,0.0,
106,234.9613776000828,0.51104903,,,,112.0,,,,,,,23919.452999999998,10357.05,45999.715,35764.32,38414.445,34822.46,118245.91,47470.86,31277.362999999998,44570.84,0.0,0.0,39373.527,11549.059,29678.342,42230.24,31198.451,0.0,25946.756,
107,344.8756166255426,0.51105,,,,112.0,,,,,,,0.0,0.0,140384.66,32189.135,21746.336,39525.21,160951.06,37673.96,32964.277,11061.473999999998,0.0,0.0,60824.085999999996,0.0,12701.412,45599.492,10646.615,0.0,6465.946999999999,
112,423.9555592334393,0.51116735,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12682.088,0.0,0.0,0.0,0.0,0.0,
116,385.9018976832525,0.51124585,,,,112.0,,,,,,,0.0,0.0,52081.707,10242.662,8111.4355,14963.653999999999,53215.085999999996,0.0,12576.408000000001,0.0,0.0,0.0,20234.627,0.0,4765.543,15819.821000000002,0.0,0.0,0.0,
118,255.94435064710706,0.51155156,,,,112.0,,,,,,,36199.89,0.0,344084.88,99854.9,76070.35,115803.92,444805.16,117678.09,99175.55,50631.168,0.0,0.0,151210.52,0.0,49500.074,125333.94,45676.41,0.0,25843.297000000002,
120,588.8132586186922,0.5117012,,,,112.0,,,,,,,0.0,0.0,19215.588,5731.4014,0.0,0.0,28732.97,0.0,0.0,0.0,0.0,0.0,9962.02,0.0,0.0,6799.474,0.0,0.0,0.0,
125,572.8361356709735,0.5122057,,,,112.0,,,,,,,4003.573,0.0,0.0,0.0,0.0,9696.555,38617.562000000005,12914.493999999999,7940.104,0.0,0.0,0.0,0.0,0.0,6769.548000000001,10124.315999999999,0.0,0.0,0.0,
126,214.91770781732814,0.5122634,,,,112.0,,,,,,,77838.32,8328.155,664100.2,190694.08,163769.97,204718.62,863296.94,218079.25,197449.52,104538.086,0.0,0.0,306084.38,0.0,107503.086,262826.03,93153.35,10626.794,58664.0,
129,232.92844515043652,0.5134233,,,,112.0,1.0,[M+K]+,,2.0,82;129,193.96489,31296.621,0.0,245091.03,76569.055,60156.67,84843.59,301162.1,87652.05,76536.914,39061.215,0.0,0.0,118554.52,0.0,41131.94,97190.586,37264.09,0.0,21030.873,
132,251.16029110208117,0.51450753,,,,,,,,,,,0.0,0.0,69725.47,10182.493,12294.653,25646.593999999997,0.0,0.0,8277.46,6349.5109999999995,0.0,0.0,0.0,0.0,0.0,0.0,37143.508,0.0,0.0,
140,273.9549958934995,0.51566046,,,,112.0,,,,,,,5208.451,0.0,39294.4,0.0,0.0,16268.29,43628.395,14401.3125,15093.764,0.0,0.0,0.0,19641.295,0.0,0.0,15671.435,0.0,0.0,0.0,
159,414.3899795853233,0.5165859,,,,112.0,,,,,,,0.0,0.0,11963.944,0.0,0.0,0.0,30754.457000000002,0.0,0.0,0.0,0.0,0.0,6233.5303,0.0,0.0,0.0,0.0,0.0,0.0,
164,130.0863066508559,0.5181690999999999,,,,586.0,8.0,[M+H]+,,1.0,340,129.07898,0.0,20195.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6230.1245,0.0,0.0,0.0,0.0,34222.625,0.0,
184,180.9897451781378,0.5248333000000001,,,,15.0,5.0,[M+ACN+NH4]+,,2.0,184;187,121.92956000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,555598.9,192402.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
188,259.8937688351054,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122656.48,108880.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
189,285.89326856851346,0.5248333000000001,,,,15.0,5.0,[2M+ACN+H]+,,2.0,278;189,121.92956000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629831.8,356494.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
190,326.91976045188414,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271501.34,64492.155999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
192,328.9150629649012,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2108770.2,568732.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
193,336.8023006194674,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210754.83,171815.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
194,359.8183494352935,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250697.11,118673.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
196,364.79734652650467,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307947.9,161280.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
197,436.72731599199994,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39723.246,49675.242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
198,462.7268122890836,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60522.652,44952.434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
199,505.7489096249855,0.5248333000000001,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175614.23,53067.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
208,282.9016690247628,0.5278383000000001,,,,,,,,,,,13301.282,0.0,16201.368,19565.29,17540.166,17225.314,21942.42,30117.79,14451.646999999999,0.0,0.0,0.0,20027.162,0.0,20595.455,22125.56,14288.527,6130.3535,12916.958,
223,288.89064941009065,0.5299523,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258897.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
231,146.9373862026573,0.5302603,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91208.01,26859.236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
238,164.94805140937913,0.5305684,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54478.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
249,298.87912445228335,0.53322655,,,,,,,,,,,6530.093000000001,0.0,35223.32,16573.332,10970.118999999999,0.0,25062.234,22384.945,15127.746000000001,0.0,0.0,0.0,26275.531000000003,0.0,0.0,0.0,0.0,0.0,0.0,
255,142.9618134759731,0.53525305,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286366.44,232598.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
258,286.89253444643913,0.53525305,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87965.914,50596.926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
259,318.79161225811924,0.53525305,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152639.88,203754.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
261,828.5119916225287,0.53525305,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64924.39,18940.879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
278,139.96329678843452,0.54045296,,,,15.0,5.0,[M+NH4]+,,3.0,278;189;187,121.92956000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,777500.6,579721.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
280,157.97383590529458,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86224.99,52318.015999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
281,159.9691605975906,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1692469.8,935964.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
283,187.964066256539,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88147.64,11754.876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
284,246.8617847419297,0.54045296,,,,15.0,10.0,[2M+H]+,,2.0,203;284,122.92752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281730.4,322114.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
285,264.8726560339288,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240088.77,224633.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
286,287.8885756770245,0.54045296,,,,15.0,10.0,[2M+ACN+H]+,,2.0,203;286,122.92752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5097934.0,2860490.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
288,300.9201782668264,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100148.36,37208.883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
290,305.8992105758647,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433065.47,266988.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
291,405.82341296830805,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214660.53,52622.335999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
292,464.722243677702,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251977.34,175172.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
294,481.72499574297933,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101651.125,64929.164000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
296,582.6571808821997,0.54045296,,,,15.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143999.67,89479.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
311,131.5424492299206,0.5414874,,,,,,,,,,,29576.576,0.0,18917.354,0.0,38315.34,24678.697,0.0,12376.469,34502.93,0.0,0.0,0.0,0.0,41200.906,0.0,18978.979,47288.703,14135.545,38724.867,
317,332.99791825995186,0.5439986,,,,,,,,,,,16059.277,0.0,18919.328,0.0,25267.39,17584.041,19166.076,9082.085,0.0,24830.475,0.0,0.0,0.0,0.0,0.0,10205.1,23640.172000000002,0.0,10270.403,
319,252.88253847530183,0.5443286,,,,28.0,,,,,,,20808.145,11290.662,53107.55,48886.363,38760.527,32762.682,18876.621,81959.23,29676.984,17042.334,0.0,0.0,74425.68,0.0,51475.137,56820.54,21238.541,10832.821000000002,21027.132999999998,
325,200.00040401059337,0.54591227,,,,15.0,12.0,[M+ACN+NH4]+,,2.0,254;325,140.93991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80629.96,71717.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
330,236.905017061528,0.54756135,,,,,,,,,,,38828.26,75762.125,18228.984,50935.3,53640.87,30945.662,0.0,91943.11,28726.102000000003,40215.45,0.0,0.0,52880.1,73784.59,76005.55,42171.176,43838.015999999996,45919.676,49914.297,
331,265.0232578584348,0.5476316999999999,,,,449.0,,,,,,,144497.03,39487.223,364406.7,165735.64,195625.2,284219.44,0.0,129535.39,271356.9,0.0,0.0,0.0,157364.98,0.0,57340.97,159698.8,195098.56,39195.54,0.0,
333,404.8279128423565,0.54848003,,,,28.0,,,,,,,11284.784,0.0,0.0,15427.071000000002,16715.014,0.0,0.0,43438.082,0.0,0.0,0.0,0.0,20171.121,22543.058999999997,31749.292999999998,13666.931,10687.021999999999,17708.816000000003,0.0,
337,249.04623985841243,0.5495491,,,,397.0,,,,,,,122063.61,153334.75,62332.758,104429.61,158863.28,131930.31,0.0,70901.414,114154.53,236859.52,0.0,0.0,46242.477,188324.73,0.0,62508.96,212572.8,83224.734,144121.11,
340,147.11275997273026,0.54988694,,,,586.0,8.0,[M+NH4]+,,2.0,164;340,129.07898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13332.773000000001,0.0,0.0,9143.783000000001,0.0,74368.52,0.0,
342,236.07970032237083,0.5503578,,,,523.0,,,,,,,0.0,29958.244,0.0,705333.25,0.0,120788.88,0.0,0.0,54744.035,46600.785,0.0,0.0,0.0,148013.89,38727.152,188788.64,113797.13,0.0,361760.72,
343,320.8664046683485,0.55055606,,,,28.0,,,,,,,47988.613,118022.57,17851.54,66327.734,71100.586,32514.914,0.0,165812.03,32166.658,32804.066,0.0,0.0,85620.734,0.0,130302.695,57989.793,48684.437999999995,67305.51,62426.668,
359,336.8437681468177,0.55162144,,,,28.0,,,,,,,39678.08,26365.885,65938.92,84940.555,73608.65,55268.97,0.0,172121.81,52648.49,22204.324,0.0,0.0,149323.98,13815.208999999999,106256.18,88195.97,36462.08,23026.767999999996,39612.117,
365,266.15974725889845,0.55232644,,,,,,,,,,,0.0,82590.84,34809.94,0.0,0.0,48952.08,0.0,0.0,0.0,12326.454,0.0,0.0,0.0,15491.527,0.0,0.0,66558.54,101756.56,0.0,
372,139.53111996662082,0.5534631,,,,449.0,,,,,,,61017.37,13219.733999999999,166742.05,68185.516,81703.5,109796.34,41765.773,49254.63,126674.25,62043.43,0.0,0.0,62067.22,13735.659,0.0,66831.82,75462.266,11857.517,36053.24,
