ConfidenceScore_sirius	CSI:FingerIDScore_sirius	ZodiacScore_sirius	SiriusScore_sirius	molecularFormula_sirius	adduct_sirius	InChIkey2D_sirius	InChI_sirius	name_sirius	smiles_sirius	xlogp_sirius	ionMass_sirius	id
0.843207355166488	-51.78654942252323		38.91385585088457	C14H15NO5	[M + H]+	QXEBSJWHWIIVGU	InChI=1S/C14H15NO5/c16-11-5-3-9(8-12(11)17)4-6-13(18)15-7-1-2-10(15)14(19)20/h3-6,8,10,16-17H,1-2,7H2,(H,19,20)		C1CC(N(C1)C(=O)C=CC2=CC(=C(C=C2)O)O)C(=O)O	1.20000005	278.10274953858897	5400
0.8367260284983649	-16.54496221755095		57.82927558634103	C22H18O11	[M + Na]+	SDUIRYIRCLFWGA	InChI=1S/C22H18O11/c23-14-6-1-12(2-7-14)4-9-17(26)32-19(21(28)29)20(22(30)31)33-18(27)10-5-13-3-8-15(24)16(25)11-13/h1-11,19-20,23-25H,(H,28,29)(H,30,31)		C1=CC(=CC=C1C=CC(=O)OC(C(C(=O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)C(=O)O)O	2.4000001	481.07428567616176	6226
0.8359456216716379	-189.9665062720001		52.60804936931101	C6H9BN3O2	[M + Na]+	WYWPCZCQJWHIQC	InChI=1S/C6H9BN3O2/c1-7-3-5-6(10(11)12)8-4-9(5)2/h4H,3H2,1-2H3		[B](C)CC1=C(N=CN1C)[N+](=O)[O-]	0.0	188.07121740668111	6916
0.8324447719875118	-7.725301797975853		36.44031699478082	C13H18N2O3	[M + H]+	KTZNZCYTXQYEHT	InChI=1S/C13H18N2O3/c14-7-1-2-8-15-13(18)6-4-10-3-5-11(16)12(17)9-10/h3-6,9,16-17H,1-2,7-8,14H2,(H,15,18)	N-Caffeoylputrescine	C1=CC(=C(C=C1C=CC(=O)NCCCCN)O)O	0.644495785	251.1390203043367	4396
0.8236544822945079	-135.69076002915332		41.590424291161206	C29H41NO4	[M + K]+	SHKKIDJLQGJDLG	InChI=1S/C29H41NO4/c1-2-3-4-5-6-7-8-9-10-11-12-13-22-34-26-18-16-25(17-19-26)30-29(33)21-15-24-14-20-27(31)28(32)23-24/h14-21,23,31-32H,2-13,22H2,1H3,(H,30,33)	(E)-3-(3,4-dihydroxyphenyl)-N-(4-tetradecoxyphenyl)prop-2-enamide	CCCCCCCCCCCCCCOC1=CC=C(C=C1)NC(=O)C=CC2=CC(=C(C=C2)O)O	8.37654209	506.2671356201172	5047
0.819476814130386	-139.20161027232967		14.153330174389106	C17H33N3O9	[M + K]+	WDCXWNGJIZOZFF	InChI=1S/C17H33N3O9/c1-2-3-8(22)16(27)20-7-4-6(18)15(14(26)11(7)23)29-17-10(19)13(25)12(24)9(5-21)28-17/h6-15,17,21-26H,2-5,18-19H2,1H3,(H,20,27)		CCCC(C(=O)NC1CC(C(C(C1O)O)OC2C(C(C(C(O2)CO)O)O)N)N)O	-4.19999981	462.1826382747701	488
0.8140778639852656	-95.24356276396674		40.94623161138569	C19H26O12	[M + H]+	OQLJKOCUPPXSDK	InChI=1S/C19H26O12/c20-6-12(23)13(24)7-30-19-18(28)17(27)16(26)14(31-19)8-29-15(25)4-2-9-1-3-10(21)11(22)5-9/h1-5,12-14,16-24,26-28H,6-8H2		C1=CC(=C(C=C1C=CC(=O)OCC2C(C(C(C(O2)OCC(C(CO)O)O)O)O)O)O)O	-2.5999999	447.1494379776498	5520
0.8124298280688048	-2.7193690155353702		112.97590424881558	C9H17NO5	[M + H]+	GHOKWGTUZJEAQD	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	vitamin B5	CC(C)(CO)C(C(=O)NCCC(=O)O)O	-1.10000002	220.11805362953015	113
0.8073938375483377	-199.5710878600156		40.74644235226449	C21H36FNO14	[M + H]+	YWUXADJECGMFMP	InChI=1S/C21H36FNO14/c1-6-12(27)14(29)16(31)20(33-6)37-18-11(23-7(2)26)19(32-3)35-9(5-25)17(18)36-21-15(30)13(28)10(22)8(4-24)34-21/h6,8-21,24-25,27-31H,4-5H2,1-3H3,(H,23,26)		CC1C(C(C(C(O1)OC2C(C(OC(C2OC3C(C(C(C(O3)CO)F)O)O)CO)OC)NC(=O)C)O)O)O	-4.80000019	546.2187467501784	162
0.799200046683288	-138.30909989947182		141.07574919899412	C19H28O7	[M + H]+	VAXHELKDGGSASL	InChI=1S/C19H28O7/c1-19(2)7-12(21)6-11-5-10(3-4-13(11)19)9-25-18-17(24)16(23)15(22)14(8-20)26-18/h5-6,13-18,20,22-24H,3-4,7-9H2,1-2H3		CC1(CC(=O)C=C2C1CCC(=C2)COC3C(C(C(C(O3)CO)O)O)O)C	-0.5	369.1908874511719	1012
0.7926716665699516	-216.5485503583976		37.158579732915726	C23H40N5O13P	[M + H]+	SXKBLUNRKAZEEM	InChI=1S/C23H40N5O13P/c1-33-20-19(39-13-12-38-11-10-37-9-8-36-7-6-35-5-4-34-3-2-29)17(14-40-42(30,31)32)41-23(20)28-16-27-18-21(24)25-15-26-22(18)28/h15-17,19-20,23,29H,2-14H2,1H3,(H2,24,25,26)(H2,30,31,32)		COC1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)(O)O)OCCOCCOCCOCCOCCOCCO	-2.71928382	626.2427637992494	586
0.790676662223064	-189.1195031339196		7.903922467259946	C30H52NO9P	[M + Na]+	XKPMLDDSSSQKID	InChI=1S/C30H52NO9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-29(33)38-24-27(32)25-39-41(36,37)40-26-28(31)30(34)35/h3-4,6-7,9-10,12-13,27-28,32H,2,5,8,11,14-26,31H2,1H3,(H,34,35)(H,36,37)		CCC=CCC=CCC=CCC=CCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC(C(=O)O)N)O	3.29999995	624.3290825373741	5187
0.788259629616741	-243.7953826978521		21.78076528231165	C25H23N7O8	[M + Na]+	IQGOYWRDGQGVLC	InChI=1S/C25H23N7O8/c33-22(16-4-8-18(9-5-16)31(37)38)26-12-14-28-24(35)20-2-1-3-21(30-20)25(36)29-15-13-27-23(34)17-6-10-19(11-7-17)32(39)40/h1-11H,12-15H2,(H,26,33)(H,27,34)(H,28,35)(H,29,36)		C1=CC(=NC(=C1)C(=O)NCCNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)NCCNC(=O)C3=CC=C(C=C3)[N+](=O)[O-]	1.70000005	572.1497192382812	6177
0.7775801525814883	-0.5237629441469356		5044.572355074732	C24H50NO7P	[M + H]+	ASWBNKHCZGQVJV	InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/p+1	1-16:0-lysoPC	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O	5.5999999	496.3399537201108	86
0.7686424076235825	-9.336039361130734		57.77899618380819	C16H22O9	[M + H]+	VSJGJMKGNMDJCI	InChI=1S/C16H22O9/c1-2-7-8-3-4-22-14(21)9(8)6-23-15(7)25-16-13(20)12(19)11(18)10(5-17)24-16/h2,6-8,10-13,15-20H,1,3-5H2	Sweroside	C=CC1C2CCOC(=O)C2=COC1OC3C(C(C(C(O3)CO)O)O)O	-0.899999976	359.1331687795083	5251
0.7536940562520252	-59.56673716057006		46.74850317245804	C13H13NO7	[M + H]+	YNHFZQQNJPOYRC	InChI=1S/C13H13NO7/c15-9-3-1-7(5-10(9)16)2-4-11(17)14-8(13(20)21)6-12(18)19/h1-5,8,15-16H,6H2,(H,14,17)(H,18,19)(H,20,21)		C1=CC(=C(C=C1C=CC(=O)NC(CC(=O)O)C(=O)O)O)O	0.0	296.07696855628166	1021
0.7501647446311595	-175.82502989359745		68.2622521451514	C15H27N3O11	[M + K]+	GOMRBNUUUWZNIL	InChI=1S/C15H27N3O11/c16-18-17-2-1-3-26-14-12(25)10(23)13(7(5-20)28-14)29-15-11(24)9(22)8(21)6(4-19)27-15/h6-15,19-25H,1-5H2	(2S,3R,4S,5R,6R)-2-[(2R,3S,4R,5R,6R)-6-(3-azidopropoxy)-4,5-dihydroxy-2-(hydroxymethyl)oxan-3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol	C(CN=[N+]=[N-])COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)O)O)O)O	-2.9000001	464.1271667480469	5777
0.7446300733615772	-215.65930563212723		86.13128636558704	C16H31NO9S2	[M + H]+	XDRONYWVTYLXRW	InChI=1S/C16H31NO9S2/c1-2-3-4-5-6-7-8-9-12(17-26-28(22,23)24)27-16-15(21)14(20)13(19)11(10-18)25-16/h11,13-16,18-21H,2-10H2,1H3,(H,22,23,24)		CCCCCCCCCC(=NOS(=O)(=O)O)SC1C(C(C(C(O1)CO)O)O)O	2.29999995	446.1494690654936	5602
0.7426546096386288	-2.679281383631647		111.73544486879376	C20H35NO2	[M + H]+	HBJXRRXWHSHZPU	InChI=1S/C20H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-20(23)21-18-19-22/h3-4,6-7,9-10,22H,2,5,8,11-19H2,1H3,(H,21,23)	Alpha-LEA	CCC=CCC=CCC=CCCCCCCCC(=O)NCCO	5.0	322.2740783691406	1475
0.7310962387777433	-11.147304163593471		62.96094673417839	C22H43O9P	[M + Na]+	JSKJPUCKVIJTKI	InChI=1S/C22H43O9P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-22(26)29-17-21(25)19-31-32(27,28)30-18-20(24)16-23/h7-8,20-21,23-25H,2-6,9-19H2,1H3,(H,27,28)	1-(9Z-hexadecenoyl)-glycero-3-phospho-(1''-sn-glycerol)	CCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCC(CO)O)O	3.29999995	505.2541542163975	2803
0.729300056967942	-166.86050846302757		64.26959638395275	C13H32N3O7P	[M + Na]+	UJHGMEVCCLZZPZ	InChI=1S/C13H32N3O7P/c17-7-1-14(2-8-18)13-24(23,15(3-9-19)4-10-20)16(5-11-21)6-12-22/h17-22H,1-13H2		C(CO)N(CCO)C[P+](N(CCO)CCO)(N(CCO)CCO)[O-]	-4.0999999	396.1866502514826	4459
0.726182679516246	-2.305623597035425		52.9029322047923	C8H11NO2	[M + H]+	VYFYYTLLBUKUHU	InChI=1S/C8H11NO2/c9-4-3-6-1-2-7(10)8(11)5-6/h1-2,5,10-11H,3-4,9H2	intropin	C1=CC(=C(C=C1CCN)O)O	0.407974631	154.08628267812776	5368
0.7194740735905852	-135.072724825192		52.8975341915349	C22H32O12	[M + Na]+	YNHVFRBKBDUJAG	InChI=1S/C22H32O12/c1-10(2)29-21(11(3)12(4)23)34-22-20(32-16(8)27)19(31-15(7)26)18(30-14(6)25)17(33-22)9-28-13(5)24/h10,17-22H,3,9H2,1-2,4-8H3		CC(C)OC(C(=C)C(=O)C)OC1C(C(C(C(O1)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	0.600000024	511.1788024902344	4358
0.7100483599844036	-216.34366136861863		26.85827976997488	C22H35NO16	[M + H]+	CLHKYRACUIWKAE	InChI=1S/C22H35NO16/c1-3-23(7(2)27)20-15(32)13(30)18(9(5-25)35-20)38-22-17(34)14(31)19(10(6-26)37-22)39-21-16(33)12(29)11(28)8(4-24)36-21/h1,8-22,24-26,28-34H,4-6H2,2H3		CC(=O)N(C#C)C1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O	-6.30000019	570.2030944824219	384
0.7086147053351174	-0.6423949009751384		107.57945730393946	C6H14N4O2	[M + H]+	ODKSFYDXXFIFQN	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)	arginine	C(CC(C(=O)O)N)CN=C(N)N	-1.63495886	175.1190423885743	3747
0.7058949782514337	-343.1256659724867		77.4231362992103	C33H41N5O13	[M + H]+	GYMWVMUCQGEQBE	InChI=1S/C33H41N5O13/c34-21(10-13-26(40)41)29(46)35-22(11-14-27(42)43)30(47)36-23(12-15-28(44)45)31(48)37-24(16-19-6-8-20(39)9-7-19)32(49)38-25(33(50)51)17-18-4-2-1-3-5-18/h1-9,21-25,39H,10-17,34H2,(H,35,46)(H,36,47)(H,37,48)(H,38,49)(H,40,41)(H,42,43)(H,44,45)(H,50,51)	(4S)-4-amino-5-[[(2S)-4-carboxy-1-[[(2S)-4-carboxy-1-[[(2S)-1-[[(1S)-1-carboxy-2-phenylethyl]amino]-3-(4-hydroxyphenyl)-1-oxopropan-2-yl]amino]-1-oxobutan-2-yl]amino]-1-oxobutan-2-yl]amino]-5-oxopentanoic acid	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)N	-0.359411597	716.2770937153584	2157
0.6988849173713664	-2.051529762630439		93.6914588083228	C10H20N2O4	[M + H]+	BQBCIBCLXBKYHW	InChI=1S/C10H20N2O4/c1-5(2)4-7(10(15)16)12-9(14)8(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)	threonylleucine	CC(C)CC(C(=O)O)NC(=O)C(C(C)O)N	-0.547524393	233.14910994122724	741
0.6953076901856026	-0.941391275418298		104.29697796198218	C13H17N3O4	[M + H]+	OMSMPWHEGLNQOD	InChI=1S/C13H17N3O4/c14-9(7-11(15)17)12(18)16-10(13(19)20)6-8-4-2-1-3-5-8/h1-5,9-10H,6-7,14H2,(H2,15,17)(H,16,18)(H,19,20)	L-Phenylalanine, L-asparaginyl-	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC(=O)N)N	-0.897579372	280.128460523115	6424
