	feature_id	rank_spec	msms_score	libname	structure_wikidata	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	structure_nameTraditional	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_wikidata	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	organism_taxonomy_10varietas	matched_domain	matched_kingdom	matched_phylum	matched_class	matched_order	matched_family	matched_tribe	matched_genus	matched_species	score_taxo	score_max_consistency	final_score	rank_final	component_id	structure_taxonomy_npclassifier_01pathway_consensus	freq_structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass_consensus	freq_structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class_consensus	freq_structure_taxonomy_npclassifier_03class
10	1022	4.0	0.32495207	ISDB	http://www.wikidata.org/entity/Q27158076	IESVDEZGAHUQJU-PYFUMDFMSA-N	InChI=1S/C46H80NO8P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-27-29-31-33-35-37-39-46(49)55-44(43-54-56(50,51)53-41-40-47(3,4)5)42-52-45(48)38-36-34-32-30-28-26-19-17-15-13-11-9-7-2/h8,10,14,16,20-21,23-24,27,29,33,35,44H,6-7,9,11-13,15,17-19,22,25-26,28,30-32,34,36-43H2,1-5H3/b10-8+,16-14+,21-20+,24-23+,29-27+,35-33+/t44-/m1/s1	CC/C=C/C/C=C/C/C=C/C/C=C/C/C=C/C/C=C/CCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C	C46H80NO8P	nan	805.56215515	1-hexadecanoyl-2-(4E,7E,10E,13E,16E,19E-docosahexaenoyl)-sn-glycero-3-phosphocholine	IESVDEZGAHUQJU	Fatty acids	Glycerophospholipids	Glycerophosphocholines	http://www.wikidata.org/entity/Q2557995	Aphis gossypii	1026471.0	['Eukaryota']	['Metazoa']	['Arthropoda']	['Insecta']	['Hemiptera']	['Aphididae']	['Aphidini']	['Aphis']	['Aphis gossypii']	nan	['Eukaryota']	nan	nan	nan	nan	nan	nan	nan	nan	1	3	3.7998082637786865	1	67	Fatty acids	0.21052631578947367	Glycerophospholipids	0.21052631578947367	Glycerophosphocholines	0.21052631578947367
11	1028	6.0	0.0	MS1_match	http://www.wikidata.org/entity/Q105215130	PUJPMGBYYYNBII-OGVVJMRYSA-N	InChI=1S/C24H39NO4/c1-6-25-12-22(2)8-7-18(28-4)24-14-9-13-16(27-3)11-23(29-5,19(14)20(13)26)15(21(24)25)10-17(22)24/h13-21,26H,6-12H2,1-5H3/t13-,14-,15+,16+,17-,18+,19-,20+,21-,22+,23+,24-/m1/s1	CCN1C[C@]2(C)CC[C@H](OC)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](OC)(C[C@@H]6OC)[C@@H](C[C@H]23)[C@@H]14	C24H39NO4	pos_2_2proton1ammonium	405.2879087279999	8-O-Methylsachaconitine	PUJPMGBYYYNBII	Alkaloids	Pseudoalkaloids	Terpenoid alkaloids	http://www.wikidata.org/entity/Q15373848	Delphinium verdunense	142827.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Delphinieae']	['Delphinium']	['Delphinium verdunense']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	nan	nan	nan	6	1	6.5	1	124	Alkaloids	0.3333333333333333	Ornithine alkaloids	0.3333333333333333	Tropane alkaloids	0.3333333333333333
12	1034	1.0	0.47760996	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	GMURXYJSTRMISD	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.9104398488998413	1	1458	Amino acids and Peptides	0.5	Small peptides	0.5	Dipeptides	0.5
13	1042	9.0	0.5985135	ISDB	http://www.wikidata.org/entity/Q105166959	MLQSJCKTTGXTJK-UHFFFAOYSA-N	InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(19(22)23)15-18(21)16-20/h17-18,20-21H,2-16H2,1H3,(H,22,23)	CCCCCCCCCCCCCCC(CC(O)CO)C(=O)O	C19H38O4	nan	330.277009696	2,3-Dihydroxypropylhexadecanoicacid	MLQSJCKTTGXTJK	Fatty acids	Fatty Acids and Conjugates	Branched fatty acids	http://www.wikidata.org/entity/Q682257	Actaea racemosa	512702.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Cimicifugeae']	['Actaea']	['Actaea racemosa']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	nan	nan	nan	6	2	9.394053936004639	1	89	Fatty acids	0.5609756097560976	Fatty Acids and Conjugates	0.3170731707317073	Hydroxy fatty acids	0.1951219512195122
14	1044	1.0	0.60292405	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	ZAFZFHLQBNISDI	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	2.411696195602417	1	-1	nan	nan	nan	nan	nan	nan
15	1045	1.0	0.41453975	ISDB	nan	nan	nan	nan	nan	nan	nan	nan	TWCSVHBIZBYAON	nan	nan	nan	nan	nan	nan	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0	0	1.6581590175628662	1	20	Shikimates and Phenylpropanoids	0.3076923076923077	Phenylpropanoids (C6-C3)	0.27472527472527475	Cinnamic acids and derivatives	0.27472527472527475
16	1046	1.0	0.90654796	ISDB	http://www.wikidata.org/entity/Q72461994	LUTYTNLPIUCKBJ-UHFFFAOYSA-N	InChI=1S/C15H8O7/c16-5-1-9(19)13-11(2-5)22-15(20)12-6-3-7(17)8(18)4-10(6)21-14(12)13/h1-4,16-19H	O=c1oc2cc(O)cc(O)c2c2oc3cc(O)c(O)cc3c12	C15H8O7	nan	300.027002596	Demethylwedelolactone	LUTYTNLPIUCKBJ	Shikimates and Phenylpropanoids	Isoflavonoids	Coumestan	http://www.wikidata.org/entity/Q857092	Eclipta prostrata	189995.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Asterales']	['Asteraceae']	['Heliantheae']	['Eclipta']	['Eclipta prostrata']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	9.126191854476929	1	708	Shikimates and Phenylpropanoids	0.3333333333333333	Isoflavonoids	0.3333333333333333	Coumestan	0.3333333333333333
17	1047	1.0	0.44595972	ISDB	http://www.wikidata.org/entity/Q104667635	QUZHZFAQJATMCA-QAZQWDDOSA-N	InChI=1S/C45H74O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,38-39,42-46,49-51H,3-4,9-10,15-16,21-37H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-/t38-,39-,42+,43+,44-,45-/m1/s1	CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](CO[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC	C45H74O10	nan	774.5281985680001	1,2-Di-O-alpha-linolenoyl-3-O-beta-galactopyranosyl-sn-glycerol	QUZHZFAQJATMCA	Fatty acids	Glycerolipids	Glycosyldiacylglycerols	http://www.wikidata.org/entity/Q158335	Ranunculus fluitans	961752.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	['Ranunculeae']	['Ranunculus']	['Ranunculus fluitans']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ranunculales']	['Ranunculaceae']	nan	nan	nan	6	0	7.783838868141174	1	-1	nan	nan	nan	nan	nan	nan
18	1049	2.0	0.0	MS1_match	http://www.wikidata.org/entity/Q104667391	AXCXHFKZHDEKTP-UHFFFAOYSA-N	InChI=1S/C10H10O2/c1-12-10-6-4-9(5-7-10)3-2-8-11/h2-8H,1H3	COc1ccc(C=CC=O)cc1	C10H10O2	pos_1_1proton	162.06807956	2-Propenal, 3-(4-methoxyphenyl)-	AXCXHFKZHDEKTP	Shikimates and Phenylpropanoids	Phenylpropanoids (C6-C3)	Cinnamic acids and derivatives	http://www.wikidata.org/entity/Q10926628	Morina chinensis	68249.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	['Unknown']	['Morina']	['Morina chinensis']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Dipsacales']	['Caprifoliaceae']	nan	nan	nan	6	1	6.5	1	164	Shikimates and Phenylpropanoids	0.7692307692307693	Coumarins	0.5384615384615384	Simple coumarins	0.5384615384615384
19	105	3.0	0.2077749	ISDB	http://www.wikidata.org/entity/Q105189158	OBTMNFZFNXQANA-PSRVQCNGSA-N	InChI=1S/C45H70O10/c1-12-25(3)37(50)54-35-36(55-38(51)26(4)13-2)45(24-52-39-34(49)33(48)29(23-46)53-39)21-20-43(10)27(28(45)22-40(35,5)6)14-15-31-42(9)18-17-32(47)41(7,8)30(42)16-19-44(31,43)11/h12-14,28-36,39,46-49H,15-24H2,1-11H3/b25-12+,26-13+/t28-,29+,30-,31+,32-,33-,34-,35-,36-,39-,42-,43+,44+,45-/m0/s1	C/C=C(\C)C(=O)O[C@H]1[C@H](OC(=O)/C(C)=C/C)[C@]2(CO[C@H]3O[C@H](CO)[C@H](O)[C@@H]3O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2CC1(C)C	C45H70O10	nan	770.49689844	[(3R,4R,4aR,6aR,6aS,6bR,8aR,10S,12aR,14bS)-4a-[[(2S,3S,4R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]oxymethyl]-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-4-[(E)-2-methylbut-2-enoyl]oxy-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicen-3-yl] (E)-2-methylbut-2-enoate	OBTMNFZFNXQANA	Terpenoids	Triterpenoids	Oleanane triterpenoids	http://www.wikidata.org/entity/Q7200983	Planchonia careya	3901629.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Ericales']	['Lecythidaceae']	['Unknown']	['Planchonia']	['Planchonia careya']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	3	6.331099629402161	1	285	Terpenoids	0.3170731707317073	Triterpenoids	0.2682926829268293	Oleanane triterpenoids	0.17073170731707318
20	1051	3.0	0.3599206	ISDB	http://www.wikidata.org/entity/Q105265693	TWBGKCDUZOAOPO-RUZDIDTESA-N	InChI=1S/C26H46O3/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-25(28-3)24-22-23(2)29-26(24)27/h22,25H,2,4-21H2,1,3H3/t25-/m1/s1	C=C1C=C([C@@H](CCCCCCCCCCCCCCCCCCC)OC)C(=O)O1	C26H46O3	nan	406.344695332	3-[(1R)-1-methoxyicosyl]-5-methylidenefuran-2-one	TWBGKCDUZOAOPO	Polyketides	nan	nan	http://www.wikidata.org/entity/Q15606981	Cinnamomum tenuifolium	5699220.0	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	['Laurales']	['Lauraceae']	['Unknown']	['Cinnamomum']	['Cinnamomum tenuifolium']	nan	['Eukaryota']	['Archaeplastida']	['Streptophyta']	['Magnoliopsida']	nan	nan	nan	nan	nan	4	0	5.439682364463806	1	-1	nan	nan	nan	nan	nan	nan
