row ID,row m/z,row retention time,1685365277_ALC_dbgi_QC03_neg_20230530152214.mzML Peak area,
1798,338.07429881997064,1.0022475,2.975471254944976E8,
3219,455.1425087911534,0.6705935,1.6118566864997876E8,
5312,751.2713751396415,2.159369,2.205923408774685E7,
2351,383.12092838056003,0.62576047,5.520482121914248E7,
2809,421.2098124449975,4.2069824,3.3414798932283014E7,
164,149.00782031870725,1.9617641,5.834289299896998E7,
3099,447.1363224126897,0.62576047,9.196308838338356E7,
4236,551.1803650688003,3.8761013,5.669169209742406E7,
716,227.09202449297553,2.8547206,4.0613556792897105E7,
2411,389.1102348325285,2.3588531,3.1334192843532693E7,
2843,425.1110779786605,2.7521567,3.0716372287790302E7,
1993,355.159769449974,9.9582274,6.1695966824206404E7,
5013,675.1994575128382,2.928216,2.493168553091723E7,
4459,579.1371513274167,3.0219216,4.008799050256247E7,
3218,455.1222052460297,2.8085688,3.0764736530718148E7,
3456,473.57333758354065,3.0128008,2.8730640815914094E7,
5730,895.2026945826999,3.1895517,2.985868835139389E7,
4909,654.509876188785,11.704384,5.442818821941608E7,
2922,433.20967882879773,2.7104882,5.6086716425085716E7,
3554,481.26023118575813,8.1240084,5.5402240171613626E7,
186,152.0702304618328,0.84639232,8.236210083989628E7,
4111,537.0864761811791,4.9966522,5.144516721208795E7,
4600,597.1708366027732,1.7575362,3.041923958510368E7,
2132,367.10525814176026,2.8307062,3.1533810858829994E7,
5263,741.190395760629,2.2857598,1.5836160639026672E7,
4309,559.3168274051178,7.3855758,3.825626706108923E7,
2048,359.17244479465217,3.4855268,2.7906385715190984E7,
3505,477.14695003947804,0.62576047,6.839997325841422E7,
2881,430.103898686679,3.0219216,4.288382820610325E7,
1906,347.1722734653331,3.4538478,2.3968293495589904E7,
466,192.99743083862157,10.338735,6.076525315740043E7,
1556,315.1098943304999,1.9077769,3.1246573019030754E7,
1359,299.05462249372096,0.6616248,1.221464531993467E8,
23,128.9580617441913,0.55759632,4.3132325255198196E7,
1302,295.0463339577568,2.2951743,3.787988188477365E7,
5455,795.4636484384027,6.8635814,3.425791401260063E7,
2164,371.06437440680895,1.8324399,4.849267271060761E7,
3706,493.23254606290465,4.2416364,7.779602283037546E7,
2459,393.10515550133584,1.0022475,7.406366705193989E7,
3292,461.11082245221115,2.4950022,3.442718769478792E7,
615,213.1495566864424,5.0345019,2.8942576740348686E7,
470,193.04980317539486,2.1397796,5.147738790927831E7,
4276,555.2314324101856,2.9503783,2.0378010040381823E7,
356,179.0338835811482,1.9617641,3.663122834058126E7,
2590,403.1991415487657,4.8065389,3.1035955231844302E7,
2264,377.1824860783082,3.0820295,2.4035425341456026E7,
4576,595.1334800551064,2.8963307,2.50213834824479E7,
3332,463.25827688749735,4.0435731,2.390232707708115E7,
4900,653.1747860867758,2.7210173,1.6366973301367814E7,
1789,337.0938531508439,2.2857598,3.7761393821105585E7,
471,193.04990147612926,3.7716957,3.5374033704733215E7,
4107,536.213045216447,3.0031363,1.8954583351280767E7,
152,147.02852914203405,1.0420723,6.541503947421145E7,
4145,539.1012492146959,5.1609573,3.006532481195383E7,
3412,471.0777432970809,0.58732744,3.2720285826203194E7,
4696,614.504411783992,11.704384,3.173015172682886E7,
1329,297.0624236561706,2.1822814,2.5911723272399493E7,
2863,427.1305239703796,2.9717469,1.683590896091021E7,
2297,379.1598978790846,9.4711223,2.3113525001481906E7,
4340,563.1439089564415,2.5272249,1.5989958506971376E7,
712,226.9958514980449,0.63468538,6.283432669488664E7,
1237,289.0722498585866,2.6138056,2.3886422967177518E7,
4712,619.1718904256494,3.7716957,1.9071928427039366E7,
5863,981.5959804751333,10.876521,4.895963045011489E7,
5812,953.5639945666152,10.427685,3.0482022230965905E7,
1123,279.05097153027504,3.0717129,2.247774141541231E7,
1809,339.09461167704626,0.80502383,9.207289532474287E7,
109,137.02307415131895,2.2134874,3.328362489504868E7,
3128,449.11003608347954,3.277297,1.6709596765143977E7,
467,192.99745838741578,9.4938534,4.674029265380633E7,
4811,637.1422910003661,2.2951743,1.938118101876688E7,
1270,293.030386312578,3.0128008,2.692264812471181E7,
3011,439.18183015042445,3.0717129,1.7693056805638626E7,
1057,269.0466956873852,4.5314552,3.360574124662247E7,
2465,393.1777759148784,3.310303,1.5153790839431947E7,
3068,445.0798010473838,3.5070371,1.8047675117174823E7,
2609,405.1411155162457,3.1039856,1.9958778613924526E7,
2329,381.105321232324,0.91401897,1.08447405820681E8,
5170,719.2031001124634,0.62576047,4.188942459168209E7,
1677,326.07406612390395,0.6616248,7.070944798276798E7,
2498,395.19282321604254,2.6248575,1.8121642936647743E7,
3034,441.19927849609377,3.4644853,1.7252985207037687E7,
3478,475.1098383171811,2.0882215,3.1152217058277167E7,
58,133.01271495186802,2.7210173,1.7977613253430996E7,
5336,758.5478121279926,11.411224,3.580436093608827E7,
3391,469.1515231105917,3.5288786,1.8561484626301683E7,
4337,563.0695124026918,2.1397796,1.5638831666713754E7,
2070,361.1677610995652,7.158194,2.9125469202195797E7,
1501,311.1701537100871,8.1428478,1.0288544812168834E8,
817,239.05549956956327,2.2857598,1.4372678536257917E7,
794,236.05641024683308,2.5582746,1.835688381359269E7,
2596,404.08316736364344,2.0882215,2.9565415849000856E7,
2826,423.1072897899791,2.9825323,6.750904275320438E7,
2984,437.10975429408813,2.8757059,1.5564679538241876E7,
5929,1031.252903141016,3.3671672,1.0753829006728804E7,
4560,593.1388512397293,3.9833152,1.7063166878889993E7,
5806,949.2362171754421,2.4117694,1.1512878013675451E7,
1112,277.2174925183889,8.9647089,2.2755134738870844E7,
3289,461.07397974742776,3.3671672,1.7137144502634823E7,
257,163.03832561843268,3.06269,1.6983620741569508E7,
1774,335.0786623813496,2.7001612,1.4006441523146844E7,
3698,493.1005398536672,3.1895517,2.8436422776247043E7,
3387,469.10087812203074,3.3769004,1.5335799231080795E7,
4546,591.1008075391723,2.7210173,1.0217421807474364E7,
4441,577.161845618366,3.1582457,9847066.465223808,
855,242.9399271243383,0.54765683,2.214192305466476E7,
5338,759.2360036081503,2.3253074,1.6199226642906195E7,
3293,461.1112266938099,3.2005308,1.5056987598293917E7,
1457,309.06302997256046,3.310303,1.316490852554799E7,
145,146.04434081516837,0.5979273,4.98261346529794E7,
560,207.06578200376708,3.6536362,1.6968203516908098E7,
204,155.03364238132318,3.1475666,2.964767752998739E7,
308,173.0077034885918,0.84639232,1.6279016898260146E8,
5183,721.3714454803832,6.7973047,1.3464351344936114E7,
87,135.02831364786698,2.5272249,1.729070183792771E7,
3105,447.152875772372,2.6248575,1.81940133872573E7,
482,194.08174473833543,6.4356592,2.1955637384107124E7,
1039,267.0513520859438,2.7001612,3.895906070297844E7,
558,207.06553302252308,4.3961208,1.953710981795458E7,
4933,657.1680730661773,2.159369,9967589.649717847,
4604,597.1873771422412,3.8761013,1.0649004980385996E7,
2770,419.1201937292607,2.4651274,1.7793425755969524E7,
4965,663.3103612050339,4.4303851,1.1059645552588847E7,
1859,343.1042729398823,2.4950022,1.460344628316618E7,
1664,325.18579095562967,8.9647089,8.189332536465032E7,
324,175.02326852136693,0.65258948,7.05019130598233E7,
2720,413.14656731270054,4.1708327,1.2728668056720316E7,
2819,422.14150023285725,8.9647089,2.7268961151591066E7,
4440,577.1597777106315,3.4340584,1.120811426217799E7,
3580,483.27558739472926,8.4701915,2.5239450209303956E7,
5044,683.2277588298645,0.61655637,3.618180450716206E7,
3365,467.08505576589357,2.6775823,3.730904881883689E7,
5204,725.1967989727162,2.4224464,8931363.878522113,
5211,727.1556113633985,3.1783872,1.002715178831047E7,
4074,533.1731419385546,1.326112,8.235894317499489E7,
1638,323.13608147221674,2.4224464,1.0954410688107515E7,
5372,771.178863744413,3.0820295,1.328088511787934E7,
4898,653.1384673559504,2.0882215,1.7491497013357546E7,
1280,293.21349752660416,7.1333879,2.112133618272922E7,
3646,488.1641059539628,0.61655637,3.279116372068437E7,
26,129.0175114268158,1.0521847,4.755967008361182E7,
256,163.03854838994747,2.5272249,2.3216926919500265E7,
5215,727.247913924864,2.6460366,8563047.551229857,
801,237.04020859974776,3.4101836,1.8000783870837286E7,
5320,755.2070867980244,2.2350727,7541214.924163586,
5536,817.5151910288107,10.989648,1.2233239783578314E7,
5832,959.6059572140603,11.668481,3.529839747529523E7,
2394,387.1667711569171,2.6248575,1.6073095635895403E7,
4351,564.3336478926855,7.3560323,1.3056137652938928E7,
2190,373.0551955149278,0.91401897,6.027452296207693E7,
942,254.01514159001076,0.63468538,1.9315674046791054E7,
2259,377.0878105790826,1.2864352,8.44942591815705E7,
3987,522.1994498007651,2.6357596,8218301.649234818,
2373,385.11579801734115,2.569358,1.0299903740761602E7,
1027,265.07530015742,3.4644853,8552118.46471672,
3104,447.15165010843134,3.4855268,2.7549198735758007E7,
700,225.07615738488843,3.1475666,3.13690464818881E7,
5998,1119.5710152812003,4.9220797,1.0427637222036842E7,
1686,326.9026026970942,0.54765683,1.3915486858694801E7,
325,175.02343244472775,1.2864352,5.517398457763409E7,
5373,771.2019708840007,2.1198109,7108454.173233799,
89,135.04392979689675,3.7357189,2.7674361066987004E7,
5293,747.2714476189745,3.0926857,6549231.875809307,
659,218.10331826885866,1.7910006,1.0802210544931442E7,
2604,405.04436195806704,0.90363568,6.896397496233092E7,
1276,293.1772730992078,5.9946872,1.184288016196071E7,
965,257.0667177122335,1.8554461,9942281.547333298,
3960,519.1881109108924,3.4340584,9425696.785610452,
2332,381.1753195741169,10.04635,1.1045772862557916E7,
4354,565.1223334728704,3.114946,8944516.218409518,
1488,311.040845613976,3.0128008,1.5662189638907123E7,
5568,821.5481962642378,11.619127,1.113457714751044E7,
5107,698.529689419333,11.704384,1.4305810812105343E7,
88,135.04346693878588,2.504475,2.6548840795014743E7,
4406,571.091373996741,4.114006,9752655.181915995,
664,219.08667767305337,2.8963307,1.1614484644182662E7,
5668,859.541244143357,11.268544,2.3481243918809813E7,
718,227.12868386177644,4.9220797,8894802.770908387,
4825,639.1201343420208,2.7210173,7862058.545192156,
3237,457.07984636104146,3.3217238,1.2006186478301127E7,
3299,461.1677347841398,2.9934634,6995680.235825952,
2761,417.21474191684484,3.6312967,1.12245504787417E7,
2689,410.86358299289844,0.54765683,1.0778036864601854E7,
4221,549.1631259751208,4.1366849,3.532181552661208E7,
5595,831.5072817151462,10.892946,2.0616275663025334E7,
1239,289.0719959098859,2.3043513,2.043511424095235E7,
4444,577.2723454547042,7.143242,1.1092415856596947E7,
5330,757.1857762197021,2.1299838,7162107.711123241,
4871,649.1418691625867,2.2951743,1.3708641597127918E7,
278,165.05447001689754,3.6536362,1.007103682360251E7,
507,198.00373085075537,1.8434649,1.6642407649859468E7,
215,157.04919768535026,2.7104882,1.0959290814760538E7,
141,145.06044456695062,0.58732744,1.8212768007083476E7,
275,165.03866531962925,0.61655637,2.459352244742738E7,
4826,639.1209891844732,2.2659245,6800837.520644866,
5443,793.5148412768294,11.200611,9628893.560944716,
5795,941.4056800963043,4.2900652,7959764.40818388,
1959,353.1107678845266,1.6742556,1.1988685270215474E7,
3791,503.1212069052915,3.5070371,8748274.55823137,
165,149.00761395788948,0.64371453,2.9474949049935833E7,
4336,562.317998511546,6.8898729,1.0123881085149288E7,
4071,533.1522639664815,2.0882215,1.2181363695611317E7,
690,223.06106669086273,3.277297,1.0670486523695737E7,
65,133.04882170611188,1.1841442,3.007985115493133E7,
1881,345.1194292472873,2.1397796,8530755.359022405,
3130,449.1315886984167,2.4857397,7885734.622858962,
918,251.08298547982466,6.4039219,1.297074493701021E7,
1922,349.11299422549,8.1853913,1.04626397657019E7,
713,227.05543869152245,2.1299838,1.1965935857925395E7,
4381,567.2102673665975,3.2005308,7001427.160133884,
3886,511.24161641747094,3.3441778,1.078101717038398E7,
4643,605.2795317421788,10.352239,8223877.724086807,
3222,455.21700097689535,3.7941623,6299455.862932186,
242,161.02285325782847,2.0882215,2.4872649684726097E7,
2442,391.16099895412367,3.0312778,7856261.752241501,
980,258.9178769684318,0.53855688,1.1711689270224445E7,
153,147.04383805703674,3.6536362,9026990.792105207,
1274,293.12452292777374,2.3910466,7055497.853132383,
2169,371.0994145811037,2.0152366,6529350.2486729035,
3356,466.1141990866002,2.5169707,6073847.231382321,
3132,449.13117240686904,2.8862684,6753797.177201124,
4650,607.1677594278219,3.4964121,1.2538957503270049E7,
128,142.99704715688344,0.84639232,5.704998379700717E7,
1682,326.198480888859,2.8307062,7348202.1172034675,
5205,725.2319205250997,2.9403263,1.3050634906335732E7,
170,149.04404592018622,0.63468538,3.907841078952999E7,
335,176.03898710579358,1.8554461,6740427.95877893,
1320,296.8829766146927,0.55759632,1.0036698417545103E7,
5321,755.2079841556543,2.7873002,5441344.549056029,
4918,655.3117093875468,4.4074228,9193328.446633324,
2669,409.1362784534686,0.91401897,4.9912058449873805E7,
4758,625.1425192595374,2.2350727,5248356.120708558,
1491,311.07755031539176,2.7001612,1.0659217827987872E7,
2302,379.1984407098242,3.4644853,2.0214829078066744E7,
167,149.0076677029072,2.2761078,1.285065177055533E7,
2746,415.19726791975137,3.4964121,7027798.967806088,
3984,521.224165327997,3.0820295,5653959.822792797,
4744,623.1656312645148,3.2881823,2.009615166556366E7,
3463,474.1103819084814,2.4117694,4972449.582166505,
3447,473.1428976540521,3.0128008,1.712747969224447E7,
1330,297.06287549606634,2.5477726,6990062.239484396,
1666,325.1859009541701,8.7935955,2.4145400573481537E7,
5784,933.2371691668211,2.6670552,5489988.476420412,
4821,638.3659731765295,8.9647089,7795312.37560816,
3442,473.1114652462136,4.2786299,6339670.616968817,
4393,569.1733242899271,0.95194577,2.5722696611336783E7,
5381,776.5569895763632,11.114938,1.779706245746084E7,
559,207.06544825489746,2.6775823,1.3421094893242426E7,
5472,798.5523014118199,11.411224,8644957.76990429,
2665,409.0901664647662,2.4651274,7612335.948828031,
529,203.01889211038997,0.81545295,2.58847232233014E7,
3220,455.1427814821527,1.3663014,5.2222202802336395E7,
3396,469.2319402902766,4.4976847,5261547.661696707,
3755,499.12731928654705,3.6651444,1.6361214524310008E7,
5940,1041.2580976592944,3.1783872,5587019.65178586,
4565,593.2761797556706,6.8262754,8239056.680129554,
5090,693.3524225904977,8.9757173,7241705.554075046,
3496,476.28088366919957,7.3161096,7188215.050213691,
3157,451.1074754758772,2.6041848,5169332.13327979,
5874,993.5636236640051,10.427685,5770577.620595838,
3621,487.0895013883215,3.4644853,1.3480674203152455E7,
884,245.13963376075642,3.8051018,6159802.248305903,
2692,411.11473821025044,0.91401897,3.407802303659321E7,
2598,404.1051075849508,1.326112,4.6292495585615635E7,
2600,404.1224022548676,0.91401897,1.4860553678432547E7,
853,242.11882910374203,5.9078585,8308873.445437944,
5533,817.3647568565157,4.2069824,5787590.28544163,
1273,293.08836151471746,0.94277083,3.579590146201664E7,
3143,450.1234643345077,2.9825323,2.692934568987417E7,
1417,305.0705218238161,2.569358,1.2009434567382727E7,
5687,871.198623724207,3.1475666,4685876.357808053,
4908,654.361599489758,8.9647089,8554677.840150813,
310,173.04378625943616,0.73624098,3.2183030939490482E7,
4359,565.1949764501588,3.4340584,5501125.720321914,
3728,495.2468569340033,4.7263373,5160233.173241531,
1884,345.15627490073206,3.3671672,5331517.497525614,
5061,685.1437589885221,3.4101836,4376066.128261944,
861,243.0870604459908,2.7001612,1.862417337813552E7,
2231,375.13118838269963,3.1369167,5453345.152309285,
3568,483.07231469905855,3.1895517,8879477.453463998,
3232,456.8610672691329,0.53855688,6907918.154918681,
1341,297.1540750964927,7.4473858,2.5734565780944966E7,
2663,409.0746267256418,2.0882215,7496416.221029304,
3024,440.88351289667105,0.52825487,6329266.290634707,
1702,327.1096758834328,2.2458059,5421090.152699005,
2969,436.11053986576366,2.4651274,6323920.975077763,
691,223.06074217938556,2.6357596,6617504.287778361,
3793,503.14234449990045,1.7373093,4453848.923139749,
1851,342.88015343878067,0.54765683,7369101.438018993,
3840,507.17370615798313,2.4224464,5455924.765522819,
3867,509.22508207684194,2.9503783,2.120923848888143E7,
3757,499.14688194335645,2.7413693,4426966.052302454,
24,128.95765829061858,0.91401897,3.6366742338437915E7,
4715,619.259387379094,9.482493,7083302.948861692,
43,131.0333212002614,1.7165574,1.1855700820808077E7,
2254,377.06527672357856,2.2458059,1.317417341000644E7,
1025,265.03541130897406,2.4950022,1.1607932375075608E7,
5886,999.610298964312,11.660226,7467035.792486631,
61,133.01250949222012,3.1783872,6329631.930821839,
3623,487.1102038672361,2.3253074,1.5262384707944207E7,
2612,405.1768574844118,3.1895517,6486868.608407369,
962,257.0557167241104,3.3671672,5171051.643793025,
1750,331.06832802407934,1.548546,9367522.229295887,
5150,713.1944407734306,2.4950022,3575259.206737964,
3470,474.26510021170066,6.8537606,5575382.11825005,
4551,591.2646061407568,9.6597732,6085958.4404851,
2899,431.2220831092268,7.5173708,2.0687720544606574E7,
1799,338.08306957956455,2.8547206,3153681.63874686,
3353,466.09593784910703,2.2659245,3041485.377448709,
3385,469.043752006406,3.0219216,6652239.523923205,
2188,372.8994561201846,0.52825487,5540225.097342169,
4343,563.2370414281042,2.9612908,5422728.162874884,
605,212.92063057852232,0.55759632,6885809.65913645,
5121,705.1692387128486,2.3144638,6025587.027288191,
5476,801.1542589154387,2.7633692,3594781.285242042,
1787,337.0787787507813,1.1534007,4.650228220886407E7,
342,177.05467995719462,2.4857397,1.1198019452345131E7,
5622,842.5725988136203,11.411224,1.108677219899287E7,
413,187.0965144474523,3.642755,6600659.25099069,
2759,417.1780498796608,3.3671672,4360779.51019967,
2171,371.12133966946493,1.3366266,3.882257338983377E7,
3731,496.1684743986968,3.5398056,6429580.455507343,
515,199.0971686555733,3.9221677,4559347.512941232,
1684,326.19921803187384,3.935753,3679648.237128539,
5532,817.2057585499953,2.1198109,3168408.2110881,
4917,655.1880317478299,3.5504451,4451353.564077709,
2019,357.19334494718396,4.8065389,4463934.503273028,
1030,265.1483380528432,7.2920285,7527520.198879541,
4579,595.1683677914956,2.4651274,3948364.7361118267,
2472,394.10994588973904,8.1853913,5999630.854272414,
1433,307.0828749708185,2.8547206,4875756.757352098,
986,259.08258847544795,2.159369,3793546.600036009,
4623,601.2155063440271,2.7210173,3399414.738625916,
4205,547.166984765378,2.1696752,5896416.159293764,
1957,353.08770432927895,3.3671672,6376530.060856003,
935,253.09850151637332,5.6998308,6857978.098472734,
1783,336.10976597335303,3.5070371,5526331.632945056,
5768,919.2198887553295,2.4651274,3318904.2709651645,
130,143.03352866610683,0.94277083,2.110347153920336E7,
4849,643.1672150004671,2.3043513,5610417.856423109,
4759,625.1433217571987,2.7413693,8122174.54219415,
5484,803.1908615704058,2.1299838,3384548.827350076,
2857,426.84096251222405,0.54765683,5283705.202467423,
5252,736.3357512729758,4.0785999,3430985.920941835,
5959,1061.278045374877,2.3043513,4136943.5191475665,
3606,485.2782859145756,7.6644052,1.175141256603914E7,
66,133.04836135044152,0.91401897,1.720685504242035E7,
2167,371.09988658899385,1.5385252,7012608.793459637,
3625,487.11093849181236,1.9824223,5957879.885592094,
4544,590.2793035776733,4.4439809,3819533.2871720404,
932,253.035220721357,2.4651274,5688946.503622163,
3871,510.090100368128,3.2005308,7628896.485363488,
662,219.01434004034732,0.72677855,4.04354717893083E7,
625,215.03256980496855,1.316135,4.058566426236769E7,
2322,380.8446228093774,0.55759632,5417102.892507104,
2512,397.09968942222315,0.79547808,2.727051001964569E7,
2792,421.0752163690723,2.3484678,1.1310802615963046E7,
3500,477.1070233815707,3.6896567,3488776.9424859635,
2017,357.15681897658123,3.2214619,5308391.732785228,
2845,425.122938465092,2.6564136,3321668.757329127,
3825,505.2594803997219,7.2612537,4944612.663749039,
1551,315.0736183339862,1.7165574,5926814.293998249,
4118,537.1019936988391,3.3671672,6252052.630181269,
4678,611.1861178447298,2.5582746,3199107.837010023,
2067,361.15191895218584,3.277297,4937407.15416661,
5456,795.460674872335,6.3317392,3404222.892329285,
5698,875.5275532121725,10.84783,9701926.610871602,
4518,585.220437660587,2.7001612,4614938.55961485,
2037,359.07839674638257,2.504475,4483997.7693202,
2925,433.2373874550825,8.1428478,1.9544755948559403E7,
2168,371.09968878208696,2.9178473,4974301.607025053,
2838,424.15656570330304,9.4711223,4698673.19622901,
3798,503.18005736752247,3.642755,3226749.885874429,
3126,449.07391900406896,2.6775823,2.0274947404531643E7,
8,123.04338909492418,3.1475666,7786886.401304079,
4057,531.2825298095279,6.5971582,3793025.1430579647,
1786,337.05856196120914,2.6670552,9527586.201443635,
4155,539.2135957338124,2.8862684,3451614.7218172597,
3158,451.1042213822011,3.4340584,4301456.523505118,
2278,378.1073353966822,1.9077769,3939641.982526517,
1653,325.042452805645,0.68107469,1.9667700578795705E7,
5746,903.5577417070238,11.281994,1.214422651524587E7,
3895,513.1076534817983,3.3769004,3931821.3537165746,
1710,327.21890882940414,4.7263373,5456781.28049509,
854,242.17609226158248,4.8722155,3677235.556593831,
3900,513.2564348301707,3.5504451,4528319.53712777,
839,241.07114686799366,3.1475666,6452035.051852705,
4899,653.1585098466257,1.9617641,4360434.930085221,
3135,449.20264050519086,3.277297,4622740.924992144,
2860,427.1050285792383,4.2416364,3450434.1274081524,
5319,755.1858958399981,3.310303,1.0769085554911753E7,
3416,471.1134856732036,2.8757059,4792458.319158734,
2119,365.18210697345336,2.9717469,3668180.5469864854,
3100,447.1364491773052,1.326112,2.2253625204324E7,
235,160.93388243462212,8.9647089,5783186.867782853,
55,133.00258028605916,0.6616248,1.6270228035699505E7,
5766,918.3960042568683,4.2900652,3266731.6309201764,
5565,821.2726488149233,3.052188,8380465.442149215,
5322,755.2419074002516,3.0415423,2600041.018161551,
4217,549.0896964760478,3.2549888,2892691.5614183946,
5814,955.1480830789346,3.114946,1875956.3940075543,
5552,819.5279706055942,11.369374,6523394.457369344,
3773,501.12355882571467,2.9825323,1.0545326590350555E7,
2224,375.07208796568204,1.9920972,5611635.35403393,
3844,507.2110893635062,4.1252872,3338917.2613907666,
2232,375.15045076978913,8.9757173,4885082.989553836,
401,185.03461929396292,3.9106136,5640229.139450551,
5968,1071.2313238578392,3.1039856,2661872.6507050456,
2556,400.1562753766149,9.9582274,6388249.522559731,
5740,903.2271054967032,2.6041848,2301074.843109896,
45,131.06954178473998,3.4753269,3480459.196665376,
473,193.0496430273245,3.2436597,3702564.66011156,
2748,415.3221198872492,11.597816,4223535.474570517,
903,249.06165408336472,4.1708327,2658474.299307398,
1360,299.05689468988714,4.6677689,8592900.099660492,
3884,511.2191380797405,3.747025,3149986.7722929693,
3617,486.8809964574647,0.51732999,3062283.599739386,
3605,485.2255893429773,2.7767065,5128955.940528347,
474,193.08625327800286,5.4505262,4186691.340697153,
581,209.1176729994417,4.7040083,3051668.7412414188,
2400,387.2912839033845,11.050395,3988836.0833595125,
2225,375.07149073336967,2.6041848,3986758.7019885504,
150,146.9597275879269,0.51732999,5038027.8945857445,
2267,377.18299945344904,2.7873002,3006217.6906431816,
4729,621.1476268073587,2.6357596,2844215.254049572,
1629,322.09354629231075,3.2325951,2952778.07386225,
