row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001139_01_01.mzML Peak area,1685365277_ALC_dbgi_001145_01_01.mzML Peak area,1685365277_ALC_dbgi_001143_01_01.mzML Peak area,1685365277_ALC_dbgi_001141_01_01.mzML Peak area,1685365277_ALC_dbgi_001151_01_01.mzML Peak area,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001148_01_02.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001157_01_01.mzML Peak area,1685365277_ALC_dbgi_001149_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001158_01_01.mzML Peak area,1685365277_ALC_dbgi_001147_01_01.mzML Peak area,1685365277_ALC_dbgi_001178_01_01.mzML Peak area,1685365277_ALC_dbgi_001159_01_01.mzML Peak area,1685365277_ALC_dbgi_001177_01_02.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_001163_01_01.mzML Peak area,1685365277_ALC_dbgi_001176_01_01.mzML Peak area,1685365277_ALC_dbgi_001169_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001184_01_01.mzML Peak area,1685365277_ALC_dbgi_001166_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001187_01_01.mzML Peak area,1685365277_ALC_dbgi_001174_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001183_01_01.mzML Peak area,Unnamed: 52
112,458.85578833429565,0.5106175000000001,,,,539.0,,,,,,,121698.2,67310.02,35619.58,36817.113,58957.305,27926.227000000003,17041.201,11566.758,0.0,10789.431,31394.843999999997,43426.04,0.0,16455.04,15975.206,25744.132999999998,14220.197,18496.48,29723.183999999997,0.0,12498.336000000001,0.0,0.0,40956.54,52802.957,0.0,18876.045,0.0,0.0,6354.4385,0.0,39494.113,27776.568,48045.855,7723.8,17926.406000000003,13436.031,43849.105,45199.98,
113,126.98985888156409,0.51068026,,,,539.0,,,,,,,55054.055,39367.68,0.0,0.0,27672.972999999998,0.0,0.0,0.0,0.0,0.0,14904.786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26162.5,0.0,0.0,0.0,0.0,0.0,0.0,18509.566000000003,14476.934,0.0,0.0,0.0,0.0,20840.045,0.0,
119,184.02828005822482,0.5108977,,,,,,,,,,,0.0,28122.13,14462.415,0.0,23262.04,18366.078,11394.902,9885.886999999999,0.0,6329.7207,11831.521999999999,15617.965,0.0,7085.093000000001,10067.101999999999,12945.396,8068.399,11524.746000000001,11583.455,0.0,0.0,0.0,0.0,21103.678,20454.836,0.0,11052.745,0.0,0.0,0.0,0.0,14972.315,0.0,24203.582000000002,0.0,9993.827,9447.796999999999,15509.192,21245.994,
121,216.95075442352672,0.5110876,,,,539.0,,,,,,,773173.1,264171.97,176885.39,254176.42,289332.5,361569.75,239520.03,207633.98,86633.8,120095.44,190452.83,287876.62,46495.86,155191.5,240474.03,215380.28,167830.33,232665.33,151949.45,0.0,165288.75,59735.023,47603.953,524297.44,309484.34,158336.88,278431.4,34822.742,103514.97,118926.36,91047.55,224350.55,169490.83,483223.38,126847.46,216082.33,223128.78,217053.94,500468.38,
126,280.9933305396009,0.51146555,,,,539.0,,,,,,,66042.16,22946.943,16681.058999999997,22603.424,26755.507999999998,30359.82,21057.182,19282.59,0.0,9651.368,16006.27,22989.252,0.0,10930.111,20216.504,16612.77,0.0,18354.268,12880.956,0.0,13886.007,0.0,0.0,42701.395,24775.744,14710.143999999998,20111.223,0.0,0.0,8573.884,5502.766,17196.193,13549.856000000002,39030.27,9256.962,14930.669,19171.459,17040.33,37367.227,
127,240.96805518177945,0.5115075,,,,539.0,,,,,,,172759.92,57548.234000000004,36262.797,55929.047,64203.867,80864.4,51346.64,45146.918,15705.531,21982.088,38726.09,62297.613,0.0,30619.8,49927.535,46718.414000000004,33217.24,48669.69,31785.525,0.0,32744.16,11109.878999999999,0.0,117098.414,67538.99,30832.312,58151.117,0.0,18911.648,23866.832000000002,16256.326000000001,48023.715,36275.17,107229.94,24934.775,44186.746,43602.65,43139.64,104395.664,
128,346.90858730991806,0.5117319,,,,539.0,,,,,,,72277.99,30260.2,25779.736,29685.865,38116.074,26960.756,19932.605,14375.918,0.0,11858.241000000002,24201.611,29860.533,0.0,0.0,17165.42,21405.41,15363.978000000001,17173.209,19949.201,0.0,15538.107,0.0,0.0,35218.46,35789.754,0.0,18969.814,0.0,0.0,8087.116999999999,0.0,26716.105,21837.945,39568.79,9552.917,17816.94,14092.5625,26903.707000000002,37797.08,
133,241.9638530461697,0.51185364,,,,539.0,,,,,,,146678.92,48247.3,32461.975,46955.297,54618.824,66787.04,45468.16,37699.83,12904.128999999999,18338.453,33321.023,47562.57,0.0,25228.13,42902.074,39313.25,29607.112999999998,42328.273,25846.697,0.0,26579.147999999997,0.0,0.0,98704.88,56500.29,26660.88,47142.81,0.0,15595.47,17626.654,13047.368999999999,38529.3,29695.582000000002,90517.23,21182.229,36285.87,39413.836,38425.937999999995,89285.83,
135,234.96132692998398,0.51190966,,,,539.0,1.0,[2M-3H2O+Na]+,,2.0,71;135,133.0017,118245.91,45999.715,34822.46,47470.86,54235.66,60240.816,43590.58,38026.086,17304.99,23919.452999999998,35764.32,52015.797,10357.05,29678.342,44570.84,38414.445,33349.977,44061.277,31277.362999999998,0.0,31198.451,11549.059,9644.315,85905.73,51372.06,27322.154,48367.905999999995,0.0,21944.193,24070.271,19950.639,42230.24,32392.752,82800.13,25946.756,39666.23,39400.88,39373.527,80229.36,
141,149.95298831070156,0.5122362,,,,,,,,,,,0.0,0.0,6283.3506,0.0,0.0,0.0,0.0,0.0,16418.336,0.0,0.0,0.0,0.0,6120.1396,8976.541,4483.8486,0.0,0.0,0.0,14061.788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6490.3765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
142,414.39025423843236,0.5122567,,,,539.0,,,,,,,30754.457000000002,11963.944,0.0,0.0,8503.633,0.0,0.0,0.0,0.0,0.0,0.0,6661.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8451.471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6233.5303,0.0,
144,362.88575111533834,0.5125764,,,,539.0,,,,,,,41487.555,40924.36,0.0,9646.363000000001,22540.307,0.0,0.0,0.0,0.0,0.0,0.0,12671.188,0.0,4318.6924,0.0,0.0,0.0,0.0,10202.690999999999,0.0,0.0,0.0,0.0,8334.416,18074.807,0.0,0.0,0.0,0.0,0.0,0.0,13329.952,0.0,11180.973,0.0,0.0,0.0,17461.32,10342.07,
152,474.8331543483187,0.5127683,,,,539.0,,,,,,,53457.945,59074.2,14430.266000000001,10632.208999999999,23872.438,0.0,0.0,0.0,0.0,0.0,9969.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11791.236,0.0,0.0,0.0,0.0,6215.321999999999,21009.308999999997,0.0,0.0,0.0,0.0,0.0,0.0,16447.947,0.0,12828.385,0.0,0.0,0.0,20878.433999999997,0.0,
154,385.90197976417784,0.51318973,,,,539.0,,,,,,,53215.085999999996,52081.707,14963.653999999999,0.0,27598.98,0.0,0.0,0.0,0.0,0.0,10242.662,15508.475,0.0,4765.543,0.0,8111.4355,0.0,0.0,12576.408000000001,0.0,0.0,0.0,0.0,10383.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15819.821000000002,0.0,0.0,0.0,0.0,0.0,20234.627,11060.6,
