row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,Unnamed: 25
46,465.04099663069985,0.5906564999999999,,,,,,,,,,,0.0,0.0,3407.0044,120167.7,40164.42,86321.234,260370.92,0.0,0.0,144509.33,120850.4,42023.07,
47,219.02670222018062,0.59320295,,,,,,,,,,,3171861.8,2330427.8,440543.6,7591323.0,7910823.0,7128068.5,4262739.0,3559308.0,0.0,3337601.0,3108256.8,11054549.0,
48,273.0820820678572,0.59403896,,,,,,,,,,,130529.24,314655.22,0.0,0.0,220194.8,276118.6,0.0,26265.507999999998,0.0,0.0,188725.27,0.0,
49,203.05280373143643,0.595246,,,,,,,,,,,59955.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24678.102000000003,0.0,27476.397999999997,0.0,
50,184.0372695110226,0.5965949,,,,,,,,,,,0.0,3758.8896,1150746.5,16799.203,790290.6,37080.99,3703172.8,0.0,0.0,205118.67,5661.8516,0.0,
51,411.0983360679125,0.5964899,,,,,,,,,,,0.0,203578.64,0.0,0.0,0.0,0.0,11689.42,0.0,0.0,0.0,111733.48,6298.323,
52,176.0109520949051,0.5973947,,,,,,,,,,,650801.06,260161.84,143971.02,408199.56,0.0,770645.7,0.0,485176.4,0.0,568079.06,599427.44,76129.1,
53,139.91467587055402,0.59721637,,,,,,,,,,,0.0,0.0,0.0,123548.195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
54,455.0125134769705,0.5978651999999999,,,,,,,,,,,0.0,1043.7476,0.0,129100.33,10930.537,0.0,0.0,0.0,0.0,0.0,1874.9539,22613.033,
55,517.0124850002156,0.59977925,,,,,,,,,,,0.0,0.0,0.0,0.0,200190.94,0.0,0.0,0.0,0.0,4534.3867,7750.5054,22523.19,
56,279.0476112513673,0.59998435,,,,,,,,,,,0.0,0.0,0.0,12697.973999999998,14886.405,0.0,5493.4526,0.0,0.0,6887.2646,9946.145,189056.9,
57,455.1162194043511,0.59999835,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,28131.494,0.0,0.0,0.0,0.0,0.0,725478.2,
58,185.0325053928624,0.6004166,,,,,,,,,,,0.0,0.0,0.0,0.0,9100.185,36175.867,161377.97,0.0,0.0,64351.797,107314.05,130926.586,
59,444.0662760477708,0.6012981,,,,,,,,,,,0.0,0.0,288772.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60,281.07060359218553,0.6025673,,,,9.0,,,,,,,145116.67,225568.06,27423.312,225190.42,0.0,314709.22,0.0,545216.1,0.0,213853.62,0.0,9190.886,
61,201.0162447900507,0.6076689000000001,,,,,,,,,,,0.0,7437.871999999999,0.0,137322.42,18187.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
62,381.07953332351104,0.6096399,,,,63.0,,,,,,,15863736.0,13148213.0,7002523.0,16349285.0,12733042.0,20724724.0,16738030.0,16393924.0,0.0,14792359.0,13431629.0,10590095.0,
63,146.09352326493192,0.60967916,,,,,,,,,,,0.0,0.0,0.0,0.0,24681.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
64,293.0633591518995,0.6105754,,,,,,,,,,,223477.81,337493.0,0.0,189838.53,168439.1,324347.8,275620.28,191370.98,0.0,193944.05,236242.1,847596.25,
65,354.10821901481165,0.6117895999999999,,,,,,,,,,,202840.31,533847.5,327571.9,0.0,0.0,375279.44,0.0,0.0,0.0,33415.96,260645.77,13700.237,
66,156.0768961779194,0.61312556,,,,,,,,,,,4136.2344,14632.473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179392.88,0.0,12499.722,
67,543.1327602339862,0.6121310000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174342.84,0.0,0.0,
68,384.0816763993448,0.6117876999999999,,,,63.0,,,,,,,43193.258,0.0,0.0,0.0,0.0,57712.562000000005,184505.0,175988.5,0.0,34447.93,34298.707,27322.23,
69,168.04219609901602,0.61187667,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4490.734,316929.3,0.0,0.0,27584.558999999997,0.0,0.0,
70,249.03644168791826,0.6140399999999999,,,,,,,,,,,168058.55,0.0,0.0,232100.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189287.78,
71,533.1553275843972,0.61499596,,,,9.0,,,,,,,329617.28,467113.97,212874.14,14588.488000000001,0.0,509217.7,0.0,950506.9,0.0,315810.22,232842.73,5635.8374,
72,482.03056893557687,0.6133523,,,,,,,,,,,0.0,0.0,146381.12,446381.75,0.0,0.0,28500.832000000002,0.0,0.0,16145.011999999999,0.0,1212.8081,
73,696.2250310564419,0.6145115,,,,,,,,,,,50749.477,306076.06,2973.4067,0.0,0.0,0.0,0.0,0.0,0.0,12708.086000000001,39918.805,0.0,
74,704.2133462561142,0.6197781,,,,9.0,,,,,,,296166.03,334061.94,15092.68,0.0,8901.082,348158.56,0.0,603893.06,0.0,156077.56,0.0,0.0,
75,175.11901184473115,0.61938995,,,,,,,,,,,0.0,0.0,6666875.5,11609.08,0.0,0.0,2629751.5,5553.2905,734.69824,975521.8,12975.051000000001,543477.4,
76,162.11261693906874,0.61994576,,,,,,,,,,,0.0,0.0,0.0,0.0,799181.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
77,231.026915120286,0.62198967,,,,,,,,,,,5063.9297,0.0,14695.596000000001,0.0,208591.72,0.0,1776.9486,6960.0264,0.0,0.0,3117.9355,0.0,
78,244.09239758331876,0.62171,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395971.34,
79,134.08130445549972,0.62255967,,,,,,,,,,,395747.8,0.0,0.0,0.0,0.0,0.0,6572.4897,11155.481000000002,0.0,20225.396,409748.1,11481.707,
80,525.166477653302,0.62206024,,,,50.0,,,,,,,0.0,461985.84,0.0,0.0,28924.125,300191.72,0.0,35449.46,0.0,28868.912,221976.98,13069.503999999999,
81,875.2725324350224,0.62372285,,,,,,,,,,,20154.664,0.0,0.0,0.0,0.0,0.0,3082.4346,200537.61,0.0,0.0,0.0,0.0,
82,213.06380769803118,0.62367713,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,208196.88,0.0,0.0,0.0,0.0,0.0,
83,146.08130093956203,0.62616277,,,,,,,,,,,1853124.9,308571.28,70354780.0,637940.1,16068365.0,1485962.5,38612760.0,1049058.1,495.74542,2697693.0,299102.75,0.0,
84,432.17180065188006,0.62708896,,,,,,,,,,,32312.762000000002,227936.83,0.0,0.0,51852.707,0.0,0.0,46512.055,0.0,14385.617,35340.094,32307.645,
85,362.0972037781925,0.62832737,,,,9.0,,,,,,,245733.55,479356.8,629876.2,242111.9,12335.987,542999.3,216752.34,1161679.6,0.0,480442.28,253728.69,0.0,
86,133.06092317401402,0.6270224,,,,155.0,,,,,,,0.0,14057.23,0.0,413422.22,0.0,0.0,59518.277,293815.3,0.0,493650.7,0.0,0.0,
87,130.05015039606704,0.6298421,,,,50.0,0.0,[M+H]+,,2.0,87;90,129.04278,839869.25,2388932.2,1112449.0,921071.3,507504.9,1859379.1,1239474.1,1339062.4,126.336,1872937.5,1664137.9,1430114.0,
88,263.0528401855689,0.6320796999999999,,,,,,,,,,,142458.3,0.0,5884.066999999999,638129.8,430192.06,282982.78,23335.21,371526.53,0.0,23382.783,28454.463,208067.95,
89,786.1813554774004,0.63284564,,,,,,,,,,,0.0,0.0,203071.3,0.0,0.0,0.0,0.0,0.0,0.0,2033.7881,0.0,0.0,
90,147.07651701136254,0.63248396,,,,50.0,0.0,[M+NH4]+,,2.0,87;90,129.04278,462018.78,2244716.5,1120036.5,722599.5,297948.1,1589806.2,980514.75,1026130.7,131.6993,1878930.4,1336362.9,1429477.2,
91,148.0604944411924,0.6322313,,,,105.0,,,,,,,2153328.2,2384172.5,0.0,1336591.2,213978.97,2688603.0,0.0,2000845.1,0.0,1553311.1,2196511.0,1337251.4,
92,475.1772517508551,0.63200474,,,,155.0,,,,,,,0.0,0.0,20422.9,229999.84,0.0,13208.816,442821.88,269338.84,0.0,411907.84,28129.084,0.0,
93,490.1768015475935,0.6333513000000001,,,,105.0,,,,,,,843397.44,1107950.0,182530.48,315122.7,349625.56,1272602.2,593994.25,843743.56,0.0,592524.3,984753.8,199224.86,
94,458.18717416171336,0.63229984,,,,,,,,,,,0.0,9860.996,31495.332000000002,8452.739,0.0,15437.498,0.0,0.0,0.0,225023.56,6030.1123,0.0,
95,448.1663877901922,0.63260996,,,,50.0,,,,,,,0.0,273666.03,26302.756,0.0,19609.389,33105.426,185639.3,0.0,0.0,162968.81,40912.17,238634.5,
96,476.1605275214151,0.6355373000000001,,,,,,,,,,,187230.25,193258.06,0.0,4901.458,0.0,323087.03,156540.33,0.0,0.0,0.0,374465.8,57099.78,
97,263.01644214088816,0.63544166,,,,,,,,,,,0.0,0.0,12988.32,832759.06,434383.8,666244.2,1798443.9,0.0,0.0,0.0,0.0,0.0,
98,337.08973785520374,0.6370659000000001,,,,,,,,,,,23444.41,17028.183999999997,0.0,264488.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
99,146.09142868937022,0.6421207,,,,,,,,,,,2955.2397,0.0,0.0,962.9295,262965.0,1968.8927,0.0,3483.482,0.0,0.0,0.0,0.0,
100,130.08641478864422,0.641049,,,,116.0,,,,,,,0.0,0.0,10332789.0,2938546.0,0.0,409260.16,6114315.0,306681.44,322.43976000000004,2717160.0,0.0,270548.12,
101,147.1127468639361,0.64292765,,,,,,,,,,,1802.9489999999998,0.0,0.0,0.0,0.0,3100.087,6726.696,0.0,0.0,0.0,0.0,256437.52,
102,204.08651424479015,0.64285785,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13015.43,0.0,0.0,0.0,670356.0,
103,321.057822841035,0.6411475,,,,,,,,,,,0.0,0.0,0.0,0.0,2992.6382,0.0,0.0,0.0,0.0,0.0,0.0,440142.75,
104,160.09683646356618,0.64178985,,,,,,,,,,,0.0,0.0,201120.53,2399.3452,23194.76,0.0,22578.55,0.0,0.0,0.0,0.0,0.0,
105,217.11880670805664,0.6426482,,,,,,,,,,,0.0,0.0,99840.84,0.0,0.0,0.0,8532.373,1212.1736,0.0,0.0,1620.6677,1494.4099,
106,175.10798847147862,0.64413935,,,,116.0,,,,,,,1542.7103,0.0,702279.0,0.0,0.0,0.0,698504.7,2565.6646,0.0,0.0,0.0,0.0,
107,412.1446278328083,0.64893675,,,,,,,,,,,363132.28,0.0,0.0,7159.7812,0.0,0.0,0.0,0.0,0.0,0.0,7357.3369999999995,276488.56,
108,307.0797073737366,0.6516350999999999,,,,,,,,,,,0.0,0.0,0.0,167333.14,4923.6006,0.0,0.0,10288.216999999999,0.0,0.0,2877.705,0.0,
109,305.04518515370916,0.65199333,,,,,,,,,,,74861.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,980113.94,
110,365.1056082001876,0.65149945,,,,24.0,2.0,[M+Na]+,,4.0,132;110;129;128,342.11632000000003,1486169.1,945437.3,0.0,0.0,579297.25,936836.25,43090.793,788531.06,0.0,687985.9,800489.8,599076.5,
111,303.0478667222858,0.65288275,,,,113.0,,,,,,,5254696.0,322872.1,0.0,2379287.2,0.0,0.0,0.0,18856.242,0.0,0.0,342876.7,14312688.0,
112,127.03924453250696,0.6534992,,,,,,,,,,,0.0,0.0,236000.47,0.0,0.0,0.0,0.0,0.0,237.98538,0.0,49373.805,0.0,
113,128.07079991637406,0.65318257,,,,,,,,,,,0.0,0.0,35286.117,0.0,0.0,1569.8948,177520.75,0.0,0.0,3209.4329,1104.9921,0.0,
114,191.11398930495918,0.655404,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,167462.77,0.0,0.0,0.0,0.0,0.0,
115,290.91209551640696,0.65620357,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19746.357,0.0,0.0,0.0,
116,442.1555162026578,0.6556552,,,,,,,,,,,27276.395,39653.25,0.0,0.0,0.0,128201.5,0.0,12748.563,0.0,5441.008000000001,133558.84,0.0,
117,354.13967793616905,0.6611894,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,805.18384,368918.2,
118,370.13361356825766,0.66044515,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371714.1,
119,382.1701960440077,0.6596309,,,,,,,,,,,0.0,2890.9585,0.0,6419.754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,565311.5,
120,193.07067551668342,0.66179544,,,,,,,,,,,0.0,0.0,18555.523,3946.65,239042.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
121,460.20282056515936,0.66391736,,,,,,,,,,,0.0,0.0,0.0,179081.88,14277.188999999998,184211.5,0.0,0.0,0.0,12371.463,24028.762000000002,0.0,
122,247.1665704161248,0.6663472,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34297.91,0.0,0.0,0.0,
123,198.12382885435653,0.6680063,,,,,,,,,,,0.0,21978.164,0.0,0.0,437545.94,6066.0957,0.0,0.0,0.0,387562.25,951276.0,0.0,
124,163.06001338269985,0.6718742,,,,,,,,,,,0.0,0.0,14230.344,342955.56,0.0,50737.92,0.0,0.0,0.0,0.0,0.0,0.0,
125,246.06112923540528,0.6724296999999999,,,,,,,,,,,13804.965,16927.45,16877.252,0.0,230506.4,0.0,0.0,5793.7583,0.0,0.0,0.0,0.0,
126,261.03697046179025,0.671523,,,,,,,,,,,0.0,5657.3096,0.0,1979.3105,321686.9,0.0,0.0,1172.79,0.0,0.0,8591.546,0.0,
127,189.1597243984764,0.68109185,,,,,,,,,,,0.0,0.0,303245.3,13429.913999999999,11787.168,0.0,0.0,0.0,0.0,408607.34,0.0,4019.4695,
128,325.1129471650255,0.68112445,,,,24.0,2.0,[M-H2O+H]+,,3.0,110;129;128,342.11632000000003,1365516.0,995655.2,402304.0,479796.06,743166.0,1112382.1,0.0,983524.1,28.306507,605434.4,796133.44,679709.75,
129,360.15017229045145,0.6838042,,,,24.0,2.0,[M+NH4]+,,4.0,132;110;129;128,342.11632000000003,7843189.5,5736988.0,2376604.8,0.0,3948986.5,6368563.5,0.0,5766845.5,997.8934300000001,3688203.8,4647919.0,3289868.2,
130,138.0551032489389,0.6857727,,,,,,,,,,,4277677.5,4024063.0,0.0,13222235.0,17280918.0,5941068.5,0.0,5460291.5,715.0047599999999,2893522.5,4614442.5,3198180.0,
131,333.0583068077495,0.68827283,,,,113.0,,,,,,,1558612.1,1335082.4,0.0,0.0,2402270.8,1774700.8,0.0,613414.4,0.0,596598.94,1447046.5,4934196.0,
132,343.12359929154115,0.6890987,,,,24.0,2.0,[M+H]+,,2.0,110;129,342.11632000000003,941866.44,684495.0,260187.27,333727.1,460912.9,729424.6,38955.53,683400.44,0.0,429391.25,547878.25,381494.78,
133,289.0918015267037,0.6908498000000001,,,,,,,,,,,0.0,252731.45,0.0,0.0,22709.445,277353.3,0.0,246531.58,0.0,0.0,199025.22,20579.545,
134,388.180568914972,0.69311893,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203889.02,72.288055,0.0,0.0,0.0,
135,499.1144989744996,0.7148743000000001,,,,,,,,,,,3082.0571,0.0,155674.5,145389.81,0.0,0.0,4291.5044,0.0,0.0,0.0,0.0,0.0,
136,258.0496912526463,0.7161033,,,,,,,,,,,0.0,0.0,160416.47,9715.078000000001,0.0,0.0,0.0,23277.016,0.0,2713.8662,0.0,0.0,
137,515.0920460718977,0.7306020000000001,,,,,,,,,,,0.0,0.0,221541.1,0.0,0.0,0.0,3761.9368,180590.0,0.0,0.0,0.0,0.0,
138,496.2022355162992,0.73331237,,,,,,,,,,,0.0,0.0,2421938.8,0.0,1279415.2,0.0,0.0,0.0,0.0,0.0,0.0,5782.4169999999995,
139,242.08697854703252,0.7500125,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,248164.98,0.0,0.0,0.0,0.0,4453.3154,
140,162.0762319293746,0.75668615,,,,,,,,,,,8564.258,0.0,829727.5,6788.6694,21129.957000000002,10126.674,436843.25,0.0,0.0,0.0,5397.5312,9135.841999999999,
141,168.01355082528931,0.7571758000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49387.187999999995,0.0,0.0,0.0,
142,200.0317781175851,0.7563736,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,555.7796599999999,153268.7,0.0,0.0,0.0,0.0,0.0,
143,133.04975776966202,0.75969243,,,,38.0,5.0,[M+2H]+2,,2.0,143;150,264.08468,495596.25,430622.06,0.0,0.0,490428.7,269925.97,0.0,0.0,0.0,0.0,291215.62,1071465.2,
144,295.1026869377636,0.7648843000000001,,,,38.0,4.0,[M+H]+,,2.0,151;144,294.0952,719478.75,552221.25,0.0,0.0,676468.0,386508.16,0.0,143332.02,162.77708,0.0,421721.44,1458523.4,
145,310.1496312594998,0.7723391,,,,38.0,,,,,,,765067.94,73173.92,0.0,0.0,0.0,0.0,0.0,0.0,187.69995,0.0,12757.656,57089.797,
146,287.07359903378955,0.7752180000000001,,,,38.0,5.0,[M+Na]+,,4.0,148;146;150;152,264.08468,438360.2,5309.673000000001,0.0,7568.0337,0.0,0.0,0.0,1841.8524,0.0,0.0,0.0,857678.4,
147,315.1553146752325,0.77562916,,,,,,,,,,,0.0,0.0,124600.98,0.0,3289.0332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
148,265.091910465225,0.7809769,,,,38.0,5.0,[M+H]+,,3.0,148;146;150,264.08468,3105962.5,157558.11,0.0,278130.25,0.0,0.0,0.0,0.0,0.0,0.0,17575.125,4842276.5,
149,185.00830633830086,0.7794266,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1637.1953,221026.48,0.0,0.0,0.0,0.0,0.0,
150,282.1185566098417,0.78237414,,,,38.0,5.0,[M+NH4]+,,5.0,148;143;146;150;152,264.08468,9507767.0,490293.34,0.0,924274.25,3396.2104,0.0,0.0,19208.656000000003,49.684357,0.0,345505.97,15324232.0,
151,312.1288150642528,0.7838271,,,,38.0,4.0,[M+NH4]+,,2.0,151;144,294.0952,0.0,0.0,0.0,2345.8994,92521.96,0.0,0.0,284684.44,0.0,0.0,78839.42,3695665.5,
152,229.0708212275669,0.7847283,,,,38.0,5.0,[M-2H2O+H]+,,3.0,146;150;152,264.08468,183560.66,2262.2363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1368.4979999999998,358829.1,
153,340.16033010699965,0.78544474,,,,,,,,,,,0.0,113006.27,0.0,0.0,0.0,0.0,0.0,11553.758,0.0,4196.129,0.0,0.0,
154,230.99021968542732,0.7873313,,,,,,,,,,,0.0,0.0,0.0,608994.6,0.0,319626.4,299617.56,0.0,0.0,26322.625,0.0,0.0,
