row ID,row m/z,row retention time,1685365277_ALC_dbgi_001139_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001140_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001141_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001142_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001143_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001144_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001145_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001146_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001147_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001148_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001149_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001150_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001151_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001152_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001153_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001156_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001157_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001158_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001159_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001160_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001161_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001162_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001163_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001166_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001169_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001173_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001174_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001175_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001176_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001177_01_02_neg.mzML Peak area,1685365277_ALC_dbgi_001178_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001182_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001183_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001184_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001185_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001186_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001187_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_001188_01_01_neg.mzML Peak area,1685365277_ALC_dbgi_BK00_neg.mzML Peak area,1685365277_ALC_dbgi_QC00_neg.mzML Peak area,1685365277_ALC_dbgi_QC01_neg.mzML Peak area,1685365277_ALC_dbgi_QC02_neg.mzML Peak area,1685365277_ALC_dbgi_QC03_neg_20230530152214.mzML Peak area,1685365277_ALC_dbgi_QC04_neg.mzML Peak area,1685365277_ALC_dbgi_QC05_neg.mzML Peak area,1685365277_ALC_dbgi_QC06_neg.mzML Peak area,Unnamed: 49
2888,296.0780977788441,1.6831300999999999,0.0,0.0,0.0,756930.0089233239,0.0,6742003.904197472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117987.05888796119,132393.23166500338,185442.60888213388,125245.03936468966,197782.58291985968,162853.43435262956,100410.70392112453,
4500,451.1260650732588,2.0491157,0.0,0.0,0.0,0.0,0.0,53834.93989134611,0.0,0.0,0.0,0.0,0.0,0.0,1531022.8013290698,0.0,0.0,0.0,9290.347843710962,0.0,0.0,0.0,0.0,0.0,0.0,8326770.18728705,0.0,0.0,0.0,0.0,0.0,0.0,138175.82372086178,0.0,6707402.234506022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
3118,602.0937390851568,5.1366964444444445,0.0,0.0,0.0,0.0,2751514.669404197,13102.235619016006,932785.8884697484,0.0,0.0,0.0,557334.9572350532,1854.1198549467526,0.0,0.0,0.0,0.0,0.0,727862.2984271606,183963.13536325612,0.0,0.0,0.0,0.0,453364.7098645924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194372.89095816086,323663.4036100232,0.0,0.0,464750.88159730204,0.0,0.0,209532.3098776607,227732.16527615202,199977.29516826413,218628.04406274282,177133.87982852128,241862.4199024428,177038.1264381893,
209,387.1654780714003,3.6944840589743593,7827475.797959954,42716.876999818465,0.0,803074.5830933872,146078.19544949953,48287.655459187765,64557.09598912423,29463.324250051766,1173465.8675971776,44014.4842239986,251310.35633620163,68276.43752974755,56604.10098231457,4491.02917426455,93096.47690944912,9635.305866511168,0.0,170485.30026984948,69255.85271358349,16799.202203876168,13966.608176876864,11876.305008105579,732362.5121130503,117780.16421992744,0.0,3481.066671249119,0.0,43264.21622403209,0.0,4387.190344910197,18439.031333431798,24984.21304937692,91479.37077545443,626561.6018798952,0.0,6335.929935357479,259057.235662013,8841.736312136656,0.0,195658.00887853172,253530.32555305344,178745.9876673721,166774.85125617185,236526.6142996636,205470.32291944852,210151.14291719548,
1214,167.0697291117072,2.7073305404761903,176877.0326884689,30347.766024108365,9105897.963064164,0.0,2455018.416575826,13994.558166982832,683905.5867899902,43638.674881816376,3296734.5349924034,11683.127815406257,225513.0579518104,21189.096572431816,0.0,20323.57866806095,7488.222087058453,37019.66868343067,6200.945475064509,79733.15027567238,1015775.2324742427,55041.14091242922,4415.6968591026725,13775.902179474811,866888.6991873748,2279413.081791684,120020308.73696148,44710.363503692686,48620561.01924528,21916.501634478514,3836499.9980208925,5442.5338394357,0.0,6246.2540792782565,0.0,52706.56472254366,33310.8561674441,47829.95444473541,8019.618171621088,43852.62589924118,28223.14323478068,3008442.264638103,2936507.136460472,3127410.361160322,2889765.7498794636,3110991.9964081594,2979137.2673736587,3299480.6141559905,
3788,587.1887363890961,4.732687882608697,111169.76383892703,0.0,14351.973258778868,0.0,51693.642616779856,0.0,389753.5117940673,0.0,1502743.8555456232,0.0,111974.6075195823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245786.40752425144,0.0,0.0,0.0,24922.76001476332,636178.6991701116,197147.93465536207,0.0,8431.090562724949,0.0,164518.9287162449,3969.5517730662073,0.0,0.0,146861.60558668445,290420.70383408765,0.0,0.0,258097.10883063375,0.0,0.0,45253.57929679961,62904.92470835672,51949.87736425888,49832.282254840466,54161.14426738809,35172.743155520875,57414.18038827383,
4668,917.2394696020365,2.770790743750001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30657.58674356188,0.0,0.0,0.0,762310.4906042981,0.0,23467125.59021097,0.0,0.0,0.0,377211.925773166,0.0,6284679.0420511225,0.0,0.0,0.0,744171.5926681772,0.0,0.0,0.0,0.0,0.0,17833809.808552593,78161.81697836894,0.0,0.0,0.0,0.0,15815859.341364099,0.0,1548013.9594245332,1540939.9271143437,1569962.1355696986,1002716.7589619472,1433763.6391286294,1514148.1552877869,1491245.770266091,
4395,380.0452103114212,3.4811637222222216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6902957.966951443,0.0,0.0,3870224.53262654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341130.3886728065,357658.8488901593,333857.58507708804,256002.87093081945,330319.78300596,380358.69832242205,289072.8594172811,
881,387.1663077112367,2.5966946521739134,542264.9401293831,198400370.02081418,1422756.772348806,20292104.630351644,601134.405435656,224276978.93984517,12221699.722310664,3183664.2668692404,227708.99453178552,2837217.3230595645,341382.9067597749,89839715.35810702,21916927.427278087,1873699.3574955391,68116901.25232434,22368474.792179666,383876.2110547542,5112703.967509244,13749953.893413804,9356732.376441332,74370848.27883318,3059362.522138331,403342.9705004771,1452988.3682122054,210029.83502787907,640457.0970328483,825135.5526488945,631190.4517606624,780225.8411866884,1768657.5818350841,2246622.92019669,12888399.29820069,1595222.906118499,199901.4824967244,34326184.57110655,85974523.25481178,13741015.130455948,7456678.895418844,15464.082692420658,20223235.15455605,19392058.380259287,21412514.915566,16073095.635895405,18359235.688604724,18852846.54328488,18748337.236907214,
4605,519.1150395549201,4.2893548705882365,5472.094132454583,0.0,0.0,0.0,25205.057244227348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26820490.3824724,0.0,2724.4599089222684,15367.795482062986,0.0,0.0,0.0,0.0,0.0,25530.54613615392,118731.19234483672,0.0,0.0,0.0,0.0,0.0,4256.198376373517,0.0,158766.13109714453,38687.69168094105,0.0,0.0,0.0,0.0,0.0,508111.5163769701,484423.3258181001,450103.0900988872,507641.3735674629,493714.3608398848,547108.7695944139,572469.0937966914,
4898,213.07614644562864,1.4173051636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64223.96760593504,0.0,0.0,0.0,0.0,0.0,0.0,42702216.9350716,0.0,0.0,0.0,0.0,0.0,612630.430806153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20942.678494248183,0.0,0.0,0.0,0.0,0.0,642931.0076020893,614973.0386075635,640201.4312087357,558234.7530279839,602624.0917158634,691404.6646255554,629386.764814606,
3474,565.1600825610785,4.259089326829268,598677.9006286649,4687.835418899475,154743.9946521664,0.0,410248.6795361607,4165438.7509550713,90422.09016725447,6539.2053580164975,239685.83559025105,235686.46541584906,99668.949233373,618998.146008034,280863.48461881647,4880.198609241297,0.0,79816.41680356544,15581.734243278508,835701.8026917048,420742.48792170954,98041.90628497046,67477.35011927932,0.0,213815.48627944294,607420.8994837456,1145395.2874020587,8383.089543294464,280530.76508783305,92981.53515847873,1180534.463914306,102262.35870819217,724980.6213639929,180624.30248379012,205602.28391619792,110792.12620093745,2150619.340560896,187552.74558811667,349871.54671036947,0.0,0.0,686880.1788872335,764103.0161726301,795108.9747791665,44989.65168799671,785435.4180749268,298001.6692517969,726383.9457499683,
1779,507.2730579014583,8.127025273333334,292734.13368039025,745925.8257910222,1104133.6774512976,261714.0258130473,5826490.903371915,801645.9595601467,402832.6662177397,709261.5513682356,591940.8183806748,442675.0274037265,702509.1413675504,458975.5103260668,764334.2710790705,262400.6178431185,581240.4420242016,3650967.434035255,101862.62982301477,1371465.5851282398,1709691.8063107796,486019.84757324244,1522638.7565545775,466092.4803205282,7086512.462387023,1707204.3276847785,9171378.787774097,501569.82002924406,1246291.4138708636,1374119.04620484,947234.2176227559,602727.8960156332,142408.72812001547,5861646.2779570315,282745.8811654116,182153.3550795541,1231098.540323289,1114674.7765673515,149645.14554387116,599860.8411255798,0.0,1739592.6620612706,1844976.598080141,1737910.2167983998,1125403.8292543879,1533036.110740587,1607863.194512612,1659094.3516006481,
43,319.13849511589086,3.05869576875,65012103.604179196,0.0,1805886.9489072547,0.0,5736575.635208958,0.0,4564435.671091405,0.0,2855043.127285228,0.0,2389199.3538224893,25811.983391999398,0.0,122639.54301509955,0.0,547308.1861832639,0.0,286876.0902586864,3400005.190840473,765478.6884232541,0.0,717035.0877183399,852168.3370365966,10253232.162422445,581022.6616234211,14533.024829258624,373415.6172917831,0.0,0.0,63937.32668106085,9399.288479437728,27626.21513273464,2712260.2596397423,13894489.845805485,0.0,0.0,6020129.046691238,294436.8911650942,0.0,2346721.8340786463,2117167.1307854457,2170851.390812087,1604152.2438836237,2039462.9540902546,1636157.901122026,2424473.94829146,
355,338.0807152004301,2.8257441794117653,3439414.9864263376,115705.87806925981,396210.5838487584,0.0,5670112.438898757,0.0,0.0,226857.4662732169,83727.06594731247,31298.525106869867,890336.6752817854,65343.1161112112,0.0,699638.0285595894,39156.307935890916,0.0,0.0,276996.9858816869,31352.53236539,76057.26558803383,0.0,630270.1015021394,56486276.80327401,685825.057288025,193731829.98797032,643278.4076385993,272629.45445292327,51436.02714896502,1461658.4322161283,37861.310658979986,0.0,0.0,438466.6914338122,14900103.15975787,128525.78246680078,0.0,0.0,716349.2092291856,0.0,5114692.3123301985,5756307.448781974,10490055.91180238,3153681.63874686,8983318.641764255,5031483.425810821,2385658.0780191217,
4123,661.1726075365558,2.3439601121212124,285857.6576408184,58274.97557102334,92486.13119929387,0.0,82261.26362261726,0.0,21614.42286466405,0.0,2105338.8066336117,9817794.079096764,123049.73011969648,115193.6389672981,0.0,123910.39480812824,64062.70925505403,0.0,780129.0731367883,73749.21707137137,135713.62523403525,29144.502508534784,0.0,111370.58666528943,58463.904034757375,1106714.699264243,182527.22914858823,27989.21305242191,256691.44528113038,0.0,0.0,0.0,6832885.54873381,53440.83873380765,731103.9400577755,703153.8822714824,8803.296522380944,0.0,27613.938724066084,40301.21877131347,0.0,0.0,0.0,135703.369068434,105965.35715533674,133793.25663698374,34171.777360299995,56726.89095508554,
376,499.14675914659057,1.8542596823529411,2919122.486533425,47307.47542375873,371250.5021465424,0.0,4994168.63402189,0.0,753647.6289602483,0.0,1102436.9089446145,1897744.0823743057,878995.2316691602,376530.25935292186,43557.72151778903,89404.970132689,2444966.75800207,0.0,1014839.924642398,45433.140941683545,649668.0210624483,0.0,0.0,772598.4930959254,14136176.605395185,107905.07192954287,13435141.294520075,103944.39433364183,770247.3983738831,0.0,32436.86165605688,0.0,483639.789475594,0.0,799541.7979463913,6588217.730412266,0.0,0.0,251098.41280910608,792025.3669286612,0.0,1204522.769988032,1281506.8647776674,1399270.589409722,994491.7836222136,1278291.3904197759,1383823.63501074,1240932.9085352714,
3956,601.2503455219057,4.111909430769232,0.0,0.0,63235.33736838338,0.0,155218.09705052743,0.0,0.0,0.0,5272244.111010578,0.0,166193.15555898106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61830.07424337568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166750.73965193937,0.0,0.0,0.0,0.0,0.0,0.0,73941.0062743719,39766.837811639336,49272.6653905665,13391.51457595908,20050.008806852184,45149.05907482076,71991.23317650497,
3453,433.1012199787275,1.8478085787878795,180092.65486013054,0.0,0.0,121135.91224741931,0.0,2144014.9523443407,152379.18207336613,25799.382865195534,503734.7908684916,0.0,0.0,31699.65850685732,463251.4879960318,0.0,88796.53668234331,57607.196344850585,0.0,13296825.737482022,129727.02775036507,147028.5632426609,24313.351478701097,0.0,100481.5119609666,97363.25548499683,356732.7575393788,0.0,8487.868683585899,694792.8299651251,258304.7068765649,0.0,0.0,444695.1881193863,155785.45999072277,119545.49705976555,3541532.3412831835,21146.314711687814,100648.45353363336,0.0,0.0,518204.70744986826,563445.0328905216,615364.8078024611,351288.3125918234,608593.1445103418,582228.8179189885,462974.62711134384,
4437,1196.1338474998136,5.173514288888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218581.763875772,0.0,0.0,1161947.6933157924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89424.60828918092,123282.69234326885,130876.30137074091,96817.26841489207,141278.16070413202,129034.67692007458,122071.53692914991,
4102,319.0823290020893,2.627572665217392,39680.017810332974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13645747.23902545,0.0,0.0,31767170.046017487,32975.18692921551,0.0,18437.10481045617,730615.3694590651,42806.973997862544,0.0,0.0,0.0,188327.66468306354,0.0,6275943.597183485,0.0,169918.9805151025,0.0,82212.58110427494,0.0,98793.1674760425,29270053.78324482,0.0,2592397.0074128923,0.0,0.0,23711.172111518306,0.0,748378.5150665605,0.0,2262424.700578401,2269615.424435569,2317517.019008169,1738366.1952387297,2182679.3484069468,2219373.2146700467,2053009.3146409797,
2114,264.0874538586037,3.584908477272727,0.0,0.0,3997235.1068194564,0.0,616572.3221009981,0.0,382485.3696089393,0.0,1125051.0965233312,0.0,444461.028872208,2346.2166250342293,0.0,0.0,0.0,0.0,0.0,0.0,197250.40815447067,0.0,0.0,0.0,427768.22916272475,51754.774687278164,166794.8306425199,0.0,275234.1544711604,0.0,403441.7261799664,0.0,0.0,9427.513273448725,0.0,108281.75893075512,0.0,0.0,46449.953762794954,0.0,0.0,113643.21141358008,146612.11598998535,139339.07437473867,131168.31648895645,134266.4725234211,140997.40169129588,109072.85528751485,
4793,426.28687562340485,6.590984566666667,0.0,0.0,0.0,0.0,31397.760506689086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125108.13461554961,0.0,11337.307512181731,0.0,0.0,0.0,0.0,43617.74344995067,4042.7890118084365,2267.515696175587,0.0,0.0,8264.84533865652,0.0,0.0,0.0,563738.3827331067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8026.030830506346,8111.635746367847,7495.086130138861,8513.753126548594,8724.495755261762,9942.619923127315,13624.05511008385,
3977,385.0834795190797,3.1193352535714287,0.0,351939.23666074104,657835.7862627044,0.0,0.0,0.0,0.0,6128.084268726508,2892928.4237452582,235912.39456781265,0.0,57485.61124356871,0.0,91530.675607879,14067.886740029611,391283.3756411358,10230.538288534937,0.0,0.0,369221.44650236773,0.0,3522103.439182702,2846650.4736115565,0.0,0.0,10568900.54772377,437860.6977770117,7479.4510892461485,11016744.844499387,0.0,494847.51639496937,2423660.731111247,0.0,0.0,0.0,35969.99964853697,0.0,5619393.191365994,0.0,1644931.6243946708,1750659.3107547536,1408562.9166670863,1292751.4321717215,1531322.093704192,1202483.8211900908,1248121.1677092896,
4626,517.1084442829041,3.7026068694444434,0.0,8475.732119742033,281305.4223360449,55412.26797330065,256131.77853016753,585398.5823998065,0.0,0.0,17911.66347848979,828973.4825944145,233435.7415474343,34579.562120507886,490245.2535752992,0.0,10023657.038851418,22686.3322575155,181781.8014892909,480884.9188985582,150345.37598237005,0.0,196349.3519684211,408377.6727763831,350288.47704766213,157993.84133196314,285649.36780715565,0.0,0.0,98289.26161580547,300397.6526115936,516666.38657165796,1154259.458465528,0.0,1924397.711587334,102777.24329746679,13205.45864276928,473436.0956393093,0.0,240517.92608015763,0.0,455286.2696527747,310441.1791535914,614381.2419848703,1321445.4043295763,947672.4057268966,873793.3298231416,655908.8104875793,
