id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
14_clematis_10_species_crop2-10min_231127_orbi_siri_14	C16H22O12	[M + H3N + H]+	C16H25NO12	Terpenoids	0.9101701974868774	Monoterpenoids	0.9598656892776489	Iridoids monoterpenoids	0.350228488445282	Disaccharides	0.8507484197616577	Disaccharides	0.8507484197616577	Carbohydrates and carbohydrate conjugates	0.998694121837616	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Disaccharides; Monoterpenoids; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Vinylogous esters; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	14
14_clematis_10_species_crop2-10min_231127_orbi_siri_14	C16H23NO11	[M + H2O + H]+	C16H25NO12	Amino acids and Peptides	0.9738603234291077	Small peptides	0.8542729020118713	Dipeptides	0.8156866431236267	Glutamic acid and derivatives	0.99997878074646	Amino acids and derivatives	0.9985252022743225	Amino acids, peptides, and analogues	0.9982853531837463	Carboxylic acids and derivatives	0.9998714923858643	Organic acids and derivatives	0.9999909400939941	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Hemiacetals; Carboxylic acid derivatives; Carboxylic acids; Monosaccharides; Carbonyl compounds; Oxanes; Dialkylamines; Polyols; Amines; Secondary amines; Tetracarboxylic acids and derivatives; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	14
14_clematis_10_species_crop2-10min_231127_orbi_siri_14	C16H27NO13	[M - H2O + H]+	C16H25NO12	Amino acids and Peptides	0.996195912361145	Small peptides	0.7703607678413391	Mycosporine and Mycosporine-like amino acids	0.541618287563324	Saccharolipids	0.9975515007972717					Saccharolipids	0.9975515007972717	Lipids and lipid-like molecules	0.9770848751068115	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Amino fatty acids; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Alpha amino acids; Amines; Secondary amines; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	14
14_clematis_10_species_crop2-10min_231127_orbi_siri_14	C16H25NO12	[M + H]+	C16H25NO12	Amino acids and Peptides	0.9807999134063721	Small peptides	0.7470565438270569	Dipeptides	0.3769731819629669	Saccharolipids	0.8392204642295837					Saccharolipids	0.8392204642295837	Lipids and lipid-like molecules	0.8960258960723877	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Amino fatty acids; Hemiacetals; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Heterocyclic fatty acids; Oxanes; Dialkylamines; Polyols; Alpha amino acids; Amines; Secondary amines; Tetracarboxylic acids and derivatives; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	14
18_clematis_10_species_crop2-10min_231127_orbi_siri_18	C13H18N4O7	[M + K]+	C13H18N4O7	Alkaloids	0.3711908757686615	Nucleosides	0.5984427332878113	Purine alkaloids	0.630523681640625	Hexoses	0.9778404831886292	Monosaccharides	0.9985733032226562	Carbohydrates and carbohydrate conjugates	0.9997722506523132	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Xanthines; Ethers; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; Hexoses; 6-oxopurines; Monosaccharides; Acetals; Secondary alcohols; Imidazopyrimidines; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	18
19_clematis_10_species_crop2-10min_231127_orbi_siri_19	C13H11NO7	[M + H]+	C13H11NO7	Shikimates and Phenylpropanoids	0.41778257489204407	Phenylpropanoids (C6-C3)	0.39113813638687134	Cinnamic acids and derivatives	0.15223649144172668	N-acyl-alpha amino acids	0.5073474645614624	Amino acids and derivatives	0.7401027083396912	Amino acids, peptides, and analogues	0.7295324206352234	Carboxylic acids and derivatives	0.9996106028556824	Organic acids and derivatives	0.9999314546585083	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acids; Benzoxazines; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Organic oxides; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	19
20_clematis_10_species_crop2-10min_231127_orbi_siri_20	C21H31NO13	[M + H]+	C21H31NO13	Amino acids and Peptides	0.9472729563713074	Phenylpropanoids (C6-C3)	0.7309278249740601	Cinnamic acids and derivatives	0.6745705008506775	Hydroxycinnamic acid esters	0.579084575176239	Hydroxycinnamic acid esters	0.579084575176239	Hydroxycinnamic acids and derivatives	0.8469721078872681	Cinnamic acids and derivatives	0.931964635848999	Phenylpropanoids and polyketides	0.9460487961769104	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Monoalkylamines; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Amines; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	20
20_clematis_10_species_crop2-10min_231127_orbi_siri_20	C21H28O13	[M + H3N + H]+	C21H31NO13	Shikimates and Phenylpropanoids	0.9103546738624573	Phenylpropanoids (C6-C3)	0.9618103504180908	Cinnamic acids and derivatives	0.977878987789154	Coumaric acid esters	0.9184654951095581	Hydroxycinnamic acid esters	0.9719551801681519	Hydroxycinnamic acids and derivatives	0.9884722828865051	Cinnamic acids and derivatives	0.9952824711799622	Phenylpropanoids and polyketides	0.9961940050125122	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	20
20_clematis_10_species_crop2-10min_231127_orbi_siri_20	C21H29NO12	[M + H2O + H]+	C21H31NO13	Amino acids and Peptides	0.8464759588241577	Phenylpropanoids (C6-C3)	0.9156279563903809	Cinnamic acids and derivatives	0.805365800857544	Coumaric acid esters	0.8197067975997925	Hydroxycinnamic acid esters	0.8680558800697327	Hydroxycinnamic acids and derivatives	0.9883347749710083	Cinnamic acids and derivatives	0.993747353553772	Phenylpropanoids and polyketides	0.9924919009208679	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Nitriles; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	20
20_clematis_10_species_crop2-10min_231127_orbi_siri_20	C21H33NO14	[M - H2O + H]+	C21H31NO13	Shikimates and Phenylpropanoids	0.7687126994132996	Phenylpropanoids (C6-C3)	0.7701389193534851	Cinnamic acids and derivatives	0.46697354316711426	Hydroxycinnamic acids and derivatives	0.6861451864242554			Hydroxycinnamic acids and derivatives	0.6861451864242554	Cinnamic acids and derivatives	0.7009788155555725	Phenylpropanoids and polyketides	0.7733505964279175	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Alcohols and polyols; Phenols; Sugar acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty acid esters; Carboxylic acid amides; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	20
21_clematis_10_species_crop2-10min_231127_orbi_siri_21	C33H38O23	[M + H]+	C33H38O23	Shikimates and Phenylpropanoids	0.9999220371246338	Flavonoids	0.9999889135360718	Flavonols	0.9981741905212402	Flavonoid O-glucuronides	0.5579779148101807	Flavonoid O-glycosides	0.999915599822998	Flavonoid glycosides	0.9999526739120483	Flavonoids	0.9998465776443481	Phenylpropanoids and polyketides	0.9986580610275269	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Sugar acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Hydroxy acids and derivatives; Pyranones and derivatives; Flavonoid glycosides; Carboxylic acids; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 3'-hydroxyflavonoids; Flavonoid O-glucuronides; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	21
22_clematis_10_species_crop2-10min_231127_orbi_siri_22	C12H16O8	[M + K]+	C12H16O8	Shikimates and Phenylpropanoids	0.9396997690200806	Phenolic acids (C6-C1)	0.8597497940063477	Shikimic acids and derivatives	0.7530562281608582	Hydroxybenzoic acid derivatives	0.5088622570037842	Hydroxybenzoic acid derivatives	0.5088622570037842	Benzoic acids and derivatives	0.643099308013916	Benzene and substituted derivatives	0.8462591171264648	Benzenoids	0.48727160692214966	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	22
24_clematis_10_species_crop2-10min_231127_orbi_siri_24	C4H10N3O5	[M + Na]+	C4H10N3O5	Amino acids and Peptides	0.9361571073532104	Small peptides	0.9053776264190674	Aminoacids	0.9148233532905579	Alpha amino acids	0.793419361114502	Amino acids and derivatives	0.7524440288543701	Amino acids, peptides, and analogues	0.756569504737854	Carboxylic acids and derivatives	0.45590004324913025	Organic acids and derivatives	0.9853634834289551	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Monoalkylamines; Ureas; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	24
