id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
12_clematis_10_species_crop2-10min_231127_orbi_siri_12	C21H33NO13	[M + H]+	C21H33NO13	Amino acids and Peptides	0.9287269115447998	Amino acid glycosides	0.9668065309524536	Cyanogenic glycosides	0.9430342316627502	Cyanogenic glycosides	0.6921314597129822	Glycosyl compounds	0.9999637603759766	Carbohydrates and carbohydrate conjugates	0.9999948740005493	Organooxygen compounds	0.9999998807907104	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Nitriles; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Cyanogenic glycosides; Benzenoids; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic cyanides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Phenoxy compounds; Chemical entities	12
14_clematis_10_species_crop2-10min_231127_orbi_siri_14	C16H27NO13	[M - H2O + H]+	C16H25NO12	Amino acids and Peptides	0.996195912361145	Small peptides	0.7703607678413391	Mycosporine and Mycosporine-like amino acids	0.541618287563324	Saccharolipids	0.9975515007972717					Saccharolipids	0.9975515007972717	Lipids and lipid-like molecules	0.9770848751068115	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Branched fatty acids; Hydroxy fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Amino fatty acids; Carboxylic acids; Monosaccharides; Acetals; Secondary alcohols; Tertiary alcohols; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Alpha amino acids; Amines; Secondary amines; Fatty Acyls; Saccharolipids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Glutamic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	14
18_clematis_10_species_crop2-10min_231127_orbi_siri_18	C13H18N4O7	[M + K]+	C13H18N4O7	Alkaloids	0.3711908757686615	Nucleosides	0.5984427332878113	Purine alkaloids	0.630523681640625	Hexoses	0.9778404831886292	Monosaccharides	0.9985733032226562	Carbohydrates and carbohydrate conjugates	0.9997722506523132	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Hypoxanthines; Xanthines; Ethers; Organic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Primary alcohols; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Azoles; Ureas; Purinones; Diazines; Hexoses; 6-oxopurines; Monosaccharides; Acetals; Secondary alcohols; Imidazopyrimidines; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Substituted imidazoles; N-substituted imidazoles; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	18
19_clematis_10_species_crop2-10min_231127_orbi_siri_19	C13H11NO7	[M + H]+	C13H11NO7	Shikimates and Phenylpropanoids	0.41778257489204407	Phenylpropanoids (C6-C3)	0.39113813638687134	Cinnamic acids and derivatives	0.15223649144172668	N-acyl-alpha amino acids	0.5073474645614624	Amino acids and derivatives	0.7401027083396912	Amino acids, peptides, and analogues	0.7295324206352234	Carboxylic acids and derivatives	0.9996106028556824	Organic acids and derivatives	0.9999314546585083	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acids; Benzoxazines; Carbonyl compounds; Benzene and substituted derivatives; N-acyl-alpha amino acids; Benzenoids; Organic oxides; Hydrocarbon derivatives; Aspartic acid and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	19
20_clematis_10_species_crop2-10min_231127_orbi_siri_20	C21H28O13	[M + H3N + H]+	C21H31NO13	Shikimates and Phenylpropanoids	0.9103546738624573	Phenylpropanoids (C6-C3)	0.9618103504180908	Cinnamic acids and derivatives	0.977878987789154	Coumaric acid esters	0.9184654951095581	Hydroxycinnamic acid esters	0.9719551801681519	Hydroxycinnamic acids and derivatives	0.9884722828865051	Cinnamic acids and derivatives	0.9952824711799622	Phenylpropanoids and polyketides	0.9961940050125122	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Coumaric acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Hydroxycinnamic acids and derivatives; Disaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Hydroxycinnamic acid esters; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Chemical entities	20
21_clematis_10_species_crop2-10min_231127_orbi_siri_21	C33H38O23	[M + H]+	C33H38O23	Shikimates and Phenylpropanoids	0.9999220371246338	Flavonoids	0.9999889135360718	Flavonols	0.9981741905212402	Flavonoid O-glucuronides	0.5579779148101807	Flavonoid O-glycosides	0.999915599822998	Flavonoid glycosides	0.9999526739120483	Flavonoids	0.9998465776443481	Phenylpropanoids and polyketides	0.9986580610275269	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alcohols and polyols; Phenols; Catechols; Chromones; Sugar acids and derivatives; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Hydroxy acids and derivatives; Pyranones and derivatives; Flavonoid glycosides; Carboxylic acids; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Beta hydroxy acids and derivatives; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; 3'-hydroxyflavonoids; Flavonoid O-glucuronides; 4'-hydroxyflavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-3-O-glycosides; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities	21
22_clematis_10_species_crop2-10min_231127_orbi_siri_22	C12H16O8	[M + K]+	C12H16O8	Shikimates and Phenylpropanoids	0.9396997690200806	Phenolic acids (C6-C1)	0.8597497940063477	Shikimic acids and derivatives	0.7530562281608582	Hydroxybenzoic acid derivatives	0.5088622570037842	Hydroxybenzoic acid derivatives	0.5088622570037842	Benzoic acids and derivatives	0.643099308013916	Benzene and substituted derivatives	0.8462591171264648	Benzenoids	0.48727160692214966	Organic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Hydroxybenzoic acid derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Benzene and substituted derivatives; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Phenoxy compounds; Chemical entities	22
24_clematis_10_species_crop2-10min_231127_orbi_siri_24	C4H10N3O5	[M + Na]+	C4H10N3O5	Amino acids and Peptides	0.9361571073532104	Small peptides	0.9053776264190674	Aminoacids	0.9148233532905579	Alpha amino acids	0.793419361114502	Amino acids and derivatives	0.7524440288543701	Amino acids, peptides, and analogues	0.756569504737854	Carboxylic acids and derivatives	0.45590004324913025	Organic acids and derivatives	0.9853634834289551	Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Organic carbonic acids and derivatives; Monoalkylamines; Ureas; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Alkanolamines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	24
25_clematis_10_species_crop2-10min_231127_orbi_siri_25	C34H42N2O17	[M + K]+	C34H42N2O17	Alkaloids	0.970339834690094	Tyrosine alkaloids	0.6622656583786011	Betalain alkaloids	0.7941605448722839	Alpha amino acids	0.8477720618247986	Amino acids and derivatives	0.18822292983531952	Amino acids, peptides, and analogues	0.19307160377502441	Carboxylic acids and derivatives	0.8751726746559143	Organic acids and derivatives	0.9840293526649475	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Indoles and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Aldimines; Acetals; Secondary alcohols; Carbonyl compounds; Tricarboxylic acids and derivatives; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Shiff bases; Alpha amino acids; Benzenoids; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organopnictogen compounds; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; Organic nitrogen compounds; Chemical entities	25
26_clematis_10_species_crop2-10min_231127_orbi_siri_26	C22H28O15	[M + H3N + H]+	C22H31NO15	Terpenoids	0.7017849683761597	Monoterpenoids	0.9902133345603943	Iridoids monoterpenoids	0.650957465171814	Hydrolyzable tannins	0.5694429874420166			Hydrolyzable tannins	0.5694429874420166	Tannins	0.29053327441215515	Phenylpropanoids and polyketides	0.9201119542121887	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Monosaccharides; Acetals; Secondary alcohols; Hydrolyzable tannins; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; Methyl esters; Vinylogous esters; Organic oxides; Dimethoxybenzenes; Methoxybenzenes; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Phenoxy compounds; Chemical entities	26
28_clematis_10_species_crop2-10min_231127_orbi_siri_28	C7H16N2	[M + H3N + H]+	C7H19N3	Alkaloids	0.9875258207321167	Lysine alkaloids	0.6539340019226074	Piperidine alkaloids	0.5601237416267395	Tertiary amines	0.5708014965057373	Tertiary amines	0.5708014965057373	Amines	0.9993485808372498	Organonitrogen compounds	0.9999996423721313	Organic nitrogen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Monoalkylamines; Dialkylamines; Amines; Primary amines; Secondary amines; Tertiary amines; Organic cations; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	28
32_clematis_10_species_crop2-10min_231127_orbi_siri_32	C26H45NO22	[M + Na]+	C26H45NO22	Carbohydrates	0.9975866079330444	Saccharides	0.9720847010612488	Polysaccharides	0.8107250928878784	Oligosaccharides	0.9412295818328857	Oligosaccharides	0.9412295818328857	Carbohydrates and carbohydrate conjugates	0.9998074173927307	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Alcohols and polyols; Oligosaccharides; Sugar acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Glucuronides; Hydroxy acids and derivatives; Hemiacetals; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glucuronic acid derivatives; Glycosyl compounds; O-glycosyl compounds; Polyols; O-glucuronides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	32
34_clematis_10_species_crop2-10min_231127_orbi_siri_34	C16H29NO4	[M + K]+	C16H29NO4	Polyketides	0.4733508229255676	Linear polyketides	0.29843229055404663	Simple amide alkaloids	0.5403421521186829	Amino acids and derivatives	0.5517399907112122	Amino acids and derivatives	0.5517399907112122	Amino acids, peptides, and analogues	0.5503993034362793	Carboxylic acids and derivatives	0.9915584325790405	Organic acids and derivatives	0.9870740175247192	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	34
35_clematis_10_species_crop2-10min_231127_orbi_siri_35	C11H17N5O4S	[M - H2O + H]+	C11H15N5O3S	Carbohydrates	0.9897382855415344	Nucleosides	0.9938169121742249	Purine nucleos(t)ides	0.9976650476455688	5'-deoxy-5'-thionucleosides	0.9997254014015198			5'-deoxy-5'-thionucleosides	0.9997254014015198	5'-deoxyribonucleosides	1.0	Nucleosides, nucleotides, and analogues	0.9994955062866211	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Organic cations; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	35
