row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,1685365277_ALC_dbgi_001152_01_01.mzML Peak area,1685365277_ALC_dbgi_001156_01_01.mzML Peak area,1685365277_ALC_dbgi_001146_01_02.mzML Peak area,1685365277_ALC_dbgi_001140_01_01.mzML Peak area,1685365277_ALC_dbgi_001144_01_01.mzML Peak area,1685365277_ALC_dbgi_001150_01_01.mzML Peak area,1685365277_ALC_dbgi_001153_01_01.mzML Peak area,1685365277_ALC_dbgi_001142_01_01.mzML Peak area,1685365277_ALC_dbgi_001173_01_01.mzML Peak area,1685365277_ALC_dbgi_001175_01_01.mzML Peak area,1685365277_ALC_dbgi_001186_01_01.mzML Peak area,1685365277_ALC_dbgi_001185_01_01.mzML Peak area,1685365277_ALC_dbgi_001161_01_01.mzML Peak area,1685365277_ALC_dbgi_001160_01_01.mzML Peak area,1685365277_ALC_dbgi_001162_01_01.mzML Peak area,1685365277_ALC_dbgi_001182_01_01.mzML Peak area,1685365277_ALC_dbgi_BK00.mzML Peak area,1685365277_ALC_dbgi_001188_01_01.mzML Peak area,Unnamed: 31
29,350.885476762668,0.52804595,,,,,,,,,,,3518.6523,14925.839,0.0,2317.9873,0.0,0.0,3955.5833,0.0,1585.4171,0.0,0.0,0.0,6502.1797,4353.2056,0.0,5071.674,0.0,0.0,
30,298.8787971522323,0.52978253,,,,,,,,,,,3175.6443,882.0294,0.0,17439.58,0.0,0.0,9916.326,11230.038999999999,0.0,417.64862,0.0,0.0,6113.666,3880.4426,0.0,1186.9928,522.8823,0.0,
31,131.54252847678256,0.5495868,,,,,,,,,,,0.0,0.0,7487.5537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3382.7209999999995,0.0,63818.707,0.0,0.0,0.0,
32,265.0234170172748,0.5518784999999999,,,,155.0,,,,,,,69247.21,0.0,376659.12,309577.97,164577.38,208381.33,180583.72,39375.652,285608.7,0.0,42300.062000000005,169976.3,18345.541,197771.45,178365.36,0.0,0.0,110568.1,
33,139.53115064370306,0.5544340999999999,,,,155.0,,,,,,,65323.965,5437.9619999999995,167165.95,133779.11,0.0,94941.83,0.0,12587.767,131428.12,0.0,0.0,0.0,0.0,0.0,75272.65,0.0,0.0,13325.476999999999,
34,192.05542916710039,0.5564690999999999,,,,,,,,,,,101276.88,83784.54,0.0,115589.15,0.0,0.0,0.0,0.0,106638.23,137573.2,0.0,0.0,0.0,33543.004,185967.86,66511.02,0.0,111544.9,
35,236.0797155387926,0.5570411,,,,,,,,,,,0.0,0.0,0.0,127264.83,1412.6357,0.0,720752.44,4104.1553,18909.558999999997,0.0,0.0,197128.2,0.0,0.0,0.0,0.0,0.0,372672.4,
36,130.52600670424405,0.5598289000000001,,,,,,,,,,,0.0,0.0,91257.61,0.0,6009.879,0.0,0.0,0.0,0.0,3567.2270000000003,8246.518,0.0,3378.115,0.0,9626.873,0.0,0.0,0.0,
37,249.04651526446307,0.5586319000000001,,,,,,,,,,,0.0,0.0,25653.459,141478.83,70235.98,176760.02,0.0,0.0,0.0,196378.31,0.0,73975.31,0.0,0.0,257655.6,0.0,0.0,161452.22,
38,542.7317964411438,0.560467,,,,,,,,,,,5411.6797,40475.06,1709.4456,4037.565,0.0,0.0,12242.295,39515.094,0.0,10842.691,16453.256,7159.001,26873.785,3809.1626,725.5715299999999,20907.322,0.0,0.0,
39,290.84742616226976,0.5615509,,,,,,,,,,,72073.19,0.0,18554.098,62170.105,0.0,0.0,134263.42,165979.66,0.0,0.0,113521.81,61214.87,148697.19,0.0,26129.332000000002,0.0,0.0,0.0,
40,282.08690768354217,0.56563705,,,,,,,,,,,0.0,377999.44,0.0,72478.04,0.0,0.0,0.0,0.0,24552.496,182067.88,0.0,0.0,0.0,0.0,14434.765,262054.97,0.0,11077.078000000001,
41,290.07600689955615,0.570964,,,,,,,,,,,22860.558999999997,0.0,15144.84,203221.31,0.0,0.0,0.0,0.0,140975.08,0.0,0.0,0.0,636.70013,32689.897999999997,13267.044,20866.558999999997,0.0,0.0,
42,200.0443099187705,0.57274365,,,,,,,,,,,141051.58,0.0,363494.4,335081.38,0.0,207986.86,170743.27,0.0,283328.53,0.0,0.0,163201.05,0.0,38338.426,164206.56,0.0,0.0,100920.18,
43,314.8494163237076,0.5729873999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68144.64,0.0,
44,445.08647961249045,0.5742017,,,,,,,,,,,0.0,0.0,0.0,161483.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27591.445,0.0,0.0,0.0,0.0,
45,213.07490123970945,0.5748814,,,,,,,,,,,0.0,2287.7842,0.0,0.0,74911.55,0.0,0.0,0.0,0.0,0.0,214155.84,0.0,113972.32,808.82935,633.5741,0.0,0.0,0.0,
46,174.89611938681747,0.5766621,,,,,,,,,,,0.0,0.0,0.0,866.4129,0.0,2129.5386,0.0,0.0,1456.1094,120248.42,1044.8980000000001,1912.1409,0.0,1067.3613,0.0,0.0,0.0,0.0,
47,208.97267202555062,0.5792653,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117835.06,0.0,0.0,0.0,37972.914,220128.78,0.0,0.0,0.0,0.0,0.0,
48,214.0566439243216,0.5788618000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,107353.375,0.0,0.0,0.0,0.0,1371.4589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49,230.0336462895216,0.5798816,,,,,,,,,,,0.0,0.0,0.0,0.0,207328.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
50,223.87645703188286,0.58850837,,,,,,,,,,,0.0,0.0,0.0,0.0,1642.7329,0.0,0.0,38320.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
51,221.18612057453944,0.58767366,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3681.3309999999997,0.0,0.0,0.0,77880.75,0.0,0.0,0.0,2114.4111,0.0,0.0,0.0,7763.7676,
52,465.0409315675232,0.5897682,,,,,,,,,,,0.0,48386.8,0.0,126973.26,3407.0044,86321.234,182646.94,120167.7,0.0,40164.42,230816.45,144509.33,260370.92,0.0,0.0,42023.07,0.0,120850.4,
53,191.03905698819432,0.5921056,,,,,,,,,,,0.0,0.0,166708.17,16533.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16757.822,0.0,0.0,7467.304,
54,371.1027292029915,0.5912980999999999,,,,65.0,,,,,,,0.0,0.0,179809.38,229787.88,0.0,33527.83,24260.33,0.0,165510.58,6808.368,0.0,9542.843,0.0,0.0,24601.683999999997,8000.255,0.0,0.0,
55,219.02662254231544,0.5944008000000001,,,,203.0,,,,,,,3171861.8,10155008.0,3559308.0,7724487.0,440543.6,7128068.5,4301606.5,7591323.0,4710709.5,7910823.0,4186474.5,3337601.0,4262739.0,3568003.0,2330427.8,11054549.0,0.0,3108256.8,
56,273.0819711755705,0.5945441999999999,,,,,,,,,,,130529.24,0.0,26265.507999999998,234562.27,0.0,276118.6,26895.59,0.0,0.0,220194.8,0.0,0.0,0.0,61494.625,314655.22,0.0,0.0,188725.27,
57,203.05260792900643,0.5959730999999999,,,,,,,,,,,59955.36,58415.367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8768.865,0.0,0.0,51766.332,0.0,0.0,24678.102000000003,27476.397999999997,
58,411.0982987589825,0.59604174,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,21882.805,0.0,0.0,0.0,12322.846000000001,0.0,11689.42,0.0,203578.64,6298.323,0.0,111733.48,
59,139.91464384348012,0.5961539,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123548.195,0.0,0.0,694.06757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
60,176.0108949704514,0.59882355,,,,,,,,,,,650801.06,99599.09,485176.4,1272826.5,143971.02,770645.7,548804.4,408199.56,14612.106000000002,0.0,0.0,568079.06,0.0,339719.28,260161.84,76129.1,0.0,599427.44,
61,517.0123402196392,0.5979548000000001,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,6214.925,0.0,0.0,200190.94,1557.7068,4534.3867,0.0,2593.1772,0.0,22523.19,0.0,7750.5054,
62,184.0371922082474,0.5995636,,,,,,,,,,,41730.89,4690.8877,17809.406000000003,0.0,1150746.5,37080.99,0.0,16799.203,0.0,790290.6,3058210.2,205118.67,3703172.8,1009.7258,0.0,1998.5349,0.0,5661.8516,
63,353.0847234194689,0.6000079,,,,,,,,,,,0.0,0.0,0.0,0.0,8133.9497,24719.373,0.0,0.0,154489.36,0.0,0.0,0.0,0.0,0.0,0.0,30306.843999999997,0.0,18734.433999999997,
64,279.0475492463013,0.59953403,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12697.973999999998,8579.151,14886.405,0.0,6887.2646,5493.4526,10331.481,0.0,189056.9,0.0,9946.145,
65,185.03244812133732,0.60017616,,,,,,,,,,,0.0,16074.028999999999,0.0,0.0,0.0,36175.867,0.0,0.0,0.0,9100.185,0.0,64351.797,161377.97,0.0,0.0,130926.586,0.0,107314.05,
66,444.0662760477708,0.6012981,,,,,,,,,,,0.0,0.0,0.0,0.0,288772.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
67,281.0706110188449,0.6019306,,,,65.0,,,,,,,145116.67,0.0,545216.1,424106.6,27423.312,314709.22,255267.94,225190.42,320222.44,0.0,309742.47,213853.62,0.0,0.0,225568.06,9190.886,0.0,26504.66,
68,201.01601490672084,0.60304445,,,,203.0,,,,,,,8925.107,163240.2,0.0,18204.218999999997,0.0,0.0,0.0,137322.42,6385.8037,0.0,0.0,0.0,0.0,0.0,7437.871999999999,38291.516,0.0,0.0,
69,455.01177612924073,0.6081846,,,,,,,,,,,0.0,0.0,0.0,0.0,5761.581,0.0,0.0,129100.33,0.0,0.0,123850.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
70,146.09352326493192,0.60967916,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24681.654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
71,293.0632677825009,0.61035717,,,,118.0,,,,,,,223477.81,743621.25,191370.98,522154.38,0.0,324347.8,407400.0,189838.53,0.0,168439.1,0.0,193944.05,275620.28,435940.8,337493.0,847596.25,0.0,236242.1,
72,381.0793922509632,0.61134404,,,,,,,,,,,15863736.0,13383516.0,16393924.0,17803660.0,7002523.0,20724724.0,19619610.0,16349285.0,16204123.0,12733042.0,14584740.0,14792359.0,16738030.0,11157771.0,13148213.0,10590095.0,0.0,13431629.0,
73,156.07685250583367,0.6132843000000001,,,,,,,,,,,4136.2344,0.0,0.0,0.0,0.0,0.0,2730.3481,0.0,4983.2275,0.0,0.0,179392.88,0.0,0.0,14632.473,12499.722,0.0,0.0,
74,543.1328725147864,0.61498517,,,,,,,,,,,0.0,0.0,0.0,12598.905,0.0,0.0,10665.998,0.0,0.0,0.0,0.0,174342.84,0.0,0.0,0.0,0.0,0.0,0.0,
75,354.108082087511,0.61266357,,,,,,,,,,,202840.31,0.0,0.0,0.0,327571.9,375279.44,0.0,0.0,48131.47,0.0,173969.5,33415.96,0.0,217105.16,533847.5,13700.237,0.0,260645.77,
76,384.08164047997946,0.6135055,,,,,,,,,,,43193.258,0.0,175988.5,52042.164000000004,0.0,57712.562000000005,47589.17,0.0,0.0,0.0,167356.3,34447.93,184505.0,0.0,0.0,27322.23,0.0,0.0,
77,168.04215587575843,0.6128376999999999,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4490.734,0.0,0.0,0.0,0.0,211317.25,27584.558999999997,316929.3,0.0,0.0,0.0,0.0,0.0,
78,249.03633142601342,0.61496586,,,,,,,,,,,168058.55,142508.25,0.0,28662.395,0.0,0.0,0.0,232100.45,170136.31,0.0,0.0,0.0,0.0,0.0,0.0,189287.78,0.0,0.0,
79,482.0305689355768,0.61335236,,,,,,,,,,,0.0,0.0,0.0,0.0,146381.12,0.0,0.0,446381.75,0.0,0.0,0.0,16145.011999999999,28500.832000000002,0.0,0.0,1212.8081,0.0,0.0,
80,696.2245666991032,0.61491036,,,,65.0,,,,,,,50749.477,0.0,0.0,221867.69,2973.4067,0.0,33742.023,0.0,175493.98,0.0,0.0,12708.086000000001,0.0,244198.06,306076.06,0.0,0.0,39918.805,
81,525.1662892123513,0.6167446,,,,65.0,,,,,,,55579.1,20139.7,0.0,63228.32,0.0,300191.72,0.0,0.0,237203.25,28924.125,14135.938999999998,0.0,11492.383,310106.34,461985.84,0.0,0.0,221976.98,
82,704.2129937982062,0.61893296,,,,65.0,,,,,,,296166.03,5114.670999999999,603893.06,573666.75,15092.68,348158.56,356349.78,0.0,520939.25,8901.082,18008.33,156077.56,0.0,290529.94,334061.94,0.0,0.0,0.0,
83,231.0268821863288,0.62109405,,,,,,,,,,,5063.9297,0.0,6960.0264,0.0,14695.596000000001,0.0,0.0,0.0,0.0,208591.72,7315.0776,0.0,1776.9486,0.0,0.0,0.0,0.0,3117.9355,
84,432.17163856445256,0.62122786,,,,,,,,,,,32312.762000000002,41219.258,46512.055,0.0,25229.632999999998,24569.39,37652.105,8906.826,22382.367000000002,0.0,0.0,14385.617,0.0,31022.327999999998,227936.83,0.0,0.0,0.0,
85,175.11897449315418,0.6212259,,,,,,,,,,,0.0,388248.97,5553.2905,423733.2,6666875.5,0.0,0.0,11609.08,0.0,0.0,5908733.5,975521.8,2629751.5,0.0,0.0,543477.4,0.0,12975.051000000001,
86,244.09239758331876,0.62171,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395971.34,0.0,0.0,
87,533.1551415603185,0.62177056,,,,65.0,,,,,,,329617.28,8934.455,950506.9,734357.56,212874.14,509217.7,494811.0,14588.488000000001,643844.8,14070.232,251224.27,315810.22,15877.156,409632.88,467113.97,0.0,0.0,232842.73,
88,875.2718214460658,0.623782,,,,,,,,,,,20154.664,0.0,200537.61,0.0,0.0,0.0,0.0,0.0,186246.2,0.0,4908.626,0.0,3082.4346,0.0,0.0,0.0,0.0,0.0,
89,213.0636856580928,0.62487376,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134977.48,0.0,208196.88,0.0,0.0,0.0,0.0,0.0,
90,362.0970821483239,0.62679297,,,,65.0,,,,,,,245733.55,0.0,1161679.6,669906.6,629876.2,542999.3,542661.5,242111.9,568738.0,12335.987,437004.2,480442.28,216752.34,247254.61,479356.8,0.0,0.0,253728.69,
91,133.06091071758763,0.6268637,,,,156.0,,,,,,,0.0,0.0,293815.3,0.0,0.0,0.0,0.0,413422.22,0.0,0.0,24711.577999999998,493650.7,59518.277,0.0,14057.23,0.0,0.0,0.0,
92,146.08125042474603,0.6287741,,,,,,,,,,,1853124.9,37434.617,1049058.1,10447.378,70354780.0,1485962.5,602053.94,637940.1,19794.453,16068365.0,33704444.0,2697693.0,38612760.0,9973.234,308571.28,0.0,495.74542,299102.75,
93,455.1174382407804,0.6287093,,,,118.0,,,,,,,0.0,345150.06,0.0,5656.786,3309.9895,0.0,0.0,0.0,0.0,0.0,1678.9718,0.0,0.0,394772.16,0.0,725478.2,0.0,0.0,
94,134.0813402430145,0.62993693,,,,65.0,,,,,,,395747.8,0.0,0.0,497922.75,7302.476,28627.756,251517.66,16008.443000000001,262122.22,0.0,0.0,0.0,0.0,0.0,38017.58,0.0,0.0,409748.1,
95,448.16633955758283,0.63041383,,,,,,,,,,,0.0,44820.773,0.0,330834.1,26302.756,33105.426,36085.03,3380.7822,0.0,19609.389,0.0,162968.81,185639.3,0.0,273666.03,238634.5,0.0,40912.17,
96,130.05008725642878,0.63159364,,,,165.0,1.0,[M+H]+,,2.0,96;97,129.04273,839869.25,684908.1,1339062.4,1437943.2,1112449.0,1859379.1,1778460.8,921071.3,783867.06,507504.9,797609.9,1872937.5,1239474.1,1198902.0,2388932.2,1430114.0,126.336,1664137.9,
97,147.0764753841003,0.63162863,,,,165.0,1.0,[M+NH4]+,,2.0,96;97,129.04273,462018.78,543082.6,1026130.7,1140737.8,1120036.5,1589806.2,1529292.8,722599.5,50873.977,297948.1,606492.5,1878930.4,980514.75,838479.4,2244716.5,1429477.2,131.6993,1336362.9,
98,263.0163729220187,0.6317999,,,,,,,,,,,0.0,40491.766,0.0,358091.06,12988.32,666244.2,582942.94,832759.06,0.0,434383.8,1076837.4,0.0,1798443.9,0.0,0.0,0.0,0.0,68259.25,
99,786.1813554774004,0.63284564,,,,,,,,,,,0.0,0.0,0.0,0.0,203071.3,0.0,0.0,0.0,0.0,0.0,0.0,2033.7881,0.0,0.0,0.0,0.0,0.0,0.0,
100,476.1604815842961,0.63200474,,,,,,,,,,,187230.25,18903.21,0.0,0.0,0.0,323087.03,0.0,0.0,28025.952999999998,8027.621999999999,0.0,0.0,156540.33,145218.22,193258.06,41762.297,0.0,374465.8,
101,475.1771764684195,0.6329216999999999,,,,156.0,,,,,,,0.0,0.0,269338.84,7143.7256,20422.9,13208.816,0.0,229999.84,0.0,0.0,20705.223,411907.84,442821.88,0.0,0.0,0.0,0.0,28129.084,
102,263.0527857579663,0.6328968,,,,,,,,,,,142458.3,39776.207,371526.53,399240.5,5884.066999999999,282982.78,328579.8,638129.8,406120.06,430192.06,7477.425,23382.783,23335.21,0.0,0.0,208067.95,0.0,28454.463,
103,490.1766531808953,0.633373,,,,65.0,,,,,,,843397.44,171744.47,843743.56,1333288.9,182530.48,1272602.2,1332498.1,315122.7,1054116.6,349625.56,338875.72,592524.3,593994.25,473824.44,1107950.0,199224.86,0.0,984753.8,
104,458.18703456809885,0.63211656,,,,,,,,,,,0.0,1602.0681,0.0,0.0,31495.332000000002,15437.498,0.0,8452.739,7986.5557,0.0,0.0,225023.56,0.0,0.0,9860.996,0.0,0.0,6030.1123,
105,162.11254770395553,0.6336347,,,,,,,,,,,5442.3833,1976.9952,0.0,12243.883,0.0,0.0,698736.4,0.0,2254.5059,799181.6,0.0,6969.6016,0.0,0.0,12492.893,0.0,0.0,25326.406000000003,
106,147.11255145621809,0.6353954,,,,,,,,,,,0.0,173476.88,1427.9238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256437.52,0.0,0.0,
107,148.06043541804698,0.6364346,,,,65.0,,,,,,,2153328.2,1182241.8,2000845.1,2502177.0,0.0,2688603.0,2541329.8,1336591.2,2191668.5,0.0,0.0,1553311.1,0.0,2458286.2,2384172.5,1337251.4,0.0,2196511.0,
108,258.1097671307412,0.6384329000000001,,,,,,,,,,,20771.215,8583.735999999999,0.0,17516.281000000003,0.0,0.0,233387.81,0.0,0.0,22468.314,0.0,0.0,0.0,0.0,0.0,2772.961,0.0,0.0,
109,130.08638686256623,0.6385529000000001,,,,177.0,,,,,,,0.0,262671.56,306681.44,0.0,10332789.0,409260.16,0.0,2938546.0,0.0,0.0,4169674.0,2717160.0,6114315.0,0.0,0.0,270548.12,322.43976000000004,0.0,
110,160.09689547032366,0.6384103,,,,,,,,,,,3915.5609999999997,0.0,0.0,0.0,201120.53,0.0,0.0,2399.3452,0.0,23194.76,222821.55,0.0,0.0,1543.0435,1597.5917,0.0,0.0,0.0,
111,337.0892834376101,0.6373054,,,,,,,,,,,23444.41,19110.941000000003,0.0,21901.207000000002,0.0,0.0,24218.766,264488.16,0.0,0.0,6714.1963,0.0,0.0,0.0,17028.183999999997,0.0,0.0,0.0,
112,321.0576600767757,0.63968134,,,,,,,,,,,0.0,585938.5,0.0,0.0,0.0,0.0,983.1914,0.0,0.0,2992.6382,0.0,0.0,0.0,63948.203,0.0,440142.75,0.0,0.0,
113,146.0917029491773,0.6414689,,,,,,,,,,,2955.2397,0.0,3483.482,0.0,0.0,1968.8927,1850.6362,962.9295,2232.2744,262965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
