ATTRIBUTE_genus	ATTRIBUTE_localisation	ATTRIBUTE_species	Annotated Adduct Features ID	Best Ion	Correlated Features Group ID	G1	G2	G3	G4	G5	G6	GNPSGROUP:BK	GNPSGROUP:Clematis	GNPSGROUP:Clematis alpina	GNPSGROUP:Clematis chinensis	GNPSGROUP:Clematis flammula	GNPSGROUP:Clematis heracleifolia	GNPSGROUP:Clematis koreana	GNPSGROUP:Clematis recta	GNPSGROUP:Clematis tangutica	GNPSGROUP:Clematis terniflora	GNPSGROUP:Clematis vitalba	GNPSGROUP:Clematis viticella	GNPSGROUP:jbn	GNPSGROUP:jbuf	GNPSGROUP:nan	GNPSLinkout_Cluster	GNPSLinkout_Network	INCHI	LibraryID	MQScore	MS2 Verification Comment	RTConsensus	RTMean	RTStdErr	Smiles	SpectrumID	SumPeakIntensity	UniqueFileSourcesCount	cluster index	componentindex	neutral M mass	number of spectra	parent mass	precursor charge	precursor mass	sum(precursor intensity)
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16361.970570588235	9346.882766666668	19715.5735	13623.332	20221.012	30117.79	14958.681666666665	16201.368	19475.315	20157.864999999998	6375.7974	18892.6786	12746.673385714286	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"22.0","main.cluster index_upperinput":"22.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5284	0.5284	0	N/A	N/A	278153.4997	17	22	-1	 	17	282.9016	1	282.9016	278153.4997
BK,Clematis	jbuf,jbn,nan	Clematis tangutica,BK,Clematis terniflora,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	648.2486	13278.71365882353	2248.4946999999997	14464.339000000004	6957.7725	20052.627	22384.945	9028.703533333333	35223.32	21250.907	17928.690500000004	0.0	16782.78041	8272.904014285716	648.2486	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"26.0","main.cluster index_upperinput":"26.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5339	0.5339	0	N/A	N/A	226386.38079999998	16	26	-1	 	16	298.8791	1	298.8791	226386.38079999998
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25209.94828235294	28559.756333333335	29825.157499999998	29576.576	18978.979	10022.223	43383.342333333334	10047.643	16272.735700000001	5358.8557	41200.906	23061.96568	28278.494857142858	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"31.0","main.cluster index_upperinput":"31.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5469	0.5469	0	N/A	N/A	428569.1207999999	17	31	-1	 	17	131.5424	1	131.5424	428569.1207999999
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13827.677184705883	8889.07598	20686.160499999998	16965.27	11120.827	10350.39	19211.465	20456.268	18375.0585	4449.61325	4854.4697	17460.52238	8637.898334285714	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"37.0","main.cluster index_upperinput":"37.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5432	0.5432	0	N/A	N/A	235070.51213999995	17	37	-1	 	17	332.9978	1	332.9978	235070.51213999995
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35290.969470588236	14964.457	43823.445	20808.145	56820.54	81959.23	22953.802333333333	53107.55	25819.6515	62950.4085	8309.228000000001	39755.178	28913.528714285712	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"40.0","main.cluster index_upperinput":"40.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5438	0.5438	0	N/A	N/A	599946.4809999999	17	40	-1	 	17	252.8826	1	252.8826	599946.4809999999
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48777.95482352941	55173.272333333334	52288.08500000001	38828.26	42171.176	91943.11	39618.61633333333	18228.984	23215.813000000002	64442.825	73784.59	44857.781800000004	54378.202	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"42.0","main.cluster index_upperinput":"42.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5482	0.5482	0	N/A	N/A	829225.232	17	42	-1	 	17	236.9050	1	236.9050	829225.232
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66679.3901764706	78004.17266666667	68714.16	47988.613	57989.793	165812.03	42974.969333333334	18482.271	19557.625500000002	107961.7145	87872.5	61998.0276	73367.051	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"45.0","main.cluster index_upperinput":"45.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=246&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5501	0.5501	0	N/A	N/A	1133549.6329999994	17	45	246	 	17	320.8664	1	320.8664	1133549.6329999994
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16287.270229411764	19454.39366666667	16607.1595	12141.139	14400.605	43438.082	9398.4533	4412.098	4127.6685	25960.207000000002	22543.059	15270.60476	17739.649471428573	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"46.0","main.cluster index_upperinput":"46.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=246&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5509	0.5509	0	N/A	N/A	276883.59390000004	16	46	246	 	16	404.8280	1	404.8280	276883.59390000004
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	117325.80204705882	57776.9882	363930.9795	65781.44	188788.64	10512.042	154368.51333333334	18283.959	61276.7591	38153.341	148013.89	115226.12352000001	120325.3428	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"49.0","main.cluster index_upperinput":"49.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=303&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5475	0.5475	0	N/A	N/A	1994538.6348000003	17	49	303	 	17	236.0797	1	236.0797	1994538.6348000003
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115943.43694117646	149710.76133333333	131646.445	122063.61	62508.96	70901.414	165045.05333333332	62332.758	95845.7275	32827.5835	188324.73	105642.2147	130659.46871428571	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"52.0","main.cluster index_upperinput":"52.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=74&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5526	0.5526	0	N/A	N/A	1971038.428	17	52	74	 	17	249.0463	1	249.0463	1971038.428
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43274.80111764706	174900.47999999998	4155.2672	0.0	14221.425	0.0	13825.853366666666	53466.99	25672.96515	1527.5081	39092.723	18239.50588	79039.5086	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"53.0","main.cluster index_upperinput":"53.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=55&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5595	0.5595	0	N/A	N/A	735671.6190000001	15	53	55	 	15	266.1598	1	266.1598	735671.6190000001
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	153129.6454117647	91260.44099999999	180680.42	144497.03	159698.8	129535.39	164505.40000000002	364406.7	213930.5	111922.695	24701.299	195145.739	93106.65457142857	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"54.0","main.cluster index_upperinput":"54.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=74&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5501	0.5501	0	N/A	N/A	2603203.9719999996	17	54	74	 	17	265.0234	1	265.0234	2603203.9719999996
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	62401.67047058824	28618.244333333332	79274.6025	39678.08	88195.97	172121.81	38429.61233333333	65938.92	32902.737	127790.08	13815.209	69746.0239	51909.737	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"57.0","main.cluster index_upperinput":"57.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=246&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5520	0.5520	0	N/A	N/A	1060828.3979999998	17	57	246	 	17	336.8438	1	336.8438	1060828.3979999998
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21472.374747058824	30936.827999999998	24086.144500000002	26675.727000000006	11866.951	16687.525	23794.020333333334	10194.443	11722.938849999999	10746.0905	42302.832	18857.98827	25207.212571428572	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"63.0","main.cluster index_upperinput":"63.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5552	0.5552	0	N/A	N/A	365030.3707	17	63	-1	 	17	287.0016	1	287.0016	365030.3707
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65365.084470588234	34207.486333333334	74944.508	61017.37	66831.82	49254.63	76223.57666666666	179037.36	90232.8965	39840.7995	13735.659	83941.5064	38827.33885714286	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"64.0","main.cluster index_upperinput":"64.0"}	This Node is a Singleton	N/A	N/A	N/A	 	0.5539	0.5539	0	N/A	N/A	1111206.4360000002	17	64	-1	 	17	278.0622	2	139.5311	1111206.4360000002
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18463.50944117647	9338.861666666668	24213.301	10693.3545	24743.746	55873.863	10017.857	15671.827	8568.2285	39455.676999999996	4352.301	20752.38935	15193.681	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"65.0","main.cluster index_upperinput":"65.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=246&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5530	0.5530	0	N/A	N/A	313879.6605	16	65	246	 	16	420.8053	1	420.8053	313879.6605
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16473.63756647059	25766.2238	15318.613000000001	7275.656999999998	10896.147	39515.094	5001.98851	2223.7327	2886.3995	37341.449	16743.648	14382.32371	19461.22879	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"70.0","main.cluster index_upperinput":"70.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=246&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5617	0.5617	0	N/A	N/A	280051.83862999995	16	70	246	 	16	542.7318	1	542.7318	280051.83862999995
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	128627.33494705883	161943.29533333334	125749.775	70267.266	108969.11	324341.8	55169.334	31757.445	30888.832550000006	282241.94	122230.09	118257.06021000001	143442.01314285715	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"74.0","main.cluster index_upperinput":"74.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=246&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5603	0.5603	0	N/A	N/A	2186664.6941000004	17	74	246	 	17	290.8473	1	290.8473	2186664.6941000004
Clematis	jbuf,jbn	Clematis tangutica,Clematis terniflora,Clematis viticella,Clematis flammula,Clematis heracleifolia,Clematis alpina,Clematis vitalba,Clematis chinensis,Clematis recta,Clematis koreana	 	 	 	0.0	0.0	0.0	0.0	0.0	0.0	0.0	66853.44890588235	74661.57066666667	65844.64749999999	37386.42	65028.117	167109.28	31289.785	23136.668	18716.8262	146747.035	63377.06200000001	63022.837139999996	72325.75142857143	0.0	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=16e5aaa188af4a95a36fb8caa2d95c54&view=view_all_clusters_withID&show=true#{"main.cluster index_lowerinput":"76.0","main.cluster index_upperinput":"76.0"}	https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=246&task=16e5aaa188af4a95a36fb8caa2d95c54&show=true	N/A	N/A	N/A	 	0.5603	0.5603	0	N/A	N/A	1136508.6314	17	76	246	 	17	206.8860	1	206.8860	1136508.6314
